,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
2,933.0,3.0,rosberg,1.0,1.0,Finished,92902.0,230057.0,355654.0,474056.0,587693.0,697566.0,771173.0,844350.0,916979.0,989398.0,1061555.0,1134064.0,1206409.0,1278915.0,1351304.0,1423770.0,1495943.0,1568127.0,1640128.0,1712310.0,1784581.0,1856712.0,1929085.0,2001229.0,2073716.0,2146855.0,2219625.0,2292573.0,2365358.0,2438234.0,2511148.0,2584323.0,2661483.0,2751184.0,2822419.0,2894083.0,2966056.0,3037761.0,3109451.0,3181595.0,3253745.0,3325803.0,3398014.0,3470005.0,3541450.0,3613271.0,3685204.0,3757348.0,3829084.0,3901387.0,3973880.0,4045690.0,4117761.0,4189762.0,4261588.0,4333404.0,4405071.0,4477001.0,4548733.0,4620497.0,4692407.0,4764654.0,4836726.0,4908654.0,4980667.0,5052975.0,5125386.0,5197655.0,5270219.0,5344409.0,5416930.0
1,933.0,1.0,hamilton,2.0,1.0,Finished,93767.0,231986.0,356959.0,475012.0,588498.0,698239.0,772679.0,845923.0,918957.0,991719.0,1063961.0,1136194.0,1208416.0,1280817.0,1353147.0,1425489.0,1497749.0,1569966.0,1642111.0,1714711.0,1787195.0,1859587.0,1931999.0,2005300.0,2078003.0,2150851.0,2223466.0,2296120.0,2368584.0,2441472.0,2513909.0,2586533.0,2659439.0,2731982.0,2807946.0,2898382.0,2970660.0,3043084.0,3114905.0,3187242.0,3259670.0,3332151.0,3404140.0,3476476.0,3548239.0,3620304.0,3692220.0,3763912.0,3835831.0,3907885.0,3980304.0,4052199.0,4124068.0,4195970.0,4267654.0,4339395.0,4411548.0,4483400.0,4555106.0,4626581.0,4698095.0,4769853.0,4841781.0,4914068.0,4985949.0,5057960.0,5130035.0,5202202.0,5274457.0,5346654.0,5420730.0
5,933.0,20.0,vettel,4.0,1.0,Finished,95352.0,233083.0,357943.0,476392.0,589884.0,698863.0,774086.0,847922.0,921341.0,994237.0,1067048.0,1139870.0,1212547.0,1285315.0,1358228.0,1430961.0,1503491.0,1576020.0,1648366.0,1721232.0,1794195.0,1866872.0,1939545.0,2012488.0,2085530.0,2158843.0,2231791.0,2304867.0,2377806.0,2450812.0,2523557.0,2596733.0,2669714.0,2742593.0,2815487.0,2892445.0,2992256.0,3064570.0,3136409.0,3208478.0,3280376.0,3352267.0,3423992.0,3495491.0,3567064.0,3638851.0,3710840.0,3782761.0,3854995.0,3926876.0,3998600.0,4070408.0,4142426.0,4214434.0,4286217.0,4357843.0,4429398.0,4501063.0,4572822.0,4644502.0,4716151.0,4787977.0,4859653.0,4931192.0,5002915.0,5074707.0,5147128.0,5219033.0,5290849.0,5362996.0,5435111.0
3,933.0,13.0,massa,3.0,1.0,Finished,96377.0,234255.0,358749.0,477273.0,590690.0,699308.0,775010.0,848996.0,922648.0,995906.0,1068934.0,1141877.0,1214863.0,1287900.0,1360683.0,1433799.0,1506419.0,1579061.0,1651745.0,1724726.0,1797794.0,1870762.0,1943510.0,2016286.0,2089618.0,2162587.0,2235929.0,2309099.0,2382241.0,2455695.0,2528872.0,2602533.0,2676303.0,2753455.0,2844020.0,2916224.0,2988321.0,3060322.0,3132310.0,3204247.0,3276249.0,3348155.0,3420044.0,3492013.0,3563854.0,3635793.0,3708139.0,3780270.0,3852269.0,3924460.0,3996251.0,4068234.0,4140324.0,4212016.0,4284119.0,4355803.0,4427488.0,4499101.0,4570995.0,4642781.0,4715028.0,4786925.0,4858756.0,4930389.0,5002208.0,5074219.0,5146668.0,5218522.0,5290209.0,5362345.0,5434503.0
7,933.0,807.0,hulkenberg,6.0,1.0,Finished,97967.0,235076.0,360046.0,478107.0,591940.0,699677.0,775475.0,849643.0,923616.0,997141.0,1070444.0,1143665.0,1216845.0,1290387.0,1363555.0,1436710.0,1509984.0,1583218.0,1656222.0,1729380.0,1802888.0,1876329.0,1949985.0,2023757.0,2101737.0,2191570.0,2264461.0,2337177.0,2410054.0,2482935.0,2555699.0,2628783.0,2701966.0,2775722.0,2850207.0,2924692.0,2999142.0,3072250.0,3145637.0,3218897.0,3292160.0,3365683.0,3438661.0,3511538.0,3584370.0,3657535.0,3730551.0,3803590.0,3876660.0,3949610.0,4022332.0,4095432.0,4168493.0,4241297.0,4314188.0,4387498.0,4460426.0,4533682.0,4606477.0,4679172.0,4751822.0,4824363.0,4896987.0,4969725.0,5042636.0,5115284.0,5188024.0,5261097.0,5334093.0,5407184.0,5481005.0
15,933.0,830.0,max_verstappen,8.0,11.0,+1 Lap,98831.0,236405.0,361170.0,480292.0,592621.0,700006.0,776062.0,850495.0,924279.0,997921.0,1071168.0,1144669.0,1217988.0,1291739.0,1366690.0,1440396.0,1513944.0,1587153.0,1660800.0,1734540.0,1808050.0,1881484.0,1955167.0,2029124.0,2103121.0,2180289.0,2272737.0,2346707.0,2420346.0,2493729.0,2566682.0,2639910.0,2713155.0,2786443.0,2859641.0,2932873.0,3006155.0,3079817.0,3152835.0,3226177.0,3299415.0,3372688.0,3445792.0,3518887.0,3591963.0,3665236.0,3738212.0,3811320.0,3884292.0,3957059.0,4030307.0,4103136.0,4175956.0,4248933.0,4321627.0,4394231.0,4466759.0,4539468.0,4612489.0,4685524.0,4758298.0,4830792.0,4903256.0,4975605.0,5048356.0,5121800.0,5195220.0,5268439.0,5344801.0,5419104.0,
11,933.0,822.0,bottas,5.0,1.0,Finished,99657.0,237875.0,361910.0,480915.0,593579.0,700303.0,776719.0,851566.0,925165.0,998645.0,1072248.0,1145686.0,1218814.0,1292359.0,1365789.0,1438869.0,1511999.0,1585088.0,1658242.0,1731334.0,1804764.0,1877737.0,1951064.0,2024375.0,2097315.0,2173388.0,2265459.0,2338559.0,2411557.0,2484231.0,2556850.0,2629699.0,2702705.0,2776094.0,2849492.0,2924103.0,2997460.0,3071784.0,3144903.0,3217819.0,3291010.0,3363819.0,3436565.0,3509071.0,3581963.0,3655432.0,3728114.0,3800673.0,3873110.0,3945437.0,4017735.0,4089983.0,4162370.0,4235270.0,4307707.0,4380011.0,4452398.0,4524770.0,4597297.0,4669751.0,4742279.0,4814723.0,4887317.0,4960086.0,5032977.0,5105699.0,5178373.0,5251438.0,5324324.0,5397096.0,5470534.0
16,933.0,831.0,nasr,11.0,11.0,+1 Lap,100842.0,239018.0,362772.0,482740.0,594874.0,700504.0,777154.0,852340.0,926467.0,1000539.0,1074632.0,1148161.0,1221611.0,1295190.0,1368939.0,1442599.0,1516482.0,1590044.0,1663495.0,1737122.0,1810970.0,1884676.0,1958556.0,2037318.0,2130393.0,2205322.0,2279021.0,2352634.0,2426259.0,2499554.0,2572871.0,2646671.0,2720478.0,2794471.0,2868382.0,2942423.0,3016229.0,3090564.0,3164742.0,3239517.0,3313740.0,3387653.0,3461263.0,3534660.0,3608270.0,3683290.0,3758357.0,3832280.0,3905993.0,3980006.0,4054623.0,4128368.0,4201601.0,4274676.0,4348010.0,4421103.0,4494153.0,4567255.0,4640405.0,4714841.0,4790233.0,4863811.0,4937422.0,5011083.0,5085397.0,5159438.0,5233804.0,5308179.0,5381950.0,5457205.0,
17,933.0,832.0,sainz,16.0,75.0,Power loss,102198.0,239589.0,363921.0,484713.0,595745.0,700881.0,777804.0,852914.0,927265.0,1001119.0,1075282.0,1149078.0,1222764.0,1296565.0,1370283.0,1444099.0,1517693.0,1591068.0,1664678.0,1738617.0,1812137.0,1885572.0,1959442.0,2033973.0,2110834.0,2207931.0,2281292.0,2354526.0,2428022.0,2507200.0,2589832.0,2672104.0,2755989.0,2838400.0,2929161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,933.0,154.0,grosjean,15.0,6.0,Gearbox,102739.0,241489.0,365874.0,485609.0,596809.0,701170.0,778922.0,854039.0,928932.0,1002873.0,1077069.0,1151547.0,1225504.0,1299094.0,1372792.0,1446665.0,1520658.0,1594200.0,1667802.0,1741447.0,1815219.0,1888828.0,1965863.0,2057360.0,2130860.0,2204193.0,2277232.0,2350263.0,2423366.0,2496358.0,2569452.0,2643041.0,2716104.0,2788985.0,2891303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
