,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
12,203,71,damon_hill,17,1,1,Finished,145172,335282,464472,591281,717150,843271,968901,1097504,1225882.0,1353593.0,1481403.0,1609050.0,1737156.0,1868754.0,2003725.0,2146097.0,2297442.0,2429012.0,2560965.0,2693757.0,2826722.0,2961324.0,3101655.0,3239269.0,3372225.0,3508926.0,3643659.0,3785558.0,4015200.0,4221364.0,4426490.0,4624105.0,4756767.0,4888736.0,5021804.0,5154337.0,5287921.0,5422612.0,5556409.0,5689244.0,5821997.0,5956165.0,6092034.0,6227408.0
4,203,30,michael_schumacher,6,10,4,Collision,145912,336119,465586,592420,718525,843965,969615,1096802,1220568.0,1346484.0,1472238.0,1598591.0,1724834.0,1852585.0,1985599.0,2126379.0,2274631.0,2404914.0,2535306.0,2666441.0,2797451.0,2931122.0,3067542.0,3202046.0,3371595.0,,,,,,,,,,,,,,,,,,,
9,203,56,irvine,6,11,20,Spun off,147518,336994,466847,594197,723506,850067,976917,1103518,1230409.0,1388632.0,1547040.0,1677759.0,1809246.0,1944140.0,2078304.0,2211176.0,2346848.0,2478382.0,2609271.0,2741914.0,2875528.0,3010895.0,3146316.0,3285637.0,3435919.0,,,,,,,,,,,,,,,,,,,
8,203,55,alesi,15,3,1,Finished,148964,338449,473989,604117,733188,861559,989156,1117835,1245615.0,1376274.0,1505195.0,1632795.0,1760508.0,1891414.0,2026710.0,2172769.0,2324362.0,2456584.0,2588938.0,2722429.0,2854822.0,2987683.0,3121368.0,3255717.0,3397127.0,3532004.0,3663986.0,3804600.0,4016999.0,4222785.0,4428308.0,4625414.0,4761491.0,4894238.0,5026071.0,5158270.0,5291110.0,5424815.0,5558687.0,5692116.0,5825220.0,5961722.0,6097776.0,6234648.0
5,203,35,villeneuve,3,13,20,Spun off,150857,338542,471529,601259,733422,863779,992116,1119941,1248149.0,1380643.0,1509689.0,1640623.0,1768795.0,1902683.0,2036048.0,2176017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,203,49,frentzen,3,4,1,Finished,151614,339432,472914,602160,732099,858923,985207,1112494,1239219.0,1368944.0,1498002.0,1625840.0,1753872.0,1898131.0,2032805.0,2177948.0,2331366.0,2465570.0,2599537.0,2735035.0,2872021.0,3008315.0,3145360.0,3281276.0,3417075.0,3552120.0,3690993.0,3831564.0,4017568.0,4223180.0,4428697.0,4625915.0,4762749.0,4897433.0,5031204.0,5165898.0,5302879.0,5438608.0,5574620.0,5710604.0,5848313.0,5984607.0,6120717.0,6259650.0
3,203,23,ralf_schumacher,17,2,1,Finished,152149,339968,474378,604791,733962,864538,992937,1122497,1251435.0,1383288.0,1518075.0,1665013.0,1794322.0,1925190.0,2056463.0,2188530.0,2319358.0,2451027.0,2581761.0,2713740.0,2846223.0,2978966.0,3112056.0,3249447.0,3388301.0,3523265.0,3659411.0,3814999.0,4015895.0,4221850.0,4426940.0,4624477.0,4759145.0,4891205.0,5023490.0,5156354.0,5289328.0,5423587.0,5557297.0,5690495.0,5823491.0,5957682.0,6093120.0,6228340.0
2,203,21,fisichella,22,9,4,Collision,153257,340904,475573,606959,736487,872698,1005405,1135554,1266727.0,1396560.0,1526472.0,1656416.0,1787751.0,1918328.0,2050405.0,2188185.0,2349283.0,2487025.0,2620391.0,2755172.0,2890559.0,3027352.0,3164967.0,3300318.0,3434808.0,3571342.0,,,,,,,,,,,,,,,,,,
10,203,64,diniz,21,5,1,Finished,153753,342449,476708,608619,739950,873799,1007980,1141710,1275254.0,1407764.0,1541722.0,1674958.0,1806965.0,1940295.0,2075125.0,2209393.0,2348074.0,2486904.0,2626255.0,2766465.0,2909552.0,3075932.0,3217233.0,3366732.0,3506894.0,3648895.0,3794523.0,3945546.0,4087687.0,4227749.0,4431134.0,4629201.0,4775961.0,4913511.0,5048745.0,5184264.0,5318662.0,5452970.0,5587799.0,5722824.0,5858249.0,5996820.0,6137408.0,6279090.0
7,203,50,verstappen,24,15,5,Engine,154661,342763,479354,613994,747266,879846,1013054,1145479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
