,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
7,994,817,ricciardo,9,1,1,Finished,82199,160334,238144,315940,393489,470917,547991,625101,701973,779020,855455,932303,1007865,1083657,1159391,1236372,1328952,1409613,1487656,1566487,1644882,1723594,1801875,1880150,1959338,2038010,2117366,2196784,2275086,2353343,2432469,2511625,2590521,2669982,2749547,2829399,2909448,2989257,3068899,3148930,3228483,3308462,3388416,3468213,3547509,3627147,3706779,3786184,3865894,3945653,4025039,4104650,4183878.0,4265074.0,4344305.0,4422646.0,4500967.0,4579159.0,4657491.0,4736011.0,4814430.0,4892484.0,4970343.0,5048344.0,5126239.0,5204166.0,5281786.0,5359115.0,5436759.0,5514114.0,5591821.0,5671914.0,5778414.0,5865362.0,5942663.0,6019464.0,6096421.0,6174807.0
3,994,20,vettel,6,2,1,Finished,83334,161781,239869,317357,395184,472505,549761,626759,704023,780682,857326,934266,1010405,1086470,1163009,1257165,1335337,1412876,1490751,1568711,1647192,1725494,1803782,1882327,1961044,2039735,2119009,2197826,2275864,2354521,2433624,2512953,2591872,2671504,2751279,2830880,2911017,2990802,3070588,3150325,3230184,3309992,3389930,3469698,3549264,3628789,3708275,3787629,3867311,3946848,4026442,4105814,4185355.0,4266321.0,4345262.0,4423641.0,4501826.0,4580391.0,4658772.0,4737222.0,4815650.0,4893424.0,4971572.0,5049335.0,5127389.0,5205321.0,5282949.0,5360674.0,5438633.0,5515958.0,5593187.0,5673808.0,5781459.0,5870527.0,5947900.0,6026033.0,6103881.0,6182143.0
0,994,1,hamilton,131,3,1,Finished,84315,162800,240908,318858,396686,474154,551774,628762,705825,783065,860586,955033,1034034,1111398,1187668,1264387,1341859,1419136,1496514,1574210,1653135,1731491,1809845,1889457,1968020,2047044,2125539,2204710,2284586,2364309,2443270,2521388,2599704,2678625,2757535,2837000,2915962,2994607,3073699,3153399,3232616,3311940,3391451,3471167,3550618,3630214,3709851,3789199,3868646,3948342,4027850,4107177,4186767.0,4267778.0,4346814.0,4425675.0,4504708.0,4583204.0,4661687.0,4739967.0,4818392.0,4896592.0,4975070.0,5053041.0,5130880.0,5208826.0,5287716.0,5365901.0,5445185.0,5523926.0,5602776.0,5686265.0,5792360.0,5878492.0,5956418.0,6034668.0,6113084.0,6191820.0
2,994,8,raikkonen,6,4,1,Finished,85237,163651,241807,319532,397412,474959,552577,629748,706791,784007,861612,939518,1015910,1092789,1169914,1248043,1343876,1423727,1500787,1577863,1655173,1732983,1811534,1890134,1969017,2048301,2127436,2206343,2286041,2365489,2444983,2523924,2602993,2682055,2761356,2840822,2919815,2998831,3077801,3156938,3236530,3315950,3395260,3474874,3554366,3633606,3713075,3792360,3871737,3950668,4029940,4109303,4188507.0,4269060.0,4348636.0,4428253.0,4506835.0,4585764.0,4664361.0,4743236.0,4821961.0,4900108.0,4978663.0,5057002.0,5135749.0,5214356.0,5292947.0,5371858.0,5450577.0,5528534.0,5606958.0,5695232.0,5799398.0,5879851.0,5958061.0,6036141.0,6114576.0,6192934.0
8,994,822,bottas,131,5,1,Finished,86051,164681,242777,320851,398867,476601,554554,632113,709936,787704,865639,944376,1023390,1102434,1181719,1261134,1357971,1437004,1514696,1591246,1667558,1745557,1822423,1899564,1976898,2054394,2132305,2210262,2288583,2366698,2445561,2524724,2604682,2683697,2763034,2842064,2921120,2999412,3078241,3158747,3238226,3317588,3396755,3476250,3555671,3635366,3714658,3794155,3873327,3952054,4031385,4110932,4190022.0,4270499.0,4349737.0,4429076.0,4508056.0,4586861.0,4665578.0,4744094.0,4823042.0,4901297.0,4979594.0,5058028.0,5136665.0,5215162.0,5294875.0,5373351.0,5451790.0,5529936.0,5608070.0,5696338.0,5800030.0,5881341.0,5959082.0,6037135.0,6115222.0,6193629.0
14,994,839,ocon,10,6,1,Finished,87102,166112,244952,323619,402118,480758,559429,638100,717004,795869,874924,954142,1033391,1113497,1192199,1270891,1349569,1428361,1507084,1586152,1665530,1745466,1843570,1925268,2004870,2084663,2164257,2243537,2322609,2401870,2480137,2559010,2637480,2715959,2794413,2873096,2951561,3030533,3109359,3188133,3266843,3345498,3424134,3502775,3580923,3659458,3737824,3817411,3896417,3975647,4054470,4133673,4213350.0,4292933.0,4370383.0,4447977.0,4525477.0,4602972.0,4680346.0,4757809.0,4836006.0,4913630.0,4990657.0,5067700.0,5144841.0,5222195.0,5299606.0,5376769.0,5453861.0,5531149.0,5609059.0,5699891.0,5803369.0,5882828.0,5961652.0,6040075.0,6118927.0,6198474.0
1,994,4,alonso,1,20,6,Gearbox,88656,168643,248433,327889,407024,486186,565160,644561,723334,802021,880722,959559,1038548,1117850,1196841,1275928,1355355,1434675,1531045,1613363,1692941,1770425,1847443,1926886,2006182,2086035,2165636,2245294,2324316,2403135,2481798,2560714,2639367,2717684,2795779,2874469,2953020,3032864,3111747,3191301,3270647,3348833,3427306,3505491,3584388,3662286,3740643,3819558,3898544,3980036,4061412,4143775,,,,,,,,,,,,,,,,,,,,,,,,,,
12,994,832,sainz,4,10,1,Finished,89451,169943,249711,329293,408969,488379,567823,647221,726471,805325,884705,963646,1043129,1123109,1203728,1301264,1381659,1459792,1537283,1616639,1695611,1774133,1852071,1930466,2009197,2088629,2168266,2247513,2326974,2406158,2485466,2564734,2643945,2723164,2802145,2881330,2960562,3041353,3121129,3200791,3280311,3359816,3439096,3517949,3596730,3675312,3753498,3831837,3910165,3988220,4066955,4145867,4224658.0,4304332.0,4384856.0,4464873.0,4546947.0,4625824.0,4704888.0,4783792.0,4862650.0,4941766.0,5020402.0,5098817.0,5177503.0,5256086.0,5335011.0,5413637.0,5492239.0,5571267.0,5650842.0,5748681.0,5844153.0,5926734.0,6006140.0,6085234.0,6164282.0,6243820.0
6,994,815,perez,10,12,1,Finished,90842,171451,251162,330725,410101,489689,569343,648818,727858,806788,885963,965030,1044525,1124193,1204504,1285388,1364070,1442449,1521592,1600855,1701753,1783324,1861697,1939243,2017112,2095269,2173475,2252183,2331079,2410965,2491064,2570943,2651088,2730385,2810462,2890421,2970374,3050542,3130966,3211211,3290348,3370332,3449910,3530256,3610487,3690790,3770074,3849403,3928318,4007537,4086183,4165271,4244553.0,4323272.0,4402010.0,4480902.0,4559340.0,4637793.0,4716002.0,4794349.0,4872298.0,4950240.0,5028025.0,5106438.0,5185029.0,5263623.0,5341844.0,5420652.0,5499564.0,5578099.0,5659970.0,5762236.0,5852692.0,5931755.0,6010433.0,6088413.0,6166523.0,6245268.0
16,994,842,gasly,5,7,1,Finished,91614,172233,252045,331607,411007,490496,570262,649759,729105,808298,888012,967130,1046368,1126106,1206043,1286514,1366054,1445083,1524228,1603410,1682657,1761481,1839912,1918482,1997183,2075588,2154500,2232735,2310825,2389127,2467390,2546020,2624295,2702985,2781575,2860623,2957139,3037721,3115960,3193810,3272831,3351827,3431145,3509917,3588647,3667352,3746482,3823758,3901452,3980468,4061915,4141367,4219125.0,4296921.0,4374356.0,4451634.0,4528945.0,4606544.0,4683798.0,4761437.0,4839214.0,4916646.0,4994156.0,5071598.0,5148734.0,5226043.0,5303331.0,5380430.0,5457671.0,5535068.0,5612727.0,5702257.0,5804651.0,5884324.0,5962730.0,6041454.0,6119959.0,6199138.0
5,994,807,hulkenberg,4,8,1,Finished,91804,172895,252750,332426,411965,491488,571353,650808,730299,809247,889431,968690,1047626,1127163,1206954,1287093,1367044,1446244,1525870,1605480,1684983,1764589,1844322,1923890,2003548,2083358,2163038,2242257,2321669,2400771,2479650,2558334,2636752,2715046,2793725,2871978,2950556,3029014,3107621,3186397,3264925,3343326,3421911,3500439,3578668,3656996,3735871,3814828,3894005,3991060,4070662,4147096,4225021.0,4304606.0,4381027.0,4457150.0,4533211.0,4609353.0,4685855.0,4762312.0,4839483.0,4917053.0,4994485.0,5071957.0,5149218.0,5226614.0,5303988.0,5381089.0,5458223.0,5535739.0,5613354.0,5703349.0,5805800.0,5884890.0,5963144.0,6041901.0,6120492.0,6199646.0
