,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ricciardo,2,2,2,2,2,2,2,2,8,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,rosberg,3,3,3,3,3,3,3,3,2,2,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,raikkonen,4,4,4,4,4,4,4,4,9,8,7,5,6,6,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,max_verstappen,5,5,5,5,5,5,5,5,3,9,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,vettel,6,6,6,6,6,6,6,6,4,3,2,1,1,1,6,6,6,6,6,6,6,6,6,6,5,4,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,massa,7,7,7,7,7,7,7,7,5,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,0
7,sainz,8,8,8,8,8,8,8,8,6,5,5,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
8,alonso,9,9,9,9,9,9,9,9,7,7,9,13,12,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,7,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5
9,gutierrez,10,10,11,11,11,11,12,13,13,13,10,9,10,17,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,button,11,11,10,10,10,10,10,10,10,10,16,16,15,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
11,kvyat,12,12,12,12,13,14,14,14,14,14,11,8,9,9,9,9,10,10,10,11,13,18,18,18,18,18,17,16,15,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12,12,12,0
12,ericsson,13,13,14,14,15,15,15,15,15,15,12,11,11,11,11,11,14,17,17,17,17,16,16,16,16,15,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,13,13,14,14,14,0
13,jolyon_palmer,14,17,17,17,17,17,17,17,17,17,14,14,14,15,15,18,17,16,16,16,16,15,15,14,14,14,18,18,17,16,15,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,14,14,14,14,14,13,13,13,0
14,grosjean,15,14,13,13,12,12,11,11,11,11,18,18,17,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
15,kevin_magnussen,16,15,16,16,16,16,16,16,16,16,13,12,13,19,18,16,16,15,15,15,15,14,13,13,13,13,13,17,16,14,14,14,14,14,14,14,14,14,13,13,13,13,13,14,14,14,14,13,13,13,12,12,11,11,11,0
16,perez,17,16,15,15,14,13,13,12,12,12,17,17,16,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
17,ocon,18,18,18,19,19,19,19,20,20,20,20,20,20,18,19,17,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
18,nasr,19,20,20,20,20,20,20,19,19,19,19,19,19,16,16,15,15,14,14,14,14,13,14,15,15,16,15,14,13,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
19,wehrlein,20,19,19,18,18,18,18,18,18,18,15,15,18,20,20,19,19,18,18,18,18,17,17,17,17,17,16,15,14,15,16,16,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
20,hulkenberg,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
