,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,hakkinen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,barrichello,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,coulthard,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,villeneuve,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
5,trulli,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
6,frentzen,7,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,irvine,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,0
8,ralf_schumacher,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,5,5,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,salo,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,6,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
10,verstappen,11,11,11,10,10,10,10,10,10,10,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,15,14,0,0,0
11,zonta,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,9,9,8,7,7,6,10,10,10,10,10,10,10,10,12,11,11,11,11,11,11,10,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,0
12,diniz,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,8,8,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,11,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,0
13,rosa,14,14,14,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,12,12,12,12,10,10,9,15,15,15,15,15,15,14,14,14,14,14,14,13,13,12,12,12,12,15,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
14,alesi,15,15,15,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,wurz,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,11,14,14,13,13,13,13,12,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,0
16,button,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,gene,18,18,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
