,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
14,160,50,verstappen,21,14,13,+3 Laps,99150,190971,282465,374416,465353.0,555893.0,646691.0,736820.0,826971.0,917670.0,1017930.0,1210367.0,1300720.0,1391356.0,1481863.0,1572619.0,1663514.0,1755269.0,1847441.0,1938434.0,2029290.0,2143797.0,2234297.0,2324885.0,2414761.0,2506435.0,2597124.0,2687433.0,2777932.0,2868193.0,2958477.0,3048116.0,3138166.0,3228022.0,3318136.0,3408535.0,3498053.0,3587773.0,3678057.0,3793889.0,3884415.0,3974272.0,4064016.0,4154231.0,4244245.0,4333929.0,4423625.0,4514437.0,4605471.0,4695946.0,4785667.0,4875076.0,4964866.0,5053708.0,5143053.0,5232633.0,5322311.0,5415388.0,5505066.0,,,
11,160,41,zonta,16,12,11,+1 Lap,99568,191513,282970,374867,466142.0,557111.0,647963.0,738724.0,829711.0,919981.0,1011281.0,1101996.0,1192006.0,1281936.0,1371916.0,1461859.0,1551935.0,1641509.0,1731031.0,1820514.0,1909880.0,1999199.0,2089836.0,2180192.0,2269641.0,2358839.0,2447725.0,2536512.0,2625342.0,2734949.0,2824347.0,2913717.0,3005477.0,3096750.0,3187725.0,3278440.0,3368818.0,3467487.0,3558101.0,3649369.0,3739829.0,3830078.0,3920284.0,4010419.0,4102860.0,4220907.0,4312370.0,4403086.0,4493962.0,4585053.0,4676732.0,4767086.0,4857391.0,4947662.0,5038042.0,5128469.0,5218861.0,5309219.0,5399653.0,5489709.0,5580608.0,
20,160,64,diniz,15,8,11,+1 Lap,100257,192532,283969,375802,467221.0,558126.0,648789.0,739558.0,830268.0,920794.0,1013275.0,1104705.0,1194537.0,1284444.0,1373912.0,1463274.0,1553216.0,1642884.0,1732602.0,1821599.0,1910735.0,2000041.0,2089403.0,2178459.0,2267043.0,2377353.0,2466956.0,2556321.0,2645436.0,2736280.0,2826152.0,2915537.0,3005848.0,3098169.0,3188185.0,3279051.0,3369471.0,3459476.0,3547629.0,3636623.0,3726897.0,3818880.0,3907522.0,3996364.0,4108977.0,4198498.0,4288344.0,4377296.0,4466667.0,4555547.0,4645047.0,4734349.0,4822822.0,4911952.0,5000525.0,5088854.0,5177197.0,5265588.0,5354248.0,5442248.0,5530062.0,
10,160,37,rosa,21,16,20,Spun off,100634,193211,284839,376617,468105.0,559202.0,650362.0,741209.0,832238.0,924558.0,1016075.0,1107335.0,1197612.0,1287768.0,1378090.0,1468278.0,1558447.0,1648528.0,1739249.0,1829243.0,1918834.0,2008863.0,2099918.0,2189888.0,2279709.0,2369590.0,2482027.0,2571576.0,2661547.0,2751579.0,2841372.0,2933355.0,3023868.0,3115447.0,3206634.0,3296942.0,3388065.0,3478326.0,3567974.0,3658538.0,3748233.0,3837603.0,3927233.0,4017000.0,4129155.0,4219977.0,4309874.0,4400043.0,4491098.0,,,,,,,,,,,,,
15,160,55,alesi,20,18,9,Hydraulics,100892,193586,285260,377123,468623.0,559736.0,650868.0,741785.0,832677.0,923495.0,1014110.0,1105334.0,1195633.0,1285650.0,1375619.0,1465458.0,1555177.0,1644917.0,1734763.0,1847810.0,1938823.0,2029640.0,2121093.0,2212400.0,2346170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,160,25,wurz,22,9,11,+1 Lap,101720,194746,286858,378737,470668.0,562450.0,653720.0,745106.0,836372.0,927908.0,1019561.0,1110756.0,1202110.0,1292849.0,1383529.0,1474281.0,1564824.0,1655350.0,1745659.0,1836207.0,1926445.0,2016622.0,2106480.0,2196906.0,2287799.0,2378809.0,2468982.0,2559168.0,2649183.0,2739182.0,2828981.0,2919333.0,3009631.0,3099598.0,3189452.0,3279997.0,3370432.0,3460745.0,3573967.0,3664146.0,3754424.0,3844257.0,3934372.0,4024568.0,4114839.0,4205026.0,4295246.0,4385310.0,4475202.0,4565166.0,4655368.0,4745361.0,4834874.0,4924609.0,5013789.0,5103281.0,5192573.0,5281968.0,5371488.0,5461031.0,5552590.0,
3,160,18,button,3,20,5,Engine,102039,195063,287340,379252,471278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,160,48,gene,18,21,20,Spun off,102880,195795,288296,380577,472101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,160,65,herbert,19,10,11,+1 Lap,103163,196230,288861,381315,473158.0,565529.0,657052.0,748059.0,838749.0,929742.0,1020730.0,1111714.0,1202690.0,1293656.0,1384468.0,1475034.0,1565483.0,1655881.0,1746645.0,1837155.0,1927407.0,2017942.0,2107957.0,2198014.0,2288442.0,2379379.0,2469751.0,2559836.0,2649842.0,2739809.0,2830055.0,2920418.0,3035842.0,3126549.0,3217288.0,3307938.0,3398510.0,3488872.0,3579436.0,3669750.0,3760088.0,3850567.0,3941033.0,4031151.0,4121453.0,4211754.0,4301966.0,4392219.0,4482361.0,4572044.0,4661996.0,4751636.0,4841109.0,4930874.0,5020074.0,5109143.0,5199829.0,5289315.0,5378364.0,5467718.0,5557721.0,
4,160,21,fisichella,22,11,11,+1 Lap,103490,196990,289902,382324,474520.0,567573.0,659148.0,750509.0,841867.0,933476.0,1024919.0,1116059.0,1207347.0,1298616.0,1389325.0,1479961.0,1570579.0,1661043.0,1751479.0,1842711.0,1933047.0,2023677.0,2113939.0,2204875.0,2296499.0,2387906.0,2478308.0,2568556.0,2658879.0,2749047.0,2839026.0,2929205.0,3019202.0,3110721.0,3201047.0,3292832.0,3382722.0,3472387.0,3561648.0,3651589.0,3764961.0,3854565.0,3944286.0,4036147.0,4126282.0,4216090.0,4305347.0,4394711.0,4484006.0,4573295.0,4662849.0,4752337.0,4842929.0,4932810.0,5021710.0,5111853.0,5200994.0,5290556.0,5379440.0,5468761.0,5558319.0,
18,160,60,mazzacane,18,13,12,+2 Laps,104088,197408,342361,433500,524452.0,615352.0,706494.0,797093.0,887999.0,982501.0,1072938.0,1164141.0,1254563.0,1344878.0,1434908.0,1525308.0,1615904.0,1708580.0,1799084.0,1889134.0,1979498.0,2069656.0,2160527.0,2274830.0,2366150.0,2456819.0,2551393.0,2643308.0,2733830.0,2827288.0,2918002.0,3010203.0,3101182.0,3191587.0,3282257.0,3374349.0,3467798.0,3559780.0,3650557.0,3741444.0,3831742.0,3922499.0,4038142.0,4131422.0,4222271.0,4313131.0,4404122.0,4494748.0,4586584.0,4677778.0,4768207.0,4858720.0,4949531.0,5039809.0,5130028.0,5220220.0,5310798.0,5401098.0,5491374.0,5581922.0,,
