,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
17,160,57,hakkinen,1,2,1,Finished,90286,179375,268536,357529,446459.0,535369.0,624440.0,712982.0,801254.0,889669.0,978448.0,1066560.0,1154636.0,1242751.0,1330758.0,1418612.0,1506401.0,1594398.0,1681849.0,1769595.0,1857109.0,1944799.0,2032360.0,2119874.0,2207255.0,2295296.0,2383357.0,2492699.0,2580614.0,2668655.0,2756333.0,2843865.0,2932760.0,3020782.0,3109682.0,3197324.0,3284725.0,3372946.0,3461463.0,3549030.0,3637160.0,3724952.0,3814730.0,3903053.0,4012889.0,4101300.0,4188900.0,4276636.0,4364764.0,4453540.0,4541483.0,4629039.0,4716407.0,4804153.0,4891829.0,4979658.0,5066412.0,5153016.0,5239885.0,5326408.0,5413532.0,5500944.0
8,160,30,michael_schumacher,6,1,1,Finished,91492,180454,269635,358712,447618.0,536318.0,625573.0,714289.0,802842.0,891272.0,979759.0,1068264.0,1156589.0,1244739.0,1333114.0,1421083.0,1509097.0,1597079.0,1684877.0,1772659.0,1860442.0,1948013.0,2035719.0,2123226.0,2211357.0,2299003.0,2386830.0,2497153.0,2585231.0,2673202.0,2760944.0,2848986.0,2936711.0,3025118.0,3113762.0,3201863.0,3289517.0,3376963.0,3466272.0,3553801.0,3640944.0,3728371.0,3817382.0,3904655.0,3992304.0,4079714.0,4167235.0,4254122.0,4361005.0,4449753.0,4537788.0,4626475.0,4714006.0,4801363.0,4889389.0,4976376.0,5063609.0,5150383.0,5237317.0,5324283.0,5411722.0,5499776.0
5,160,22,barrichello,6,4,1,Finished,94651,185197,275647,365658,455399.0,545313.0,635345.0,725027.0,814586.0,904163.0,993712.0,1083059.0,1172288.0,1261660.0,1351070.0,1440030.0,1529138.0,1618076.0,1707168.0,1795981.0,1884781.0,1973477.0,2062076.0,2150505.0,2239349.0,2327918.0,2416067.0,2504571.0,2613373.0,2702202.0,2790911.0,2880286.0,2969240.0,3058172.0,3147092.0,3235778.0,3324433.0,3412754.0,3501878.0,3590492.0,3679033.0,3767824.0,3856392.0,3945229.0,4034741.0,4122640.0,4235127.0,4325523.0,4415108.0,4505555.0,4596573.0,4686859.0,4776769.0,4866565.0,4956547.0,5046291.0,5136826.0,5226916.0,5317006.0,5407330.0,5497276.0,5589052.0
1,160,14,coulthard,1,3,1,Finished,95201,185725,276185,366140,456248.0,545816.0,635807.0,725649.0,815353.0,904723.0,994320.0,1083810.0,1172954.0,1262247.0,1351727.0,1440778.0,1529754.0,1618783.0,1707774.0,1796713.0,1885448.0,1974033.0,2062715.0,2151268.0,2240582.0,2351220.0,2439090.0,2526664.0,2614917.0,2703085.0,2791729.0,2880949.0,2969884.0,3058779.0,3147701.0,3236426.0,3325086.0,3413567.0,3502379.0,3591282.0,3679557.0,3768482.0,3856922.0,3945749.0,4035299.0,4124369.0,4232476.0,4320255.0,4408060.0,4495748.0,4585701.0,4673686.0,4760828.0,4847842.0,4935002.0,5022555.0,5110988.0,5199282.0,5286996.0,5374188.0,5462020.0,5550784.0
9,160,35,villeneuve,16,5,11,+1 Lap,95789,187332,278304,368731,459136.0,549315.0,639431.0,729599.0,819857.0,910143.0,1000348.0,1090391.0,1180149.0,1269979.0,1359668.0,1449102.0,1539581.0,1630237.0,1719947.0,1809743.0,1899175.0,1988461.0,2077573.0,2166770.0,2256182.0,2345411.0,2434292.0,2523393.0,2631360.0,2720514.0,2809726.0,2899051.0,2988235.0,3077380.0,3166239.0,3255290.0,3344369.0,3433284.0,3522100.0,3610990.0,3700265.0,3789412.0,3878589.0,3988943.0,4078193.0,4170178.0,4260451.0,4350394.0,4440482.0,4529992.0,4619886.0,4709911.0,4799567.0,4890437.0,4982789.0,5072542.0,5161842.0,5251146.0,5340417.0,5429721.0,5518841.0,
2,160,15,trulli,17,15,6,Gearbox,96544,188057,279155,369953,460234.0,550642.0,640755.0,730831.0,821145.0,911143.0,1001454.0,1091603.0,1181408.0,1271428.0,1361160.0,1450503.0,1539850.0,1631208.0,1720939.0,1810639.0,1900344.0,1989602.0,2079046.0,2191766.0,2281480.0,2371101.0,2460693.0,2550814.0,2640160.0,2729517.0,2818722.0,2907955.0,2997792.0,3087289.0,3176584.0,3265893.0,3355091.0,3444173.0,3533216.0,3622080.0,3711062.0,3800194.0,3889284.0,3978965.0,4093141.0,4183057.0,4272769.0,4363009.0,4452969.0,4543851.0,4633750.0,4723231.0,4812427.0,4901828.0,4990886.0,5079712.0,5168466.0,5257299.0,,,,
13,160,49,frentzen,17,22,6,Gearbox,97116,188888,280391,379016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,160,56,irvine,19,7,11,+1 Lap,97737,189415,280728,372166,461668.0,551868.0,642034.0,732092.0,821989.0,912231.0,1002294.0,1092477.0,1182491.0,1273136.0,1363281.0,1452717.0,1541876.0,1631837.0,1721966.0,1811728.0,1904353.0,1994008.0,2082811.0,2194332.0,2283506.0,2372925.0,2462383.0,2551993.0,2642065.0,2731755.0,2822028.0,2911425.0,3000987.0,3090227.0,3179516.0,3268622.0,3358198.0,3447179.0,3536287.0,3625313.0,3714200.0,3802946.0,3891822.0,3981000.0,4093665.0,4183830.0,4274084.0,4363955.0,4455078.0,4544960.0,4635333.0,4724563.0,4814028.0,4903258.0,4992382.0,5081276.0,5170377.0,5259223.0,5348137.0,5436524.0,5526023.0,
6,160,23,ralf_schumacher,3,17,69,Fuel system,98263,189899,281370,373240,464051.0,554405.0,644710.0,734885.0,825089.0,915013.0,1004797.0,1094408.0,1184322.0,1274050.0,1364168.0,1453934.0,1543331.0,1633198.0,1722873.0,1812542.0,1901874.0,1990777.0,2079587.0,2168356.0,2257485.0,2346109.0,2434916.0,2523697.0,2612044.0,2721341.0,2810652.0,2899844.0,2988878.0,3078108.0,3166964.0,3255841.0,3344936.0,3433955.0,3522940.0,3611771.0,3701080.0,3790101.0,3878798.0,3966836.0,4054175.0,,,,,,,,,,,,,,,,,
19,160,63,salo,15,6,11,+1 Lap,98701,190504,282013,374018,464829.0,555270.0,645520.0,735881.0,826068.0,916311.0,1006369.0,1096184.0,1185890.0,1275960.0,1365705.0,1455247.0,1544810.0,1634228.0,1723971.0,1813798.0,1903394.0,1992616.0,2081696.0,2170819.0,2259840.0,2348552.0,2457627.0,2547510.0,2636434.0,2725480.0,2814538.0,2903618.0,2992512.0,3081322.0,3170328.0,3258852.0,3347805.0,3436301.0,3524890.0,3613226.0,3701791.0,3791612.0,3901773.0,3991127.0,4081641.0,4171126.0,4261014.0,4350827.0,4441000.0,4530551.0,4620502.0,4710422.0,4800005.0,4891302.0,4983545.0,5073130.0,5162470.0,5251790.0,5340829.0,5430245.0,5519337.0,
