,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
8,886,20,vettel,9,1,1,Finished,83616,162627,242082,320956,400092,479318,558724,638366,717777,797470,876970,956705,1036906,1117000,1197945,1292243,1372955,1452041,1531241,1610294,1689422,1768690,1847167,1927344,2006916,2085522,2164113,2242590,2321206,2400068,2478642,2557239,2636036,2717530,2796197,2874717,2953348,3032635,3110430,3189077,3267117,3344498,3423872,3501552.0,3578876.0,3655918.0,3732844.0,3811308.0,3902345.0,3981721.0,4059489.0,4141067.0,4218501.0,4295573.0,4372134.0,4448845.0,4525877.0,4602655.0,4679275.0,4756108.0,4832707.0,4909667.0,4986640.0,5063784.0,5141231.0,5218241.0,5296390.0,5374254.0,5451229.0,5529143.0
0,886,1,hamilton,131,3,1,Finished,85666,165495,245283,324846,404354,483713,563216,642963,722931,803034,883487,964116,1044451,1124919,1205223,1285397,1365490,1445865,1539806,1621234,1701045,1780996,1860927,1940446,2020253,2100219,2179231,2258324,2338111,2417170,2496268,2574946,2654256,2733182,2812332,2890926,2969722,3048838,3126893,3204805,3282574,3360322,3438130,3516206.0,3593971.0,3672148.0,3750248.0,3841794.0,3921992.0,4000214.0,4078190.0,4155763.0,4232993.0,4310579.0,4388139.0,4465294.0,4542021.0,4618667.0,4696431.0,4773082.0,4849801.0,4929386.0,5006970.0,5084683.0,5161926.0,5238659.0,5315463.0,5391934.0,5468288.0,5545085.0
1,886,3,rosberg,131,5,1,Finished,86619,166762,246892,326582,406440,486179,566078,646315,727044,807586,888340,969147,1049967,1143870,1224620,1304056,1384007,1464002,1544249,1624854,1705004,1785294,1865346,1945679,2025360,2105541,2185906,2266122,2346866,2428815,2523244,2605712,2686295,2766257,2845485,2925539,3005071,3083723,3162306,3240783,3319212,3397556,3475924,3553946.0,3631943.0,3710475.0,3791396.0,3871316.0,3950593.0,4028795.0,4106371.0,4184131.0,4261794.0,4339915.0,4418422.0,4495638.0,4587319.0,4668835.0,4747108.0,4824914.0,4902205.0,4980134.0,5058600.0,5135997.0,5212638.0,5289920.0,5368133.0,5444883.0,5522334.0,5598868.0
6,886,17,webber,9,4,1,Finished,87088,167670,247518,327269,407364,487169,567370,647719,728174,808787,889633,970673,1064319,1145500,1225165,1304680,1384638,1464966,1545234,1625817,1706036,1786058,1865843,1946240,2025825,2106624,2186373,2266512,2347072,2428092,2506831,2585206,2663960,2742417,2820949,2900493,2978568,3056502,3134315,3212268,3290394,3369269,3447519,3526465.0,3604468.0,3697037.0,3777546.0,3855453.0,3932460.0,4009213.0,4086318.0,4163860.0,4242125.0,4319739.0,4397084.0,4474096.0,4551393.0,4629068.0,4706647.0,4783477.0,4860857.0,4938026.0,5015272.0,5092084.0,5169451.0,5246845.0,5324112.0,5401274.0,5477456.0,5554874.0
2,886,4,alonso,6,2,1,Finished,89095,169569,249824,329682,409510,489398,569526,649844,729885,810050,890224,971057,1052102,1132970,1213968,1307861,1389445,1469230,1549024,1628508,1708132,1787771,1867265,1947624,2027147,2106881,2186654,2266737,2347309,2428767,2508206,2587001,2666039,2744495,2822952,2901299,2979308,3057152,3134878,3212671,3290418,3368163,3445752,3524398.0,3602873.0,3680479.0,3771450.0,3851214.0,3928913.0,4005985.0,4082815.0,4159710.0,4236444.0,4313334.0,4390092.0,4466783.0,4543240.0,4619669.0,4696923.0,4773539.0,4850055.0,4929407.0,5006291.0,5084186.0,5160729.0,5237328.0,5313818.0,5390331.0,5466534.0,5543551.0
19,886,822,bottas,3,14,11,+1 Lap,89797,171236,251632,332297,413748,497058,578732,660992,743534,826327,909390,992430,1074905,1171446,1255271,1336950,1417852,1498748,1581578,1663223,1744104,1824635,1905342,1986115,2067249,2148049,2228671,2309332,2390438,2471535,2552383,2633685,2717524,2798680,2880187,2961242,3041671,3121771,3201321,3297711,3379354,3459391,3538890,3618340.0,3697731.0,3779028.0,3859144.0,3938853.0,4018456.0,4097550.0,4176746.0,4256287.0,4335804.0,4414718.0,4494003.0,4574165.0,4653335.0,4732963.0,4812926.0,4891465.0,4969737.0,5048397.0,5126401.0,5204731.0,5284461.0,5364139.0,5442896.0,5521122.0,5602484.0,
15,886,818,vergne,5,6,11,+1 Lap,90132,171775,251968,332395,413764,495054,575555,655965,736663,817464,899555,981898,1078020,1161361,1242531,1323313,1404028,1484614,1565285,1646084,1726817,1808035,1888749,1969255,2049596,2129850,2209944,2289669,2370313,2450674,2530855,2611122,2691464,2772112,2852004,2931745,3011783,3091460,3170680,3249979,3329211,3408219,3487132,3565963.0,3644829.0,3723738.0,3803264.0,3882383.0,3961196.0,4039976.0,4118850.0,4197745.0,4276341.0,4355109.0,4433909.0,4512530.0,4604410.0,4684517.0,4762550.0,4840662.0,4918571.0,4996671.0,5074699.0,5152810.0,5230756.0,5309267.0,5388237.0,5467655.0,5547572.0,
5,886,16,sutil,10,10,11,+1 Lap,90755,172310,252913,333131,414245,502192,583909,666315,764450,847799,930539,1012244,1093117,1174009,1255304,1336041,1416581,1497608,1578830,1659654,1740341,1820809,1901592,1982318,2062526,2142844,2222874,2302741,2382758,2463367,2543480,2623451,2703204,2782879,2862549,2942471,3036139,3118051,3196984,3275444,3354411,3433338,3512404,3591253.0,3670199.0,3749354.0,3829337.0,3908521.0,3987474.0,4066548.0,4145614.0,4224173.0,4302962.0,4382262.0,4461300.0,4539685.0,4618089.0,4697857.0,4776035.0,4853790.0,4938614.0,5017971.0,5096076.0,5174131.0,5252153.0,5330930.0,5408710.0,5486404.0,5564121.0,
14,886,817,ricciardo,5,15,12,+2 Laps,91069,172844,253467,333724,415370,499193,581347,664032,746931,830264,914104,1011599,1098607,1181463,1263620,1345065,1426169,1507244,1588359,1669193,1750170,1831111,1912258,1993319,2073908,2155194,2236037,2316916,2397731,2479685,2560720,2641683,2722601,2803483,2884024,2964475,3044998,3125220,3221670,3304390,3384232,3463578,3542679,3621665.0,3700836.0,3780418.0,3860697.0,3940052.0,4020184.0,4100158.0,4180359.0,4259810.0,4340824.0,4420564.0,4500288.0,4580103.0,4659432.0,4738936.0,4818706.0,4898412.0,4978720.0,5060225.0,5139502.0,5219775.0,5299439.0,5378817.0,5457355.0,5535612.0,,
3,886,8,raikkonen,208,9,11,+1 Lap,91259,173187,253844,334118,415559,499549,581528,664476,747256,830997,914169,996670,1078185,1159725,1241013,1321834,1402499,1483063,1563963,1645074,1726484,1826032,1908731,1989444,2069710,2150301,2231506,2311766,2391831,2472619,2553541,2634211,2718042,2798920,2879411,2959026,3038640,3118917,3198600,3277946,3357040,3436455,3517303,3596282.0,3675116.0,3754338.0,3833791.0,3913657.0,3992189.0,4070443.0,4149076.0,4227880.0,4306408.0,4384936.0,4463265.0,4543274.0,4622030.0,4700133.0,4778153.0,4856033.0,4933799.0,5011826.0,5089691.0,5167786.0,5247304.0,5325877.0,5403670.0,5482553.0,5561642.0,
