,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
9,1004.0,822.0,bottas,2.0,1.0,Finished,100335.0,200444.0,300293.0,400234.0,500243.0,599760.0,699684.0,799646.0,900062.0,1000147.0,1100414.0,1205177.0,1323957.0,1424190.0,1523588.0,1623334.0,1722190.0,1820725.0,1919373.0,2018162.0,2116726.0,2216017.0,2315282.0,2413920.0,2515643.0,2614550.0,2713189.0,2811756.0,2910373.0,3009387.0,3107805.0,3206062.0,3304207.0,3402251.0,3500215.0,3598036.0,3695586.0,3792950.0,3890328.0,3987717.0,4085449.0,4183642.0,4281207.0,4378031.0,4474741.0,4571800.0,4668093.0,4765296.0,4861458.0,4957319.0,5053206.0,5151038.0,5247726.0
1,1004.0,1.0,hamilton,1.0,1.0,Finished,101711.0,201843.0,301759.0,401529.0,501655.0,601399.0,701055.0,800884.0,901110.0,1001459.0,1101751.0,1201763.0,1301316.0,1405933.0,1525594.0,1625210.0,1723854.0,1822391.0,1921217.0,2019627.0,2118057.0,2216734.0,2316300.0,2415407.0,2514094.0,2612825.0,2711295.0,2809242.0,2907678.0,3007038.0,3105430.0,3203877.0,3301865.0,3400284.0,3498323.0,3596014.0,3693409.0,3790725.0,3888013.0,3985371.0,4083128.0,4182187.0,4279656.0,4376320.0,4472505.0,4569574.0,4666339.0,4762760.0,4858897.0,4954813.0,5050880.0,5148778.0,5245181.0
4,1004.0,20.0,vettel,3.0,1.0,Finished,102879.0,203196.0,303315.0,403437.0,503533.0,603538.0,703573.0,803119.0,903026.0,1003375.0,1103483.0,1203510.0,1307839.0,1425601.0,1524954.0,1626397.0,1725529.0,1824685.0,1923114.0,2021837.0,2120312.0,2219119.0,2317678.0,2416714.0,2516643.0,2615495.0,2714281.0,2813573.0,2911985.0,3010431.0,3109802.0,3207552.0,3305945.0,3404352.0,3502347.0,3600338.0,3697970.0,3795390.0,3892506.0,3989795.0,4087253.0,4184874.0,4282224.0,4379754.0,4476442.0,4573426.0,4669893.0,4766524.0,4864449.0,4960439.0,5057325.0,5154085.0,5252668.0
3,1004.0,8.0,raikkonen,4.0,1.0,Finished,104094.0,205066.0,305423.0,405633.0,505877.0,606025.0,706034.0,806280.0,906532.0,1006775.0,1107464.0,1207942.0,1308701.0,1409343.0,1509763.0,1610043.0,1710204.0,1815010.0,1933161.0,2031200.0,2129688.0,2227713.0,2326249.0,2425521.0,2525005.0,2623854.0,2722183.0,2819953.0,2918565.0,3017379.0,3116018.0,3214433.0,3313122.0,3411099.0,3508654.0,3606253.0,3703795.0,3801269.0,3898541.0,3996322.0,4093479.0,4190424.0,4288534.0,4386085.0,4483246.0,4580063.0,4676674.0,4773617.0,4870963.0,4968040.0,5065471.0,5163053.0,5261724.0
10,1004.0,825.0,kevin_magnussen,8.0,11.0,+1 Lap,105923.0,210175.0,311833.0,414016.0,516556.0,620584.0,723374.0,826444.0,933970.0,1053899.0,1155540.0,1256407.0,1357812.0,1459535.0,1561655.0,1663893.0,1765998.0,1867175.0,1969317.0,2070618.0,2171617.0,2272464.0,2373334.0,2474136.0,2574746.0,2674964.0,2775295.0,2875326.0,2975542.0,3075577.0,3175566.0,3275348.0,3375250.0,3474898.0,3574517.0,3674033.0,3773574.0,3872947.0,3971908.0,4070903.0,4169729.0,4268906.0,4367707.0,4466522.0,4565148.0,4663880.0,4764508.0,4865992.0,4964381.0,5062578.0,5160766.0,5258781.0,
19,1004.0,844.0,leclerc,7.0,1.0,Finished,106649.0,208859.0,310704.0,412481.0,513983.0,616536.0,719325.0,822512.0,924716.0,1030376.0,1151640.0,1252298.0,1353527.0,1455185.0,1556494.0,1657530.0,1758358.0,1859105.0,1960044.0,2060671.0,2161116.0,2261336.0,2361697.0,2461855.0,2562619.0,2663120.0,2763298.0,2863894.0,2963943.0,3063771.0,3164332.0,3264105.0,3363467.0,3462940.0,3562177.0,3661498.0,3760621.0,3859580.0,3958503.0,4057211.0,4156246.0,4255284.0,4354246.0,4453117.0,4551581.0,4650203.0,4748698.0,4847960.0,4947071.0,5045910.0,5144433.0,5242540.0,5343571.0
15,1004.0,839.0,ocon,9.0,11.0,+1 Lap,107304.0,211232.0,313411.0,415869.0,518935.0,621464.0,724358.0,827190.0,930480.0,1035296.0,1157056.0,1257832.0,1359226.0,1460870.0,1562911.0,1664909.0,1767023.0,1868516.0,1970333.0,2071679.0,2172727.0,2273733.0,2374400.0,2475303.0,2576585.0,2678817.0,2778656.0,2878606.0,2978485.0,3078394.0,3178241.0,3278114.0,3377882.0,3477669.0,3577213.0,3676866.0,3775978.0,3874827.0,3973735.0,4072556.0,4171268.0,4270036.0,4369280.0,4468058.0,4566987.0,4665480.0,4768005.0,4867061.0,4965806.0,5064305.0,5164423.0,5262789.0,
7,1004.0,815.0,perez,10.0,11.0,+1 Lap,107890.0,212036.0,314398.0,417892.0,520444.0,623101.0,726088.0,828788.0,931500.0,1033009.0,1134152.0,1239491.0,1361008.0,1462227.0,1563876.0,1666299.0,1767981.0,1869779.0,1971180.0,2072833.0,2174000.0,2275076.0,2375738.0,2476584.0,2577327.0,2677040.0,2776923.0,2876639.0,2976850.0,3076952.0,3176860.0,3276838.0,3376710.0,3476347.0,3576193.0,3675635.0,3777592.0,3877262.0,3976470.0,4075561.0,4174432.0,4273061.0,4371688.0,4470068.0,4570760.0,4673150.0,4771450.0,4871698.0,4970432.0,5069530.0,5168060.0,5266872.0,
5,1004.0,154.0,grosjean,11.0,11.0,+1 Lap,108369.0,212983.0,316895.0,419554.0,522443.0,625220.0,729091.0,841527.0,963827.0,1066042.0,1167883.0,1269015.0,1370228.0,1471835.0,1572898.0,1674295.0,1774980.0,1875915.0,1976905.0,2077958.0,2179602.0,2280767.0,2382422.0,2484206.0,2585885.0,2686853.0,2787065.0,2887150.0,2987237.0,3087310.0,3187219.0,3286746.0,3386408.0,3485776.0,3585232.0,3684516.0,3784347.0,3883601.0,3983131.0,4088548.0,4187888.0,4289286.0,4388773.0,4488148.0,4587689.0,4685933.0,4785079.0,4884816.0,4986088.0,5085021.0,5184169.0,5282523.0,
11,1004.0,828.0,ericsson,13.0,11.0,+1 Lap,109037.0,213555.0,317493.0,420156.0,523195.0,625848.0,729612.0,833077.0,937825.0,1042098.0,1148807.0,1269922.0,1371505.0,1472736.0,1573862.0,1675166.0,1775943.0,1876994.0,1978507.0,2079627.0,2181095.0,2282122.0,2383553.0,2484857.0,2586903.0,2687861.0,2788284.0,2889204.0,2989622.0,3089595.0,3189332.0,3289088.0,3388703.0,3488357.0,3588055.0,3687280.0,3791274.0,3910784.0,4008715.0,4107136.0,4205493.0,4304406.0,4404402.0,4504623.0,4605813.0,4706408.0,4807215.0,4907260.0,5007178.0,5106574.0,5205513.0,5304468.0,
13,1004.0,832.0,sainz,17.0,12.0,+2 Laps,110022.0,214826.0,318348.0,421446.0,526112.0,630815.0,734094.0,837615.0,940852.0,1043916.0,1146701.0,1249625.0,1352646.0,1457420.0,1560413.0,1662927.0,1765240.0,1871456.0,1973798.0,2076077.0,2177957.0,2279824.0,2381512.0,2483578.0,2588365.0,2690354.0,2792227.0,2893655.0,2994975.0,3096450.0,3197576.0,3303416.0,3426944.0,3528466.0,3628197.0,3728706.0,3829609.0,3930906.0,4032894.0,4135676.0,4237940.0,4339437.0,4442232.0,4542859.0,4643373.0,4743915.0,4844580.0,4945137.0,5047788.0,5150039.0,5255268.0,,
6,1004.0,807.0,hulkenberg,12.0,11.0,+1 Lap,110656.0,215439.0,319027.0,423112.0,526682.0,628771.0,731612.0,835811.0,938360.0,1040005.0,1141541.0,1242998.0,1344528.0,1445839.0,1547084.0,1647964.0,1748791.0,1849675.0,1950484.0,2050900.0,2151326.0,2251467.0,2352160.0,2453002.0,2553198.0,2653913.0,2754708.0,2855267.0,2956086.0,3056499.0,3156955.0,3256988.0,3357210.0,3457251.0,3562129.0,3682523.0,3782046.0,3881432.0,3980889.0,4080950.0,4186690.0,4286514.0,4387518.0,4486916.0,4586890.0,4688389.0,4787676.0,4889125.0,4988488.0,5088446.0,5187638.0,5286746.0,
12,1004.0,830.0,max_verstappen,5.0,1.0,Finished,111135.0,213960.0,315673.0,416829.0,517624.0,618641.0,719801.0,819399.0,919783.0,1019793.0,1119539.0,1219447.0,1319209.0,1418716.0,1518434.0,1618016.0,1717431.0,1816579.0,1915874.0,2015213.0,2114387.0,2213872.0,2313305.0,2412062.0,2510947.0,2609592.0,2707971.0,2806377.0,2905444.0,3004154.0,3102640.0,3200859.0,3299274.0,3397149.0,3494969.0,3592871.0,3690509.0,3788070.0,3885887.0,3984070.0,4082205.0,4180166.0,4282531.0,4400272.0,4496555.0,4594480.0,4691695.0,4788892.0,4886252.0,4983486.0,5080604.0,5177951.0,5276197.0
16,1004.0,840.0,stroll,15.0,11.0,+1 Lap,112244.0,216567.0,321308.0,425813.0,530599.0,636653.0,749428.0,870832.0,972816.0,1075225.0,1177804.0,1280254.0,1382663.0,1485240.0,1587343.0,1689322.0,1791243.0,1892942.0,1995033.0,2096455.0,2197867.0,2299439.0,2400467.0,2501303.0,2602052.0,2703193.0,2803997.0,2904940.0,3008807.0,3112106.0,3212753.0,3314883.0,3415689.0,3516654.0,3617543.0,3718554.0,3818720.0,3920480.0,4020241.0,4120378.0,4220640.0,4320746.0,4420530.0,4519965.0,4620652.0,4721648.0,4822032.0,4922529.0,5023192.0,5123623.0,5223948.0,5324790.0,
20,1004.0,845.0,sirotkin,18.0,12.0,+2 Laps,113321.0,217914.0,323074.0,427321.0,531897.0,637672.0,745948.0,853685.0,960890.0,1072839.0,1196247.0,1298172.0,1400356.0,1502156.0,1604143.0,1705866.0,1807455.0,1909106.0,2010874.0,2112694.0,2218526.0,2322118.0,2424068.0,2526849.0,2628332.0,2729916.0,2833034.0,2933825.0,3034734.0,3135939.0,3236562.0,3337759.0,3439688.0,3540443.0,3641253.0,3741547.0,3841588.0,3942103.0,4042328.0,4142763.0,4243040.0,4344981.0,4444819.0,4545352.0,4645814.0,4746140.0,4847216.0,4948915.0,5049776.0,5152390.0,5256427.0,,
2,1004.0,4.0,alonso,14.0,11.0,+1 Lap,113670.0,219364.0,323926.0,428295.0,537551.0,659641.0,761460.0,863993.0,966304.0,1068859.0,1170873.0,1273203.0,1375351.0,1477436.0,1579359.0,1681310.0,1783268.0,1885245.0,1987505.0,2089329.0,2191192.0,2293273.0,2395031.0,2496876.0,2598229.0,2699453.0,2800837.0,2902255.0,3004988.0,3109090.0,3210884.0,3311894.0,3414120.0,3514979.0,3616402.0,3716932.0,3817146.0,3917633.0,4017486.0,4118114.0,4218492.0,4319059.0,4418972.0,4518562.0,4619226.0,4720446.0,4820916.0,4921285.0,5021649.0,5122349.0,5222743.0,5323855.0,
14,1004.0,838.0,vandoorne,16.0,12.0,+2 Laps,114333.0,220218.0,324711.0,429370.0,533990.0,638515.0,743756.0,850148.0,955576.0,1060847.0,1170451.0,1293370.0,1395561.0,1497955.0,1600391.0,1702159.0,1804055.0,1906061.0,2008139.0,2110252.0,2212220.0,2319616.0,2421438.0,2523198.0,2626347.0,2727546.0,2828720.0,2930346.0,3032703.0,3133807.0,3234513.0,3335667.0,3436568.0,3537158.0,3637733.0,3738537.0,3839223.0,3939744.0,4040189.0,4140304.0,4240226.0,4340794.0,4443142.0,4543900.0,4644391.0,4744797.0,4845463.0,4946278.0,5048557.0,5150602.0,5251151.0,,
8,1004.0,817.0,ricciardo,6.0,1.0,Finished,114891.0,218364.0,319662.0,422176.0,524770.0,626875.0,730002.0,833589.0,934573.0,1035346.0,1135968.0,1236496.0,1337011.0,1437157.0,1537055.0,1636987.0,1736815.0,1836538.0,1936410.0,2035920.0,2135364.0,2234679.0,2334057.0,2433372.0,2532727.0,2631961.0,2731520.0,2831060.0,2931132.0,3029575.0,3128566.0,3227401.0,3326301.0,3425945.0,3524740.0,3623206.0,3721416.0,3820126.0,3923626.0,4049773.0,4146118.0,4244009.0,4341709.0,4439721.0,4536956.0,4634640.0,4731941.0,4831038.0,4930374.0,5028980.0,5127319.0,5226237.0,5325632.0
18,1004.0,843.0,brendon_hartley,20.0,23.0,Brakes,115199.0,221051.0,329345.0,501813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1004.0,842.0,gasly,19.0,23.0,Brakes,115680.0,221563.0,325634.0,461116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
