,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,1004.0,822.0,bottas,2.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.0,22641.0,18257.0,13825.0,13291.0,11986.0,5715.0,3499.0,2949.0,2339.0,2145.0,1977.0,1858.0,4696.0,4958.0,5218.0,5379.0,4929.0,5233.0,5165.0,5203.0,4933.0,5102.0,5246.0,5165.0,5077.0,4880.0,4441.0,3647.0,3244.0,3476.0,1551.0,1711.0,2236.0,2226.0,1754.0,2536.0,2561.0,2506.0,2326.0,2260.0,2545.0
1,1004.0,1.0,hamilton,1.0,1.0,Finished,1376.0,1399.0,1466.0,1295.0,1412.0,1639.0,1371.0,1238.0,1048.0,1312.0,1337.0,0.0,0.0,0.0,15831.0,15167.0,13650.0,7381.0,5343.0,4414.0,3670.0,2862.0,2995.0,3345.0,3147.0,3233.0,3324.0,2865.0,2234.0,2884.0,2790.0,3018.0,2591.0,3135.0,3354.0,3143.0,2900.0,2655.0,2126.0,1301.0,923.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1004.0,20.0,vettel,3.0,1.0,Finished,2544.0,2752.0,3022.0,3203.0,3290.0,3778.0,3889.0,3473.0,2964.0,3228.0,3069.0,1747.0,6523.0,19668.0,15191.0,16354.0,15325.0,9675.0,7240.0,6624.0,5925.0,5247.0,4373.0,4652.0,5696.0,5903.0,6310.0,7196.0,6541.0,6277.0,7162.0,6693.0,6671.0,7203.0,7378.0,7467.0,7461.0,7320.0,6619.0,5725.0,5048.0,4708.0,2568.0,3434.0,3937.0,3852.0,3554.0,3764.0,5552.0,5626.0,6445.0,5307.0,7487.0
3,1004.0,8.0,raikkonen,4.0,1.0,Finished,3759.0,4622.0,5130.0,5399.0,5634.0,6265.0,6350.0,6634.0,6470.0,6628.0,7050.0,6179.0,7385.0,3410.0,0.0,0.0,0.0,0.0,17287.0,15987.0,15301.0,13841.0,12944.0,13459.0,14058.0,14262.0,14212.0,13576.0,13121.0,13225.0,13378.0,13574.0,13848.0,13950.0,13685.0,13382.0,13286.0,13199.0,12654.0,12252.0,11274.0,10258.0,8878.0,9765.0,10741.0,10489.0,10335.0,10857.0,12066.0,13227.0,14591.0,14275.0,16543.0
4,1004.0,825.0,kevin_magnussen,8.0,11.0,+1 Lap,5588.0,9731.0,11540.0,13782.0,16313.0,20824.0,23690.0,26798.0,33908.0,53752.0,55126.0,54644.0,56496.0,53602.0,51892.0,53850.0,55794.0,52165.0,53443.0,55405.0,57230.0,58592.0,60029.0,62074.0,63799.0,65372.0,67324.0,68949.0,70098.0,71423.0,72926.0,74489.0,75976.0,77749.0,79548.0,81162.0,83065.0,84877.0,86021.0,86833.0,87524.0,88740.0,88051.0,90202.0,92643.0,94306.0,98169.0,103232.0,105484.0,107765.0,109886.0,110003.0,
5,1004.0,844.0,leclerc,7.0,1.0,Finished,6314.0,8415.0,10411.0,12247.0,13740.0,16776.0,19641.0,22866.0,24654.0,30229.0,51226.0,50535.0,52211.0,49252.0,46731.0,47487.0,48154.0,44095.0,44170.0,45458.0,46729.0,47464.0,48392.0,49793.0,51672.0,53528.0,55327.0,57517.0,58499.0,59617.0,61692.0,63246.0,64193.0,65791.0,67208.0,68627.0,70112.0,71510.0,72616.0,73141.0,74041.0,75118.0,74590.0,76797.0,79076.0,80629.0,82359.0,85200.0,88174.0,91097.0,93553.0,93762.0,98390.0
6,1004.0,839.0,ocon,9.0,11.0,+1 Lap,6969.0,10788.0,13118.0,15635.0,18692.0,21704.0,24674.0,27544.0,30418.0,35149.0,56642.0,56069.0,57910.0,54937.0,53148.0,54866.0,56819.0,53506.0,54459.0,56466.0,58340.0,59861.0,61095.0,63241.0,65638.0,69225.0,70685.0,72229.0,73041.0,74240.0,75601.0,77255.0,78608.0,80520.0,82244.0,83995.0,85469.0,86757.0,87848.0,88486.0,89063.0,89870.0,89624.0,91738.0,94482.0,95906.0,101666.0,104301.0,106909.0,109492.0,113543.0,114011.0,
7,1004.0,815.0,perez,10.0,11.0,+1 Lap,7555.0,11592.0,14105.0,17658.0,20201.0,23341.0,26404.0,29142.0,31438.0,32862.0,33738.0,37728.0,59692.0,56294.0,54113.0,56256.0,57777.0,54769.0,55306.0,57620.0,59613.0,61204.0,62433.0,64522.0,66380.0,67448.0,68952.0,70262.0,71406.0,72798.0,74220.0,75979.0,77436.0,79198.0,81224.0,82764.0,87083.0,89192.0,90583.0,91491.0,92227.0,92895.0,92032.0,93748.0,98255.0,103576.0,105111.0,108938.0,111535.0,114717.0,117180.0,118094.0,
8,1004.0,154.0,grosjean,11.0,11.0,+1 Lap,8034.0,12539.0,16602.0,19320.0,22200.0,25460.0,29407.0,41881.0,63765.0,65895.0,67469.0,67252.0,68912.0,65902.0,63135.0,64252.0,64776.0,60905.0,61031.0,62745.0,65215.0,66895.0,69117.0,72144.0,74938.0,77261.0,79094.0,80773.0,81793.0,83156.0,84579.0,85887.0,87134.0,88627.0,90263.0,91645.0,93838.0,95531.0,97244.0,104478.0,105683.0,109120.0,109117.0,111828.0,115184.0,116359.0,118740.0,122056.0,127191.0,130208.0,133289.0,133745.0,
9,1004.0,828.0,ericsson,13.0,11.0,+1 Lap,8702.0,13111.0,17200.0,19922.0,22952.0,26088.0,29928.0,33431.0,37763.0,41951.0,48393.0,68159.0,70189.0,66803.0,64099.0,65123.0,65739.0,61984.0,62633.0,64414.0,66708.0,68250.0,70248.0,72795.0,75956.0,78269.0,80313.0,82827.0,84178.0,85441.0,86692.0,88229.0,89429.0,91208.0,93086.0,94409.0,100765.0,122714.0,122828.0,123066.0,123288.0,124240.0,124746.0,128303.0,133308.0,136834.0,140876.0,144500.0,148281.0,151761.0,154633.0,155690.0,
10,1004.0,832.0,sainz,17.0,12.0,+2 Laps,9687.0,14382.0,18055.0,21212.0,25869.0,31055.0,34410.0,37969.0,40790.0,43769.0,46287.0,47862.0,51330.0,51487.0,50650.0,52884.0,55036.0,56446.0,57924.0,60864.0,63570.0,65952.0,68207.0,71516.0,77418.0,80762.0,84256.0,87278.0,89531.0,92296.0,94936.0,102557.0,127670.0,131317.0,133228.0,135835.0,139100.0,142836.0,147007.0,151606.0,155735.0,159271.0,162576.0,166539.0,170868.0,174341.0,178241.0,182377.0,188891.0,195226.0,204388.0,,
11,1004.0,807.0,hulkenberg,12.0,11.0,+1 Lap,10321.0,14995.0,18734.0,22878.0,26439.0,29011.0,31928.0,36165.0,38298.0,39858.0,41127.0,41235.0,43212.0,39906.0,37321.0,37921.0,38587.0,34665.0,34610.0,35687.0,36939.0,37595.0,38855.0,40940.0,42251.0,44321.0,46737.0,48890.0,50642.0,52345.0,54315.0,56129.0,57936.0,60102.0,67160.0,89652.0,91537.0,93362.0,95002.0,96880.0,104485.0,106348.0,107862.0,110596.0,114385.0,118815.0,121337.0,126365.0,129591.0,133633.0,136758.0,137968.0,
12,1004.0,830.0,max_verstappen,5.0,1.0,Finished,10800.0,13516.0,15380.0,16595.0,17381.0,18881.0,20117.0,19753.0,19721.0,19646.0,19125.0,17684.0,17893.0,12783.0,8671.0,7973.0,7227.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.0,23952.0,24050.0,24906.0,25356.0,26132.0,27355.0,28673.0,29724.0,29173.0,31016.0
13,1004.0,840.0,stroll,15.0,11.0,+1 Lap,11909.0,16123.0,21015.0,25579.0,30356.0,36893.0,49744.0,71186.0,72754.0,75078.0,77390.0,78491.0,81347.0,79307.0,77580.0,79279.0,81039.0,77932.0,79159.0,81242.0,83480.0,85567.0,87162.0,89241.0,91105.0,93601.0,96026.0,98563.0,103363.0,107952.0,110113.0,114024.0,116415.0,119505.0,122574.0,125683.0,128211.0,132410.0,134354.0,136308.0,138435.0,140580.0,140874.0,143645.0,148147.0,152074.0,155693.0,159769.0,164295.0,168810.0,173068.0,176012.0,
14,1004.0,845.0,sirotkin,18.0,12.0,+2 Laps,12986.0,17470.0,22781.0,27087.0,31654.0,37912.0,46264.0,54039.0,60828.0,72692.0,95833.0,96409.0,99040.0,96223.0,94380.0,95823.0,97251.0,94096.0,95000.0,97481.0,104139.0,108246.0,110763.0,114787.0,117385.0,120324.0,125063.0,127448.0,129290.0,131785.0,133922.0,136900.0,140414.0,143294.0,146284.0,148676.0,151079.0,154033.0,156441.0,158693.0,160835.0,164815.0,165163.0,169032.0,173309.0,176566.0,180877.0,186155.0,190879.0,197577.0,205547.0,,
