,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1,80,4,alonso,4,1,1,Finished,78941,155997.0,232778.0,309329.0,385831.0,462565.0,539354.0,616103.0,692734.0,769641.0,846240.0,922823.0,999654.0,1076837.0,1153808.0,1230632.0,1307374.0,1383958.0,1460560.0,1538071.0,1635120.0,1712717.0,1790421.0,1868162.0,1945968.0,2023305.0,2100663.0,2178202.0,2255854.0,2333615.0,2411096.0,2488287.0,2566310.0,2644579.0,2721835.0,2799047.0,2876016.0,2953033.0,3029989.0,3107527.0,3186706.0,3283425.0,3361540.0,3438967.0,3516590.0,3594281.0,3671834.0,3749673.0,3829162.0,3906965.0,3984804.0,4062548.0,4140027.0,4217260.0,4294554.0,4371931.0,4448872.0,4527005.0,4621116.0,4699069.0,4777219.0,4856063.0,4933909.0,5011834.0,5089524.0,5167124.0,5244902.0,5322686.0,5401428.0,5482233.0
6,80,15,trulli,7,5,11,+1 Lap,80415,158825.0,236958.0,314876.0,392924.0,471016.0,549097.0,627448.0,705642.0,783824.0,862022.0,940236.0,1018562.0,1096751.0,1175145.0,1253624.0,1332071.0,1411055.0,1511231.0,1591194.0,1671027.0,1750867.0,1830184.0,1909728.0,1988894.0,2068133.0,2147630.0,2226940.0,2305924.0,2385072.0,2464180.0,2543143.0,2621955.0,2701783.0,2780719.0,2859406.0,2938167.0,3016773.0,3095678.0,3174908.0,3253420.0,3331949.0,3410580.0,3489423.0,3568559.0,3667548.0,3747755.0,3827773.0,3909061.0,3988623.0,4068491.0,4147834.0,4227064.0,4306773.0,4385799.0,4464712.0,4544426.0,4623610.0,4702897.0,4781908.0,4861052.0,4940580.0,5019297.0,5097740.0,5176206.0,5254324.0,5332116.0,5411262.0,5490412.0,
13,80,30,michael_schumacher,6,3,1,Finished,81134,159787.0,237908.0,315780.0,393712.0,471621.0,549656.0,627922.0,706353.0,784483.0,862644.0,940790.0,1019192.0,1097457.0,1175865.0,1254207.0,1332617.0,1411882.0,1507325.0,1585613.0,1663506.0,1741220.0,1819085.0,1897531.0,1976170.0,2054126.0,2132453.0,2210894.0,2289563.0,2367985.0,2446099.0,2524435.0,2602786.0,2681565.0,2776898.0,2855059.0,2933143.0,3011965.0,3090271.0,3168474.0,3247035.0,3325832.0,3404202.0,3482365.0,3560447.0,3640414.0,3719264.0,3797341.0,3875427.0,3953546.0,4033254.0,4130861.0,4209985.0,4288928.0,4367610.0,4446400.0,4524930.0,4603568.0,4684892.0,4764109.0,4843354.0,4923084.0,5002347.0,5081785.0,5160563.0,5239473.0,5318460.0,5396625.0,5474850.0,5564147.0
10,80,22,barrichello,6,9,11,+1 Lap,82142,160781.0,239237.0,317197.0,395190.0,473387.0,551404.0,629520.0,707773.0,786046.0,864223.0,942371.0,1020628.0,1099329.0,1177674.0,1255936.0,1334583.0,1432385.0,1512055.0,1591853.0,1671769.0,1752898.0,1832402.0,1911819.0,1991018.0,2070602.0,2150021.0,2229398.0,2308821.0,2387443.0,2466306.0,2545013.0,2623672.0,2703007.0,2781991.0,2860628.0,2939337.0,3017797.0,3096938.0,3193848.0,3272901.0,3351998.0,3430785.0,3509470.0,3588801.0,3668345.0,3748428.0,3829938.0,3909740.0,3989484.0,4069284.0,4148666.0,4228158.0,4308113.0,4406316.0,4486679.0,4566809.0,4646332.0,4725622.0,4805686.0,4885605.0,4965425.0,5044537.0,5123475.0,5202402.0,5281900.0,5361954.0,5441324.0,5520392.0,
3,80,11,sato,16,11,11,+1 Lap,82912,161582.0,239920.0,318153.0,396385.0,474742.0,552769.0,630698.0,708823.0,787095.0,865148.0,943093.0,1021445.0,1099767.0,1179131.0,1276501.0,1355406.0,1434180.0,1513504.0,1592521.0,1672306.0,1751859.0,1830849.0,1910086.0,1989333.0,2068637.0,2154317.0,2233774.0,2312792.0,2391299.0,2469725.0,2548426.0,2627204.0,2706658.0,2806444.0,2886520.0,2965895.0,3045134.0,3124603.0,3204238.0,3285437.0,3364625.0,3444069.0,3523116.0,3602149.0,3682192.0,3762049.0,3841706.0,3922243.0,4014645.0,4094555.0,4174033.0,4253429.0,4332173.0,4410965.0,4490815.0,4586912.0,4666329.0,4745582.0,4824636.0,4903724.0,4983053.0,5062890.0,5142484.0,5222416.0,5302693.0,5382590.0,5462191.0,5542308.0,
9,80,21,fisichella,4,6,11,+1 Lap,83788,162459.0,240821.0,319296.0,397477.0,475989.0,554160.0,632319.0,710461.0,788714.0,866542.0,944607.0,1022784.0,1100997.0,1179495.0,1257238.0,1334829.0,1412340.0,1490050.0,1595470.0,1674944.0,1754472.0,1834087.0,1913489.0,1992819.0,2072581.0,2151943.0,2231099.0,2310914.0,2390285.0,2468974.0,2547651.0,2626277.0,2705035.0,2783776.0,2862479.0,2941398.0,3019974.0,3098520.0,3176810.0,3255312.0,3333704.0,3412161.0,3491433.0,3586194.0,3664343.0,3742936.0,3820931.0,3898733.0,3976345.0,4054078.0,4132004.0,4210598.0,4289520.0,4368251.0,4447055.0,4525640.0,4604653.0,4713252.0,4791933.0,4870692.0,4948848.0,5027222.0,5106022.0,5185429.0,5264091.0,5342164.0,5420386.0,5499266.0,
14,80,31,montoya,1,16,5,Engine,84267,163362.0,241862.0,320355.0,398583.0,477023.0,555179.0,633541.0,711724.0,790017.0,868036.0,945799.0,1024025.0,1102099.0,1180198.0,1258248.0,1336007.0,1413436.0,1490802.0,1568696.0,1646132.0,1723009.0,1799898.0,1876554.0,1953928.0,2053249.0,2131810.0,2210044.0,2288359.0,2366648.0,2445017.0,2523583.0,2601837.0,2679502.0,2757093.0,2834456.0,2911996.0,2989636.0,3067474.0,3146448.0,3226398.0,3306158.0,3387422.0,3467806.0,3549155.0,3640135.0,,,,,,,,,,,,,,,,,,,,,,,,
8,80,18,button,16,4,11,+1 Lap,84831,164268.0,243089.0,321707.0,399971.0,478405.0,556348.0,634697.0,713200.0,791550.0,869410.0,947592.0,1025685.0,1103838.0,1182305.0,1260016.0,1337661.0,1415069.0,1493423.0,1593718.0,1673393.0,1753514.0,1833320.0,1912783.0,1992273.0,2071815.0,2151203.0,2230446.0,2310391.0,2389332.0,2468155.0,2546901.0,2625410.0,2704298.0,2783089.0,2861844.0,2940563.0,3019117.0,3097571.0,3176087.0,3254503.0,3333021.0,3411441.0,3490193.0,3568668.0,3647156.0,3746015.0,3825543.0,3904869.0,3985210.0,4064912.0,4143910.0,4222766.0,4301687.0,4381042.0,4459722.0,4538205.0,4616745.0,4695989.0,4775557.0,4856618.0,4935842.0,5014639.0,5093551.0,5172307.0,5250927.0,5329614.0,5407823.0,5485973.0,
4,80,13,massa,15,19,9,Hydraulics,85354,164932.0,243937.0,322643.0,400947.0,479307.0,557494.0,635845.0,714398.0,792919.0,870724.0,948918.0,1027051.0,1105082.0,1184103.0,1282640.0,1361472.0,1440314.0,1518927.0,1597959.0,1676540.0,1755896.0,1834742.0,1914294.0,1993458.0,2073280.0,2154018.0,2262420.0,2772713.0,2858875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,80,35,villeneuve,15,8,11,+1 Lap,85947,166819.0,246309.0,324907.0,403526.0,481918.0,560251.0,638802.0,717417.0,796064.0,874548.0,953132.0,1031974.0,1110109.0,1188185.0,1266233.0,1344074.0,1422418.0,1501302.0,1603104.0,1683034.0,1762431.0,1841699.0,1921856.0,2000918.0,2080233.0,2160159.0,2239160.0,2318303.0,2398012.0,2476859.0,2555443.0,2633987.0,2713191.0,2791591.0,2869822.0,2948269.0,3026656.0,3105149.0,3184125.0,3262848.0,3340980.0,3418844.0,3496991.0,3576236.0,3654568.0,3732935.0,3813032.0,3912819.0,4005312.0,4085157.0,4164483.0,4244039.0,4323251.0,4402503.0,4481611.0,4560741.0,4641274.0,4720902.0,4800467.0,4880001.0,4959591.0,5038670.0,5118365.0,5197581.0,5276873.0,5356598.0,5435848.0,5516677.0,
