,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
14,1,18,button,1,1,Finished,95652,186264,276112,365335,454122,542635,630881,719129,807753,896085,984524,1073200,1161765,1250101,1338591,1427344,1515364,1603486.0,1718581.0,1831827.0,1958248.0,2143961.0,2295083.0,2438489.0,2531348.0,2621869.0,2711874.0,2801055.0,2889609.0,2977929.0,3066239.0,3154763.0,3243121.0,3331468.0,3420030.0,3508330.0,3597005.0,3685443.0,3773923.0,3862623.0,3951361.0,4040146.0,4129005.0,4218363.0,4307411.0,4396493.0,4508582.0,4602365.0,4691760.0,4781336.0,4870632.0,4960500.0,5049997.0,5139804.0,5229440.0,5327257.0,5502911.0,5655784.0
15,1,20,vettel,13,4,Collision,99647,190820,280572,369571,458420,546844,635079,723219,811550,900520,989382,1077769,1166029,1254486,1342765,1453755,1549383,1639963.0,1734819.0,1879607.0,1986475.0,2144850.0,2296759.0,2438944.0,2532497.0,2623949.0,2714065.0,2803496.0,2892738.0,2981858.0,3070544.0,3159363.0,3248238.0,3336842.0,3425370.0,3513543.0,3602100.0,3690559.0,3778928.0,3867376.0,3956228.0,4045310.0,4134412.0,4223388.0,4330153.0,4424461.0,4514323.0,4603878.0,4693506.0,4783013.0,4872238.0,4962392.0,5052113.0,5142350.0,5233442.0,5394225.0,,
10,1,13,massa,16,22,Suspension,100201,191843,281965,371497,460909,550629,640763,731681,823964,917714,1029834,1125459,1215932,1305934,1396038,1486883,1577193,1669816.0,1768945.0,1881710.0,1989819.0,2145627.0,2297326.0,2440038.0,2533785.0,2625298.0,2715560.0,2805432.0,2894991.0,2984132.0,3094458.0,3190934.0,3281292.0,3371322.0,3461299.0,3551296.0,3641109.0,3731079.0,3821122.0,3911247.0,4001196.0,4091570.0,4181514.0,4274667.0,4365106.0,,,,,,,,,,,,,
7,1,9,kubica,14,4,Collision,101250,192700,283479,373138,462668,552522,642678,733672,825306,918057,1012575,1124225,1219132,1309426,1399428,1489328,1579269,1671625.0,1770870.0,1883892.0,1991400.0,2146496.0,2298570.0,2440996.0,2535258.0,2626636.0,2717187.0,2806558.0,2896047.0,2985229.0,3074205.0,3162698.0,3250867.0,3338856.0,3427124.0,3515112.0,3603606.0,3692081.0,3798065.0,3893008.0,3982575.0,4072335.0,4161762.0,4250604.0,4339570.0,4428531.0,4517749.0,4607054.0,4696240.0,4785806.0,4875638.0,4964935.0,5054241.0,5143668.0,5233838.0,,,
6,1,8,raikkonen,15,24,Differential,101712,193154,284714,374221,463750,553987,644534,736082,828502,944683,1041780,1133324,1224244,1314733,1404755,1495048,1585773,1679519.0,1783438.0,1886341.0,1992316.0,2147790.0,2299880.0,2441524.0,2536264.0,2627982.0,2718294.0,2807572.0,2897040.0,2986705.0,3075806.0,3164620.0,3253554.0,3342378.0,3430866.0,3519588.0,3608458.0,3697013.0,3803782.0,3900253.0,3990249.0,4079702.0,4208885.0,4304895.0,4393564.0,4483589.0,4573634.0,4662960.0,4753089.0,4843704.0,4935374.0,5030806.0,5125010.0,5222611.0,5339301.0,,,
2,1,3,rosberg,6,1,Finished,102659,194750,285898,375558,465026,554669,644850,736351,828666,918885,1012869,1104853,1193372,1281800,1370353,1490530,1588159,1681307.0,1784876.0,1887331.0,1993036.0,2148735.0,2300729.0,2442263.0,2540774.0,2632110.0,2723554.0,2813993.0,2904321.0,2994353.0,3084175.0,3173525.0,3262677.0,3351736.0,3441030.0,3530908.0,3620709.0,3710446.0,3800194.0,3890306.0,3980932.0,4069889.0,4158617.0,4264929.0,4360223.0,4449391.0,4537897.0,4625603.0,4714406.0,4804683.0,4896215.0,4987615.0,5082056.0,5178217.0,5271386.0,5394503.0,5510595.0,5661506.0
17,1,22,barrichello,2,1,Finished,103773,195660,286790,376860,466795,556464,646106,736802,829097,922205,1013201,1105769,1197185,1288251,1378700,1469250,1560094,1683374.0,1794550.0,1899794.0,1999476.0,2153012.0,2305264.0,2443700.0,2538116.0,2629722.0,2720272.0,2810279.0,2900411.0,2989935.0,3079101.0,3168685.0,3257853.0,3347473.0,3436967.0,3526511.0,3616340.0,3706583.0,3796629.0,3886528.0,3976184.0,4065660.0,4154726.0,4243828.0,4333488.0,4425942.0,4515992.0,4605780.0,4695271.0,4784773.0,4893724.0,4988129.0,5079854.0,5169340.0,5258927.0,5363597.0,5505027.0,5656591.0
4,1,6,nakajima,18,3,Accident,104899,197633,290317,381269,471421,561344,651401,741574,832539,924852,1015656,1106999,1197954,1289106,1379702,1470260,1560978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,12,piquet_jr,17,20,Spun off,106565,200379,293659,385066,477193,569093,660214,751215,842343,933694,1025442,1116280,1207023,1298162,1388868,1479781,1570283,1663095.0,1783418.0,1890019.0,1994182.0,2149764.0,2302306.0,2442374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,67,buemi,7,1,Finished,107250,200871,294209,387274,478623,570012,661167,752214,843049,934301,1026085,1117155,1207890,1298729,1389670,1480575,1571476,1683119.0,1793765.0,1898953.0,1996320.0,2151925.0,2304257.0,2443424.0,2539686.0,2631583.0,2723103.0,2813734.0,2903807.0,2993784.0,3083083.0,3172595.0,3261852.0,3351082.0,3440439.0,3530441.0,3620059.0,3709817.0,3799731.0,3889722.0,3998447.0,4093347.0,4182648.0,4275090.0,4365676.0,4455856.0,4546127.0,4636524.0,4727106.0,4818144.0,4912585.0,5005109.0,5098137.0,5191419.0,5284316.0,5395023.0,5511330.0,5661788.0
