,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,coulthard,1,1,1,1,1,1,2,5,14,15,15,15,15,15,13,13,13,13,13,13,12,12,11,11,11,10,10,9,9,9,9,9,9,9,8,8,7,7,6,5,11,10,9,9,8,8,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,michael_schumacher,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,hakkinen,3,3,3,3,3,3,7,6,5,5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,barrichello,4,4,4,4,4,15,11,9,7,7,8,8,9,9,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,trulli,5,21,21,21,21,21,19,19,18,18,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,button,6,20,20,20,20,18,17,15,12,10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,villeneuve,7,5,5,5,5,4,3,7,6,6,6,7,7,6,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,ralf_schumacher,8,7,7,7,7,6,10,10,8,8,7,6,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,6,14,14,14,12,12,12,11,10,10,10,10,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,frentzen,9,6,6,6,6,5,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,diniz,10,9,9,9,9,8,5,3,3,3,3,5,6,5,5,5,6,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,7,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,8,10,10,10,10,10,10,9,9,8,8,8,8,8,8,0
10,zonta,11,8,8,8,8,7,13,12,11,11,12,12,12,11,10,10,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,wurz,12,12,12,13,13,12,15,18,19,20,20,19,19,19,18,18,18,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,0
12,irvine,13,11,11,11,11,11,14,14,13,13,13,13,13,12,11,11,10,10,9,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,9,9,9,9,8,12,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
13,verstappen,14,10,10,10,10,9,12,11,9,9,9,9,8,7,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,heidfeld,15,13,14,14,18,17,18,17,17,17,17,17,17,18,17,17,16,16,15,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,12,12,12,12,12,11,9,8,12,12,10,10,11,12,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,9,9,9,9,9,9,0
15,salo,16,15,15,15,14,16,16,16,16,16,16,16,16,16,16,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,rosa,17,14,13,12,12,10,6,8,10,12,11,11,11,10,9,9,9,9,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,8,8,8,13,13,12,11,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,alesi,18,16,16,19,19,20,20,20,20,19,19,18,18,17,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,13,13,13,13,13,12,10,9,8,8,7,7,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0
18,fisichella,19,17,18,17,16,19,21,21,21,21,21,20,20,20,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,gene,20,18,17,16,15,13,8,13,15,14,14,14,14,13,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,8,7,7,7,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,0
20,mazzacane,21,19,19,18,17,14,9,4,4,4,4,3,3,14,15,16,17,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,13,13,13,11,11,10,10,14,14,14,14,14,14,14,14,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
