,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,172,41,zonta,16,6,1,Finished,9500,12661,13966,14541,14108,14226,42466,50998,53695,58285,61825,63383,63284.0,63101.0,61403.0,35905.0,33010.0,33621.0,35793.0,37289.0,38527.0,39593.0,41015.0,43666.0,44761.0,45622.0,45874.0,47094.0,47940.0,48966.0,48893.0,49952.0,50896.0,51604.0,52951.0,53497.0,55541.0,57121.0,57967.0,58351.0,58771.0,59589.0,60027.0,60850.0,61742.0,62774.0,63644.0,64555.0,66548.0,67283.0,67790.0,68008.0,68671.0,68876.0,68768.0,69181.0,69078.0,69059.0,68792.0,68339.0,67483.0,67054.0,66623.0,65846.0,64728.0,64215.0,61885.0,61578.0,52021.0,51747.0,52508.0,52414.0,51694.0
11,172,25,wurz,22,10,11,+1 Lap,10201,16382,18852,21191,20412,19691,49430,62803,69122,74486,77862,80001,80205.0,80134.0,79223.0,54543.0,51661.0,51997.0,52560.0,53943.0,55668.0,56422.0,58177.0,59549.0,60596.0,61784.0,62276.0,62853.0,63042.0,63345.0,63538.0,64497.0,65237.0,65654.0,66945.0,96250.0,102312.0,105585.0,107451.0,109202.0,111268.0,113519.0,116113.0,120234.0,124635.0,126769.0,128809.0,131265.0,109191.0,106526.0,107389.0,108079.0,109238.0,109765.0,109900.0,110388.0,110434.0,109902.0,109243.0,108285.0,107218.0,107006.0,106141.0,104756.0,103322.0,102243.0,99153.0,98505.0,88079.0,86449.0,86724.0,85588.0,
12,172,56,irvine,19,7,1,Finished,10272,14392,16673,18247,18009,18393,44331,53032,56661,60292,62451,64136,64559.0,63940.0,62219.0,36145.0,32092.0,32721.0,33531.0,34535.0,37341.0,38477.0,39836.0,41025.0,42386.0,43407.0,43572.0,45136.0,45614.0,46410.0,46567.0,47696.0,48955.0,49489.0,50836.0,51213.0,52192.0,53587.0,54211.0,55001.0,84338.0,91155.0,93660.0,96298.0,99292.0,102442.0,105198.0,108062.0,85374.0,82806.0,84230.0,85168.0,86747.0,88131.0,88948.0,89985.0,90618.0,90910.0,90699.0,90462.0,89535.0,89274.0,88780.0,87989.0,86977.0,86683.0,84556.0,84537.0,74940.0,73789.0,73631.0,72374.0,71115.0
13,172,50,verstappen,21,18,23,Brakes,10324,14081,16607,17591,17331,16538,41643,48345,51174,54144,55763,56605,56195.0,56573.0,55795.0,30085.0,25410.0,25634.0,26015.0,26539.0,27193.0,27782.0,28312.0,29414.0,30525.0,31443.0,31457.0,32027.0,32417.0,33393.0,32925.0,33604.0,34126.0,34400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,172,2,heidfeld,20,9,11,+1 Lap,10650,16691,20280,22161,46138,51990,56135,60011,62843,67704,71163,73231,74513.0,75985.0,76237.0,53427.0,49560.0,48778.0,48044.0,47957.0,48460.0,49030.0,49536.0,50325.0,51191.0,52277.0,52635.0,53408.0,53701.0,54782.0,54696.0,55896.0,57443.0,58401.0,60651.0,61798.0,63623.0,65383.0,66494.0,66922.0,67981.0,69040.0,96812.0,102120.0,104408.0,107333.0,111930.0,115901.0,92858.0,90782.0,92863.0,94523.0,96087.0,97032.0,97585.0,98582.0,98876.0,99192.0,99248.0,98814.0,98069.0,98186.0,97874.0,96958.0,96556.0,96368.0,95516.0,95452.0,85898.0,85270.0,85023.0,84165.0,
15,172,63,salo,15,20,20,Spun off,11374,17557,21402,24401,24317,47745,54514,59155,61893,66857,70736,72759,73923.0,75563.0,75963.0,50646.0,47216.0,47420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,172,37,rosa,21,16,6,Gearbox,11641,16817,19079,18986,18288,17517,17783,41485,53284,58480,60467,61666,61563.0,61721.0,60540.0,34806.0,30495.0,32183.0,34490.0,35879.0,37112.0,37879.0,38716.0,40445.0,41402.0,42181.0,41699.0,42368.0,43025.0,44242.0,43847.0,44607.0,45742.0,46316.0,47652.0,47716.0,48976.0,50244.0,51547.0,82688.0,90245.0,92527.0,94763.0,97503.0,109432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,172,55,alesi,20,13,5,Engine,12011,17940,21542,48118,54721,59299,64010,67720,69717,72243,73783,75021,74550.0,75615.0,75551.0,48407.0,43458.0,43186.0,43252.0,43565.0,44620.0,45399.0,46535.0,48132.0,49981.0,51420.0,53892.0,55887.0,56684.0,58032.0,58705.0,60351.0,62305.0,63307.0,65136.0,66217.0,67217.0,69086.0,70505.0,71159.0,71765.0,72774.0,73558.0,74275.0,77367.0,78503.0,106145.0,112941.0,90133.0,88020.0,89727.0,91570.0,93381.0,94311.0,95424.0,96544.0,97086.0,97310.0,97399.0,97049.0,96390.0,96610.0,96264.0,95395.0,,,,,,,,,
18,172,21,fisichella,22,17,5,Engine,13362,19118,23602,26245,26694,59157,68690,103100,113103,116945,119161,121094,121597.0,121791.0,121418.0,98286.0,94629.0,95665.0,96720.0,97878.0,100011.0,103235.0,104873.0,106271.0,107087.0,108140.0,109863.0,110762.0,114542.0,115505.0,115547.0,116720.0,118280.0,134967.0,136145.0,136474.0,137389.0,138792.0,139815.0,140463.0,141254.0,141929.0,142220.0,143747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,172,48,gene,18,12,11,+1 Lap,13421,19389,22970,25256,25327,25019,26269,53028,61260,66201,68518,69791,69526.0,69260.0,67774.0,42071.0,37487.0,38036.0,38874.0,39756.0,42457.0,43380.0,44977.0,46321.0,47523.0,49115.0,49460.0,50645.0,51542.0,52322.0,52814.0,54419.0,56523.0,57254.0,60058.0,60764.0,62861.0,64612.0,65598.0,66089.0,67097.0,67809.0,68205.0,69161.0,123590.0,131443.0,137008.0,140666.0,118247.0,116316.0,118015.0,119330.0,121173.0,124486.0,125802.0,127046.0,127510.0,127693.0,127866.0,127237.0,126993.0,128678.0,128730.0,128285.0,127387.0,126877.0,124109.0,123370.0,113661.0,112687.0,112383.0,111495.0,
