,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,172,14,coulthard,1,5,1,Finished,0,0,0,0,0,0,3002,31605,58194,66778,69891,71920,72807.0,72326.0,70329.0,44086.0,38799.0,39105.0,39670.0,39947.0,40205.0,40088.0,40986.0,42276.0,42809.0,43766.0,43614.0,43211.0,43419.0,44915.0,44325.0,44892.0,46032.0,46672.0,47875.0,47882.0,47694.0,49253.0,48504.0,47232.0,72554.0,77079.0,77576.0,78917.0,80417.0,81928.0,83334.0,84623.0,60396.0,56574.0,56544.0,57156.0,57773.0,57888.0,58500.0,58598.0,57992.0,57027.0,55993.0,54552.0,52447.0,51696.0,50708.0,49178.0,47312.0,45963.0,42570.0,41265.0,31586.0,30258.0,29928.0,29169.0,28813.0
1,172,30,michael_schumacher,6,1,1,Finished,1200,1719,1794,717,189,172,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,172,57,hakkinen,1,19,5,Engine,2038,3089,3622,3043,1200,1117,24693,33087,36520,38130,38907,41023,43021.0,46029.0,43598.0,16372.0,10992.0,9706.0,8103.0,7226.0,7574.0,6390.0,5528.0,5022.0,4153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,172,22,barrichello,6,2,1,Finished,2784,3910,4558,4350,4439,29338,37557,41996,46050,49656,53261,55290,56210.0,57928.0,57938.0,33845.0,29398.0,31528.0,32597.0,32719.0,33571.0,33690.0,34515.0,35109.0,35841.0,36633.0,36140.0,35826.0,36404.0,37333.0,37019.0,37190.0,37233.0,37221.0,38056.0,37890.0,37719.0,38504.0,38548.0,40920.0,41974.0,42039.0,41283.0,41748.0,42232.0,42892.0,43836.0,44926.0,19754.0,16015.0,14576.0,13421.0,36981.0,40864.0,40642.0,40826.0,40624.0,39975.0,38726.0,37430.0,35193.0,34398.0,33213.0,31589.0,29555.0,29072.0,26623.0,26057.0,15818.0,14242.0,13791.0,12806.0,12118.0
4,172,15,trulli,17,22,4,Collision,3639,55321,59710,59324,58015,59510,61036,63766,67454,70064,72364,121347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,172,18,button,3,21,5,Engine,3983,42097,53334,56494,55900,54242,54862,55837,56472,58178,57995,57676,57284.0,57922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,172,35,villeneuve,16,4,1,Finished,6136,8304,9089,9491,8537,8389,9325,35179,44742,49026,51016,53966,55295.0,56329.0,57629.0,31947.0,29061.0,30004.0,30255.0,30648.0,31923.0,32541.0,33809.0,34348.0,35091.0,35450.0,34582.0,34826.0,35168.0,35848.0,35266.0,35470.0,35712.0,36260.0,37058.0,36909.0,37018.0,37772.0,38042.0,45296.0,45053.0,44858.0,44242.0,44313.0,45361.0,45846.0,46108.0,46630.0,21334.0,16689.0,41273.0,45668.0,46059.0,46023.0,46683.0,46324.0,45822.0,45451.0,44883.0,43742.0,42228.0,41714.0,40637.0,39345.0,41502.0,39929.0,36295.0,34613.0,23961.0,22108.0,21115.0,20035.0,17936.0
7,172,23,ralf_schumacher,3,15,5,Engine,7362,10649,11541,11631,9710,9577,37051,45085,48698,49795,51130,51019,50780.0,49465.0,46775.0,19305.0,12813.0,11563.0,10356.0,9949.0,10542.0,10557.0,10638.0,11186.0,11844.0,12734.0,12467.0,12583.0,12387.0,12795.0,12411.0,13440.0,14472.0,14756.0,15407.0,15784.0,16868.0,18962.0,48351.0,53562.0,54367.0,98330.0,103502.0,104939.0,106668.0,108541.0,112172.0,114403.0,91215.0,89566.0,91197.0,93376.0,128799.0,132796.0,131821.0,132520.0,131928.0,131198.0,,,,,,,,,,,,,,,
8,172,49,frentzen,17,3,1,Finished,7480,9438,10438,10207,9158,8690,10164,11800,12931,14494,15243,16168,16737.0,43467.0,50576.0,25890.0,21240.0,20702.0,20501.0,20991.0,22185.0,23315.0,24579.0,25786.0,27029.0,28183.0,28390.0,29159.0,29660.0,30422.0,30334.0,31670.0,32449.0,33072.0,34182.0,34915.0,35459.0,36710.0,37273.0,37565.0,38422.0,39241.0,39759.0,40763.0,41774.0,42666.0,43493.0,44309.0,19437.0,40271.0,43955.0,43764.0,44663.0,45408.0,45509.0,45589.0,45363.0,44958.0,44410.0,43277.0,41549.0,41155.0,40189.0,39136.0,38346.0,37337.0,34431.0,33472.0,22930.0,21412.0,20741.0,19528.0,17368.0
9,172,64,diniz,15,8,11,+1 Lap,9037,13529,15852,16265,15338,14650,15634,17235,18519,20144,21430,46963,54096.0,55861.0,55189.0,29940.0,27071.0,31485.0,32969.0,34036.0,36244.0,37509.0,37914.0,39815.0,40754.0,41054.0,40896.0,41880.0,42369.0,43164.0,42986.0,44245.0,45234.0,45658.0,46857.0,47147.0,47551.0,49175.0,50992.0,51513.0,51851.0,52013.0,51990.0,52270.0,52613.0,53327.0,56793.0,58871.0,33620.0,54920.0,60358.0,60869.0,61458.0,61596.0,61788.0,64544.0,65277.0,97210.0,102408.0,102381.0,101602.0,100971.0,100283.0,98629.0,97461.0,96694.0,94111.0,93204.0,82446.0,80841.0,79877.0,78354.0,
