,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,966,1,hamilton,131,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15953,15196,12098,2685,3341,3500,3863,4226,4029,4055,4104,3759,3686,3738,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,966,3,rosberg,131,2,1,Finished,1132,672,655,1037,1432,1825,2182,2694,2903,3346,3860,4176,4445,4722,5219,5717,2348,0,0,0,8769,8850,9010,9603,9440,9259,9102,9058,8651,8265,8266,5006,4869,4572,4274,4360,4941,3992,4247,4163,4035,4223,3883,4191,3774,3458,3580,4289,4803,6310,7161,6884,6732,6540,6794,7136,7357,7344,7301,7591,7515,7847,8212,8727,9186,9608,9371,9607,9895,9759.0,8354.0
2,966,830,max_verstappen,9,4,1,Finished,1922,1286,1127,1708,2060,2533,3174,3606,3935,5019,6107,10356,28786,29765,29952,30183,26630,24229,24535,22363,12596,12774,12648,12740,12687,12337,11932,11849,11187,10876,10310,6741,6302,6039,5815,5897,6067,5553,5511,5627,5405,5168,5485,5970,5616,4894,4732,5385,5423,9020,9304,9287,9294,9244,9687,10019,9989,10364,10504,10851,10941,11388,11692,12372,13243,13534,13761,14657,15672,16525.0,16323.0
3,966,807,hulkenberg,10,7,1,Finished,2432,2266,1601,2456,3232,3880,4615,5256,5737,6732,7663,8925,10191,14857,34537,35532,32813,31039,31655,29280,20249,21284,22236,23150,23961,24690,26151,26916,26892,27083,26939,23871,24384,24994,25578,26191,26790,26533,27315,27589,27807,27853,28696,29413,29209,29219,29253,30230,31811,32319,33249,34586,35712,36465,37271,38260,38794,39245,39882,40580,40961,41938,43023,44292,45411,46367,54468,56135,57707,58421.0,58891.0
4,966,8,raikkonen,6,6,1,Finished,5352,3759,2293,3348,4411,4984,6002,6534,6996,7735,8582,9659,10836,12452,12539,12967,10141,7973,7977,8662,18065,18695,19342,20016,20228,20265,20072,20392,20298,20091,19604,16147,16240,16081,16019,15934,16086,15172,15110,14848,14742,14317,14625,15227,18143,36957,35820,35780,35056,35552,36696,36386,36527,37288,38199,39100,40223,40508,40876,41448,41678,43261,44173,45037,46126,46927,48336,48870,49855,49283.0,49376.0
5,966,817,ricciardo,9,3,1,Finished,6998,15071,8322,11731,15689,18142,19147,21075,22034,22635,23372,25583,25667,26417,26824,27295,24393,22424,23589,21792,11785,13813,14400,14700,14569,14750,14503,14600,14081,13899,13404,10124,10285,10228,10060,10236,10445,9747,10110,10007,10066,10260,10504,11146,10482,10079,9753,10243,10524,15035,33884,32537,30651,30270,29750,28282,27016,25987,25788,24609,22993,21876,21202,20299,19200,18288,16390,16345,16827,19837.0,20858.0
6,966,13,massa,3,9,1,Finished,7431,4564,2931,4554,5837,6846,7788,8888,9583,10704,11888,13387,16011,21385,41892,43874,42522,41836,42853,40946,32032,33166,35688,37630,39419,40264,41031,42093,42594,43193,43652,41000,41881,42855,43773,44964,46115,46487,48103,49394,50111,50487,51324,52474,52965,53366,53640,54664,54949,56448,58194,59100,60532,61265,61983,63226,64068,64745,65661,66722,67287,68138,69098,69860,71013,72279,72920,74367,75453,76098.0,76206.0
7,966,20,vettel,6,5,1,Finished,8369,5185,3492,5328,6656,7633,8390,9575,10269,11302,12453,13853,16659,18907,18964,19196,15832,13236,13135,10138,0,0,0,0,0,0,0,0,0,0,0,0,18645,18344,18099,18318,18221,17151,16981,16503,15909,15685,15716,16344,15999,15563,14573,14815,14191,14605,15172,15182,15379,15761,16416,16366,16006,15585,15346,15267,14486,14369,14295,14154,14305,14572,14375,15271,16333,18398.0,17313.0
8,966,822,bottas,3,8,1,Finished,9697,6044,3891,6432,7885,9010,10101,11070,11921,13503,14854,15897,17593,19636,21417,23014,21187,20393,25431,42028,32847,33669,34407,35364,36051,36638,37051,37546,37885,38191,38284,35346,35993,36655,37356,38600,39511,39464,40374,40847,41300,41803,42483,43672,44153,44550,45194,46366,46757,47927,49078,49389,50404,51125,52018,53043,54025,54590,55484,56176,56523,57469,58209,58999,59906,60996,61764,62732,64014,65084.0,65612.0
9,966,815,perez,10,10,1,Finished,10566,7154,4450,6967,8594,9963,10869,11840,12621,14182,15687,16542,18180,20010,22162,23704,22016,20934,22924,24311,33630,34372,36126,38112,40529,41402,41713,42692,43193,43980,44528,41731,42567,43437,44487,45874,46757,47117,48587,50081,51195,51374,52296,53405,53948,54351,54685,55657,56162,57642,59111,59802,61223,62075,63089,64519,65450,66170,67386,68364,68842,69623,70416,71329,72400,73873,74883,75763,76668,77127.0,76798.0
