,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,max_verstappen,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,kevin_magnussen,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,10,9,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,9,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
5,hulkenberg,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,15,15,13,10,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,grosjean,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,15,13,12,11,11,11,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,9,9,10,11,11,10,10,10,10,10,9,9,8,8,7,6
7,perez,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,7,7,7,6,6,14,13,12,12,12,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
8,sainz,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,17,16,16,15,14,13,13,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,10,10,9,8,10,11,11,11,11,11,11,10,10,10,10,10
9,leclerc,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,19,19,18,17,16,14,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,13,16,16,16,16,16,16,16,14,14,13,13,13,15,15,15,15,15,15,15,15,14,14,0
10,alonso,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,11,9,8,7,7,7,7,7,6,6,7,10,15,15,15,15,15,15,15,14,14,13,13,14,17,17,17,17,17,17,17,17,15,15,14,14,14,13,13,13,13,13,13,13,13,15,0,0
11,ocon,12,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,11,12,11,11,13,19,19,17,15,15,15,14,14,14,14,14,14,14,13,12,12,12,12,11,11,11,11,11,11,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8
12,hamilton,13,12,11,10,10,9,9,8,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,sirotkin,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,13,12,14,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,15,15,15,15,15,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
