,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
3,999,20,vettel,6,18,3,Accident,80821,158763,236672,314449,392618,471065,549551,628072,706634,785240,863885,942462,1020814,1099115,1177340,1255791,1333789,1412166,1491138,1569882,1648575,1727255,1805987,1884636,1967485,2059523,2136959,2214894.0,2293773.0,2371295.0,2449281.0,2527305.0,2605714.0,2684086.0,2762290.0,2840616.0,2918642.0,2996452.0,3073742.0,3151040.0,3228483.0,3306326.0,3384007.0,3462299.0,3541550.0,3622250.0,3701632.0,3780765.0,3861046.0,3944422.0,4033692.0,,,,,,,,,,,,,,,,
8,999,822,bottas,131,2,1,Finished,81972,160327,238580,316819,395041,473842,552713,631530,710492,789062,867470,945943,1024310,1102706,1180798,1259316,1337854,1416729,1495806,1574490,1653017,1731631,1810625,1889646,1968722,2047621,2126911,2210458.0,2304117.0,2381073.0,2458860.0,2536587.0,2613990.0,2691589.0,2769159.0,2846778.0,2925049.0,3003922.0,3081227.0,3158608.0,3235921.0,3313867.0,3391459.0,3469065.0,3547287.0,3629109.0,3709479.0,3789047.0,3868770.0,3950833.0,4042700.0,4144891.0,4290418.0,4416014.0,4545044.0,4674024.0,4790643.0,4868200.0,4944855.0,5021227.0,5097837.0,5173800.0,5250737.0,5326545.0,5402266.0,5478062.0,5554380.0
2,999,8,raikkonen,6,3,1,Finished,83317,161628,240283,318483,396694,475392,554161,633178,711948,790824,869503,948388,1026860,1108601,1201054,1278635,1356014,1433749,1511790,1589894,1667909,1745854,1823979,1902222,1979508,2057144,2135161,2213488.0,2292729.0,2369881.0,2447860.0,2525978.0,2604324.0,2682856.0,2761222.0,2839308.0,2917151.0,2995220.0,3074819.0,3152680.0,3230899.0,3308817.0,3387079.0,3465427.0,3545146.0,3626944.0,3706624.0,3787413.0,3867530.0,3949698.0,4043659.0,4146922.0,4278405.0,4416830.0,4545938.0,4675915.0,4791456.0,4869006.0,4945946.0,5022435.0,5099030.0,5175365.0,5251906.0,5327896.0,5404136.0,5480351.0,5556577.0
11,999,830,max_verstappen,9,4,1,Finished,84084,162900,241575,320041,398471,477310,555852,634974,713809,792713,871395,949962,1028596,1107355,1186018,1264836,1343477,1422391,1501690,1580443,1659350,1738150,1817278,1896041,1974810,2053757,2132715,2212151.0,2295250.0,2388163.0,2465739.0,2543505.0,2620915.0,2698457.0,2775745.0,2853302.0,2930359.0,3007570.0,3085499.0,3163814.0,3241353.0,3318554.0,3396046.0,3473474.0,3552954.0,3638203.0,3735208.0,3825721.0,3923095.0,4011474.0,4104346.0,4221697.0,4339364.0,4428597.0,4546764.0,4676424.0,4792078.0,4869991.0,4947275.0,5024118.0,5101140.0,5177433.0,5253690.0,5329791.0,5405768.0,5481620.0,5557499.0
9,999,825,kevin_magnussen,210,11,1,Finished,85505,165969,246028,325985,405733,485674,565573,645960,726366,806417,886317,966063,1045973,1126843,1206901,1286843,1366745,1446584,1526340,1609519,1703306,1783055,1862818,1942580,2022374,2102279,2182472,2262997.0,2343211.0,2422810.0,2502179.0,2581211.0,2660441.0,2739500.0,2818520.0,2897582.0,2976293.0,3055143.0,3133815.0,3212610.0,3291086.0,3370109.0,3449111.0,3529516.0,3610804.0,3694421.0,3775690.0,3857464.0,3944451.0,4045571.0,4153264.0,4298921.0,4418855.0,4524630.0,4618787.0,4723635.0,4802659.0,4882455.0,4960749.0,5039248.0,5117331.0,5195371.0,5273092.0,5351221.0,5429065.0,5506762.0,5584764.0
5,999,807,hulkenberg,4,5,1,Finished,86342,167084,247406,327417,407596,488005,568284,648649,728907,809083,890129,970130,1049971,1130014,1210015,1290072,1370040,1453488,1547204,1626678,1706684,1786311,1866265,1946551,2026061,2105618,2185265,2265168.0,2344900.0,2424951.0,2504876.0,2583932.0,2663132.0,2742773.0,2821824.0,2900749.0,2979590.0,3058356.0,3137372.0,3216218.0,3294795.0,3373595.0,3452596.0,3532603.0,3613671.0,3695128.0,3776461.0,3858254.0,3943122.0,4036372.0,4135395.0,4269151.0,4386325.0,4482431.0,4575344.0,4685490.0,4792817.0,4872126.0,4950892.0,5029370.0,5107577.0,5185658.0,5263870.0,5341861.0,5419846.0,5497756.0,5576454.0
4,999,154,grosjean,210,6,1,Finished,86939,167853,248314,328438,408685,489060,570615,651981,732630,813320,893585,974014,1054779,1134818,1214982,1295246,1374983,1454936,1534845,1614790,1698048,1793913,1872971,1952047,2031752,2110641,2189989,2270034.0,2348709.0,2428187.0,2507499.0,2586753.0,2666011.0,2744749.0,2823588.0,2902250.0,2981154.0,3060161.0,3138948.0,3217763.0,3296657.0,3375692.0,3454348.0,3534361.0,3615720.0,3697281.0,3778289.0,3860090.0,3945885.0,4041904.0,4152130.0,4285357.0,4415003.0,4522908.0,4616644.0,4716687.0,4798320.0,4878497.0,4957212.0,5035548.0,5113670.0,5191644.0,5269690.0,5347033.0,5424896.0,5501612.0,5578716.0
6,999,815,perez,10,7,1,Finished,87480,168593,249169,329406,409652,489968,569584,649809,730924,811574,891615,971518,1051588,1131587,1211878,1292042,1372009,1452063,1531598,1611201,1690961,1773941,1873821,1953140,2032871,2111871,2191253,2271276.0,2351010.0,2430189.0,2509167.0,2588210.0,2667292.0,2745997.0,2824862.0,2903822.0,2982922.0,3061953.0,3140693.0,3219553.0,3298358.0,3377472.0,3456572.0,3536509.0,3617710.0,3698241.0,3779518.0,3862439.0,3946910.0,4049588.0,4151876.0,4279859.0,4408863.0,4513736.0,4600212.0,4688355.0,4794717.0,4874441.0,4953351.0,5031954.0,5110624.0,5188872.0,5266943.0,5345006.0,5423089.0,5500956.0,5580401.0
12,999,832,sainz,4,12,1,Finished,88232,169306,249995,330164,410651,491620,572120,653244,733921,814648,894807,974875,1055599,1135903,1216254,1296748,1377047,1457092,1536904,1620197,1714104,1794795,1875936,1955630,2035115,2115068,2194855,2274839.0,2354255.0,2433807.0,2513307.0,2592405.0,2671205.0,2750465.0,2829693.0,2908667.0,2987808.0,3066915.0,3145814.0,3224774.0,3303634.0,3382587.0,3463678.0,3543864.0,3625844.0,3708379.0,3791070.0,3872760.0,3960117.0,4061546.0,4179197.0,4297244.0,4418098.0,4521764.0,4611085.0,4703133.0,4800029.0,4879148.0,4958000.0,5036269.0,5114303.0,5193205.0,5270635.0,5348702.0,5426392.0,5504357.0,5582914.0
18,999,844,leclerc,15,15,11,+1 Lap,88866,170049,250586,331803,412009,492475,573030,654121,734923,815611,895986,976125,1056827,1137097,1217654,1298245,1378362,1458647,1540005,1623870,1717062,1797989,1877643,1957808,2037619,2116887,2196421,2276297.0,2355583.0,2434897.0,2514309.0,2593479.0,2673051.0,2751990.0,2831240.0,2910320.0,2989509.0,3068523.0,3147113.0,3226168.0,3305214.0,3385682.0,3470215.0,3572091.0,3662826.0,3755917.0,3854147.0,3939686.0,4042282.0,4150843.0,4278539.0,4408371.0,4512669.0,4599650.0,4687358.0,4793855.0,4884183.0,4963832.0,5042900.0,5121771.0,5200208.0,5278370.0,5356444.0,5434296.0,5512239.0,5590282.0,
