,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
10,29,13,massa,6,1,1,Finished,106347,207281,307537,407707,507867,607958,708053,807686,907152,1006688,1105973,1205522,1304689,1403713,1519779,1625398,1725123,1825176,1925078,2025272,2124990,2224837,2324343,2423985,2523467,2622823,2722177,2821600,2920821,3020158,3119597,3219173,3318434,3417274,3516031,3614739,3730895,3837042,3936783,4037198,4137179,4236620.0,4335829.0,4435538.0,4535098.0,4634911.0,4734559.0,4834289.0,4933696.0,5033260.0,5132933.0,5232332.0,5331280.0,5430996.0,5530513.0,5630922.0,5732339.0
0,29,1,hamilton,1,2,1,Finished,107827,208704,309415,409967,510779,610879,710969,810837,910757,1010523,1110252,1209879,1309185,1408549,1507640,1606524,1722957,1828217,1928129,2028370,2128501,2228659,2328794,2429128,2529031,2628883,2728747,2828884,2928717,3028567,3128054,3227509,3326999,3426240,3525689,3624994,3724481,3823618,3938527,4043143,4142940,4243077.0,4342661.0,4442571.0,4542277.0,4642474.0,4742111.0,4841891.0,4941457.0,5040701.0,5139818.0,5239592.0,5339731.0,5439632.0,5539086.0,5638375.0,5737950.0
7,29,9,kubica,2,3,1,Finished,108516,210129,311407,412355,513076,614191,714897,818035,919193,1019740,1120528,1220647,1320545,1420361,1519963,1619660,1719089,1836103,1941147,2041185,2141562,2242076,2342236,2442562,2542738,2642958,2743213,2844734,2944815,3044678,3144839,3244810,3344900,3444621,3544557,3644295,3744331,3843661,3943020,4059640,4164714,4264994.0,4365797.0,4466475.0,4567137.0,4667816.0,4769127.0,4869560.0,4970926.0,5071142.0,5170937.0,5270697.0,5370375.0,5470042.0,5569768.0,5669521.0,5769692.0
3,29,5,kovalainen,1,4,1,Finished,109596,211410,313062,414265,515154,616152,716821,818570,920248,1021138,1122119,1222884,1323412,1423392,1523408,1623331,1723020,1822395,1921507,2039031,2144517,2244912,2345364,2446125,2546575,2647413,2748050,2848869,2949353,3049659,3149796,3250131,3350488,3450954,3551333,3651506,3751262,3850961,3951597,4052212,4152326,4252119.0,4369577.0,4474362.0,4573797.0,4673894.0,4774077.0,4874669.0,4974451.0,5074715.0,5175093.0,5274637.0,5374000.0,5473651.0,5572941.0,5672304.0,5772042.0
6,29,8,raikkonen,6,18,5,Engine,110305,212382,314245,415366,516608,617428,717904,819227,920830,1022027,1122887,1223368,1324106,1424223,1524319,1626212,1726060,1844305,1950233,2050801,2151548,2252567,2353855,2454545,2554781,2655026,2755257,2855153,2955089,3055153,3155753,3255544,3355251,3454675,3554276,3653896,3753367,3853192,3952953,4053867,4153685,4253279.0,4366992.0,4481780.0,4584280.0,,,,,,,,,,,,
16,29,20,vettel,5,6,1,Finished,111020,213448,315683,417241,518661,619896,721018,821992,922810,1023796,1124849,1225502,1326408,1426656,1526865,1628007,1745979,1851472,1952474,2053944,2155269,2256692,2357425,2458464,2559275,2659746,2760275,2860689,2960796,3061108,3161335,3261272,3361151,3461343,3561114,3660599,3760706,3860225,3977616,4082416,4182381,4282334.0,4383095.0,4484126.0,4584638.0,4685242.0,4785166.0,4885409.0,4985592.0,5085386.0,5185232.0,5284940.0,5384907.0,5485253.0,5584836.0,5684368.0,5784964.0
12,29,15,trulli,7,5,1,Finished,112048,214971,317405,418792,520024,621102,722368,823185,924021,1024775,1125818,1226538,1327216,1427651,1527771,1628663,1729007,1829086,1946932,2053164,2154261,2255218,2355968,2456437,2557049,2657437,2757954,2858089,2957958,3058292,3158401,3258336,3358271,3458071,3558074,3657959,3757616,3857386,3957379,4057584,4173762,4279800.0,4380656.0,4480900.0,4581052.0,4681649.0,4782161.0,4882061.0,4981897.0,5081835.0,5181690.0,5281671.0,5382000.0,5481804.0,5581745.0,5681864.0,5783023.0
2,29,3,rosberg,3,8,1,Finished,113057,216399,319866,422168,524161,626000,727357,828938,930198,1031262,1132371,1233228,1334069,1434502,1534948,1635513,1735892,1836012,1936441,2053947,2159660,2260261,2360688,2461237,2562436,2663051,2763537,2864015,2964801,3065112,3165540,3265746,3365599,3465595,3565172,3665100,3765049,3881725,3988232,4089707,4191051,4292420.0,4393623.0,4494560.0,4595496.0,4697490.0,4798135.0,4898316.0,4998949.0,5099416.0,5199835.0,5300510.0,5400789.0,5501368.0,5601755.0,5702254.0,5803796.0
1,29,2,heidfeld,2,9,1,Finished,113562,217192,320971,423929,526161,629209,731019,832569,933831,1035016,1136120,1237362,1338293,1438822,1539001,1639380,1740279,1840802,1942200,2043086,2145702,2263099,2369003,2470054,2571027,2671840,2772727,2873973,2975009,3075650,3177498,3278646,3379846,3481262,3582050,3683165,3784401,3885364,3986839,4087177,4204025,4310025.0,4411209.0,4511433.0,4611944.0,4712463.0,4812464.0,4912445.0,5014492.0,5114625.0,5214622.0,5315063.0,5415172.0,5515720.0,5615346.0,5714990.0,5814516.0
8,29,10,glock,7,7,1,Finished,114804,218284,321702,424896,527645,630165,732611,834470,936261,1038225,1139920,1241292,1342549,1443530,1544272,1645484,1746135,1846939,1947961,2048511,2149227,2249814,2350113,2450767,2550956,2651148,2751362,2851328,2951225,3070825,3176398,3277679,3378915,3480145,3581245,3682548,3783704,3884659,3986048,4086279,4190060,4291078.0,4392297.0,4493240.0,4594145.0,4695110.0,4796178.0,4896790.0,4996995.0,5097186.0,5197069.0,5296886.0,5396869.0,5496404.0,5596237.0,5697185.0,5800329.0
