,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,perez,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
3,albon,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,5,5,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
4,ricciardo,5,6,9,9,8,8,8,8,9,9,9,8,8,8,8,9,17,15,14,12,11,10,10,9,9,8,8,8,7,7,7,7,7,7,7,9,11,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
5,bottas,6,4,4,5,15,15,15,15,15,15,15,14,14,13,13,13,11,10,9,8,8,7,6,6,7,13,11,11,11,11,11,10,10,9,9,8,8,8,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8
6,gasly,7,9,10,10,9,9,9,9,10,10,10,10,9,9,9,8,8,7,6,5,4,3,4,5,5,9,9,9,9,9,9,9,9,8,8,7,7,7,6,5,5,5,5,6,6,6,6,6,6,6,7,7,7,6,6,6,6
7,ocon,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,14,13,11,10,9,9,8,8,6,7,7,8,8,8,8,8,10,12,11,10,11,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9
8,norris,9,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,9,8,8,7,6,5,5,5,5,5,5,5,5,5,4,4,3,4,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4
9,leclerc,10,12,8,8,7,7,7,7,7,7,7,9,10,10,10,10,9,8,7,6,6,6,7,12,11,10,10,10,10,10,10,11,11,11,10,10,9,9,8,8,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,0
10,giovinazzi,11,14,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,12,12,15,16,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,12,12,11,12,12,12,12,12,12,12,12,12,12,12,14,15,15,15,0
11,stroll,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,sainz,13,13,11,11,10,10,10,10,8,8,8,7,7,7,7,7,6,6,5,4,3,11,11,10,10,7,6,6,6,6,6,6,6,6,5,5,4,5,5,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5
13,kevin_magnussen,14,16,17,17,17,17,17,17,17,17,17,16,16,16,16,16,15,13,15,14,12,12,12,11,12,11,13,17,17,17,17,17,17,17,17,17,17,16,16,14,13,14,15,16,17,17,17,17,17,17,17,17,17,16,16,16,0
14,vettel,15,10,15,15,14,14,14,14,14,14,14,17,17,17,17,17,16,16,16,16,17,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,14,14,17,15,15,14,14,14,14,14,14,14,14,14,14,13,12,12,12,0
15,latifi,16,18,13,13,12,12,12,12,13,13,13,13,13,14,14,14,13,11,11,13,13,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,17,17,16,16,16,16,15,15,15,15,15,15,15,15,15,15,13,13,13,0
16,raikkonen,17,15,12,12,11,11,11,11,11,12,12,12,12,12,12,12,12,17,17,17,15,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,17,17,17,17,16,16,16,16,16,16,16,16,16,14,14,14,0
17,russell,18,17,14,14,13,13,13,13,12,11,11,11,11,11,11,11,10,9,8,9,14,13,13,13,13,12,12,12,12,12,12,12,12,12,11,12,12,12,13,15,14,13,13,13,13,13,13,13,13,13,13,13,12,11,11,11,0
