,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,montoya,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,ralf_schumacher,3,3,4,4,4,4,4,4,4,4,4,4,5,7,6,5,5,6,6,6,6,6,5,4,4,4,4,4,4,4,4,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
3,raikkonen,4,4,3,3,3,3,3,3,3,3,3,3,4,8,7,7,6,5,5,5,4,4,4,5,11,10,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,coulthard,5,5,5,5,5,5,5,5,5,5,5,5,3,3,8,11,11,11,11,11,10,10,13,15,15,14,15,15,14,13,12,12,12,12,12,12,13,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,9,9,9,9,9,0,0
5,trulli,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,4,4,4,4,4,5,5,6,7,10,11,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,button,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,7,8,8,8,7,8,8,8,12,13,13,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,10,0,0,0,0,0,0
7,salo,8,8,8,8,8,9,9,11,11,11,11,11,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,villeneuve,9,9,9,9,9,10,10,9,9,9,9,9,9,10,10,9,9,9,9,9,8,7,7,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
9,heidfeld,10,10,10,10,11,11,12,12,14,14,14,13,15,16,15,14,14,14,13,13,12,12,10,10,7,6,6,6,6,6,6,5,5,5,5,5,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
10,panis,11,11,11,13,13,13,13,13,12,12,12,12,13,14,13,12,12,12,12,12,11,11,11,11,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
11,bernoldi,12,12,13,12,12,12,11,10,10,10,10,10,11,12,11,10,10,10,10,10,9,9,9,9,6,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,irvine,13,14,14,14,14,14,14,15,15,15,16,14,12,13,14,13,13,15,15,15,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,barrichello,14,13,12,11,10,8,8,8,8,8,8,8,8,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
14,sato,15,15,15,15,15,15,16,16,16,16,15,18,18,18,18,17,17,17,17,17,16,16,16,13,13,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
15,fisichella,16,16,16,16,18,18,18,18,18,17,17,15,16,17,16,15,15,13,14,14,13,13,12,12,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
16,frentzen,17,17,17,17,16,16,15,14,13,13,13,16,17,9,9,8,8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,webber,18,18,18,18,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,rosa,19,19,19,19,19,19,19,19,19,18,18,17,14,15,17,16,16,16,16,16,15,15,15,14,14,15,14,13,12,12,13,13,13,13,13,13,12,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,10,10,10,10,0,0
