,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,931,1,hamilton,131,3,1,Finished,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,1759.0,1634.0,1521.0,2215.0,629.0,2342.0,3495.0,4417.0,4990.0,5194.0,5908.0,5739.0,6053.0
1,931,3,rosberg,131,1,1,Finished,884,1527,1795,2242,2397,2210.0,2450.0,2798.0,3135.0,3114.0,3038.0,2679.0,2655.0,2473.0,2573.0,2734.0,3370.0,2789.0,4059.0,4187.0,4334.0,4478.0,4691.0,4691.0,4298.0,4396.0,6045.0,7392.0,8180.0,9058.0,8547.0,8336.0,7772.0,6513.0,7458.0,7428.0,24356.0,11505.0,8283.0,7697.0,7527.0,8698.0,9240.0,9481.0,10034.0,10022.0,10170.0,11203.0,10671.0,10486.0,11083.0,11560.0,12061.0,12440.0,13420.0,13972.0,14260.0,14447.0,14392.0,15878.0,16696.0,17422.0,19196.0,25727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,931,20,vettel,6,2,1,Finished,1618,2566,3056,3964,4401,3975.0,4908.0,5054.0,4958.0,5077.0,4991.0,4637.0,4274.0,3865.0,4080.0,4127.0,4516.0,4000.0,5727.0,5847.0,5980.0,6183.0,6418.0,6360.0,5816.0,5834.0,7002.0,8370.0,9486.0,10670.0,10047.0,10162.0,9440.0,8422.0,9616.0,26581.0,28013.0,12289.0,9992.0,9760.0,9855.0,10337.0,11017.0,11063.0,11672.0,11602.0,11591.0,12462.0,12304.0,12287.0,13040.0,13566.0,13717.0,14020.0,14772.0,16357.0,16124.0,16417.0,16287.0,18207.0,20168.0,20619.0,20981.0,26904.0,1024.0,684.0,720.0,470.0,1402.0,375.0,2016.0,3008.0,3937.0,4379.0,4626.0,5122.0,5036.0,4486.0
3,931,826,kvyat,9,4,1,Finished,2767,3718,4515,5426,6093,6037.0,7055.0,7542.0,7978.0,8690.0,8960.0,8603.0,8782.0,9235.0,9338.0,9530.0,10045.0,9145.0,9882.0,11496.0,12020.0,12467.0,13583.0,14126.0,13705.0,13938.0,15685.0,34854.0,39152.0,39829.0,39196.0,39407.0,39274.0,38932.0,39852.0,39271.0,38927.0,23382.0,20703.0,21569.0,21772.0,23397.0,23893.0,23794.0,24594.0,24726.0,24952.0,24949.0,24589.0,24313.0,26072.0,26978.0,27598.0,28436.0,28598.0,28511.0,29280.0,29721.0,29755.0,30686.0,31313.0,31895.0,32517.0,44255.0,18917.0,8819.0,8964.0,2381.0,3040.0,1281.0,3416.0,5115.0,8430.0,9529.0,10052.0,10970.0,11737.0,11965.0
4,931,817,ricciardo,9,5,1,Finished,3471,4711,5706,7068,8200,8369.0,9614.0,10409.0,10754.0,10985.0,11076.0,10831.0,11498.0,11612.0,11886.0,12346.0,12988.0,12590.0,13075.0,14702.0,15475.0,16177.0,17233.0,18035.0,17335.0,17236.0,18157.0,19213.0,19829.0,20609.0,20508.0,21314.0,21415.0,21805.0,23187.0,41594.0,44095.0,28406.0,26494.0,27564.0,28775.0,31623.0,33541.0,34608.0,35515.0,35597.0,35605.0,35539.0,34734.0,34340.0,34806.0,36015.0,35963.0,36020.0,35636.0,35828.0,35904.0,35612.0,34904.0,35169.0,35572.0,36209.0,36619.0,46193.0,36288.0,14149.0,13734.0,5189.0,5182.0,2305.0,5251.0,5647.0,6752.0,5986.0,5890.0,6378.0,6285.0,13608.0
5,931,8,raikkonen,6,6,1,Finished,4456,6108,7392,8782,9689,9557.0,10905.0,11847.0,12518.0,12792.0,13012.0,12864.0,13098.0,12677.0,13266.0,13613.0,14669.0,13713.0,14657.0,15901.0,16794.0,17555.0,18239.0,19036.0,18381.0,18154.0,19172.0,19897.0,20671.0,21608.0,21016.0,21878.0,21927.0,22238.0,23589.0,25156.0,40927.0,27697.0,25987.0,26311.0,26633.0,27889.0,28904.0,28521.0,29532.0,29212.0,28934.0,28946.0,28651.0,28510.0,29847.0,30536.0,30689.0,30881.0,31557.0,31190.0,31372.0,31444.0,31326.0,32005.0,32602.0,33378.0,33759.0,44795.0,19939.0,10382.0,10559.0,3030.0,4401.0,2077.0,4784.0,8404.0,10156.0,10978.0,12213.0,13541.0,14170.0,14345.0
6,931,815,perez,10,7,1,Finished,5565,7272,9096,10289,11366,11343.0,12307.0,13409.0,14302.0,15019.0,15742.0,16322.0,16974.0,16867.0,16945.0,17223.0,18111.0,17204.0,17859.0,18931.0,20641.0,22319.0,23451.0,24323.0,23989.0,23989.0,25325.0,26717.0,27900.0,29091.0,29421.0,30203.0,30621.0,31090.0,32791.0,51253.0,54330.0,38741.0,35933.0,36770.0,37462.0,39324.0,39932.0,40002.0,40723.0,40466.0,40418.0,40464.0,39944.0,40210.0,41094.0,41972.0,42402.0,43878.0,44317.0,44107.0,44793.0,45296.0,45548.0,46638.0,47278.0,48623.0,49793.0,77056.0,54170.0,21300.0,16666.0,7102.0,5840.0,3239.0,6065.0,9131.0,10849.0,11677.0,12908.0,14142.0,14906.0,15013.0
7,931,813,maldonado,208,20,23,Brakes,7664,9519,11070,13297,17637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,931,830,max_verstappen,5,18,3,Accident,7837,10212,11716,13684,17804,18770.0,20451.0,21278.0,21925.0,22156.0,22301.0,22059.0,21876.0,22076.0,22256.0,22649.0,22889.0,22163.0,22426.0,23018.0,24494.0,25515.0,26115.0,26291.0,25451.0,25399.0,26510.0,27823.0,74073.0,78645.0,77968.0,82285.0,82913.0,82173.0,83151.0,83675.0,84737.0,69760.0,67764.0,68630.0,69537.0,72443.0,74380.0,76342.0,77548.0,96074.0,98100.0,97767.0,96056.0,94887.0,94660.0,94311.0,94698.0,95245.0,97250.0,97131.0,97010.0,97020.0,97794.0,102248.0,103645.0,105329.0,,,,,,,,,,,,,,,,
9,931,18,button,1,8,1,Finished,8579,11291,13781,15616,18446,24349.0,24989.0,25787.0,26241.0,26689.0,27417.0,27291.0,27475.0,27781.0,27968.0,28204.0,28864.0,28065.0,28581.0,29225.0,30221.0,31505.0,34194.0,34862.0,34365.0,34325.0,35196.0,36216.0,37281.0,38144.0,38039.0,38549.0,38362.0,38267.0,56629.0,60487.0,60324.0,44317.0,41719.0,41890.0,42411.0,44755.0,46093.0,47499.0,48320.0,48448.0,48553.0,48815.0,48295.0,47935.0,48365.0,48484.0,48762.0,48967.0,49537.0,49769.0,50411.0,51022.0,51510.0,52587.0,53404.0,54192.0,61637.0,96610.0,65256.0,35999.0,17610.0,8804.0,6559.0,4362.0,7197.0,10247.0,12436.0,13839.0,14806.0,15697.0,16051.0,16063.0
