,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
11,849,20,vettel,9,2,1,Finished,114623,225547,336385.0,447398.0,558819.0,670511.0,781834.0,892773.0,1003283.0,1113654.0,1223954.0,1334119.0,1441502.0,1570238.0,1674855.0,1776527.0,1878082.0,1978184.0,2078474.0,2178386.0,2277703.0,2377191.0,2476401.0,2575449.0,2674267.0,2772796.0,2868898.0,2993524.0,3090870.0,3188626.0,3286478.0,3383942.0,3481826.0,3579697.0,3677269.0,3771820.0,3885031.0,3980596.0,4076843.0,4173262.0,4270491.0,4367344.0,4463639.0,4560019.0,4656652.0,4753416.0,4850242.0,4947024.0,5043762.0,5140801.0,5239186.0,5337707.0
9,849,17,webber,9,3,1,Finished,115759,227885,339829.0,451542.0,563455.0,675994.0,787647.0,900232.0,1011820.0,1121808.0,1231813.0,1340517.0,1468711.0,1573539.0,1676110.0,1778128.0,1880504.0,1981395.0,2081648.0,2181444.0,2281326.0,2381505.0,2480804.0,2579634.0,2678531.0,2775302.0,2896834.0,2994920.0,3092314.0,3189872.0,3287391.0,3384775.0,3483727.0,3581370.0,3679390.0,3777332.0,3874801.0,3969304.0,4084382.0,4180056.0,4277146.0,4373051.0,4468768.0,4565044.0,4661753.0,4758111.0,4854352.0,4950195.0,5045860.0,5141828.0,5239707.0,5338143.0
3,849,4,alonso,6,1,1,Finished,118128,230829,342917.0,454566.0,566992.0,678608.0,789813.0,900962.0,1012558.0,1123147.0,1233659.0,1341287.0,1473077.0,1578612.0,1683135.0,1784845.0,1885830.0,1987769.0,2087650.0,2187599.0,2286402.0,2385163.0,2484149.0,2582605.0,2681055.0,2778596.0,2874147.0,2990749.0,3087818.0,3184621.0,3280743.0,3376512.0,3472840.0,3569462.0,3666934.0,3763052.0,3859467.0,3956177.0,4049568.0,4162945.0,4257853.0,4353187.0,4449067.0,4544775.0,4640515.0,4736349.0,4832510.0,4927961.0,5024296.0,5121179.0,5219245.0,5321196.0
10,849,18,button,1,20,61,Wheel nut,119638,235352,348375.0,462004.0,574816.0,687894.0,800869.0,913184.0,1024934.0,1136466.0,1244331.0,1371821.0,1477894.0,1584462.0,1687245.0,1788720.0,1889856.0,1990772.0,2091730.0,2191699.0,2291406.0,2390641.0,2489924.0,2589118.0,2688058.0,2784090.0,2901045.0,2999260.0,3097129.0,3195110.0,3292092.0,3389376.0,3486837.0,3584106.0,3681303.0,3778569.0,3875904.0,3973283.0,4066949.0,,,,,,,,,,,,,
6,849,13,massa,6,5,1,Finished,119962,232135,344031.0,456225.0,568604.0,681053.0,792784.0,904485.0,1016723.0,1127916.0,1239212.0,1351189.0,1457996.0,1584858.0,1689504.0,1792399.0,1893902.0,1994364.0,2095663.0,2195841.0,2295361.0,2394450.0,2493541.0,2592501.0,2691204.0,2787322.0,2903788.0,3001843.0,3099978.0,3198309.0,3295634.0,3392732.0,3491137.0,3588707.0,3686502.0,3784300.0,3881942.0,3979619.0,4078765.0,4178679.0,4273773.0,4387334.0,4483489.0,4579033.0,4675326.0,4771216.0,4867008.0,4962923.0,5058397.0,5154059.0,5251472.0,5350206.0
0,849,1,hamilton,1,4,1,Finished,120323,233183,344962.0,459017.0,571296.0,683569.0,794956.0,905842.0,1017246.0,1128707.0,1239803.0,1348108.0,1475110.0,1579127.0,1682283.0,1783926.0,1884922.0,1986166.0,2086043.0,2185870.0,2285080.0,2384302.0,2483882.0,2580117.0,2696817.0,2794447.0,2893305.0,2991592.0,3089839.0,3187855.0,3285974.0,3383386.0,3481200.0,3578926.0,3676735.0,3774874.0,3869391.0,3983645.0,4079825.0,4176626.0,4273079.0,4370388.0,4467170.0,4564328.0,4661289.0,4759783.0,4857183.0,4955579.0,5054055.0,5152310.0,5250980.0,5350182.0
20,849,814,resta,10,15,11,+1 Lap,120926,235909,349233.0,462815.0,575874.0,689169.0,802480.0,915133.0,1027386.0,1139489.0,1253314.0,1361060.0,1490694.0,1595409.0,1698970.0,1801755.0,1904016.0,2005649.0,2107030.0,2208413.0,2309450.0,2410757.0,2511873.0,2609324.0,2748242.0,2851412.0,2981940.0,3083186.0,3183767.0,3284793.0,3387248.0,3488905.0,3589891.0,3689360.0,3788548.0,3888544.0,3987628.0,4087654.0,4186659.0,4285926.0,4384806.0,4485371.0,4584019.0,4682584.0,4781431.0,4880423.0,4978616.0,5076552.0,5175468.0,5274555.0,5373432.0,
17,849,155,kobayashi,15,22,5,Engine,121207,236304,350065.0,463596.0,576970.0,690282.0,803167.0,916349.0,1037404.0,1149448.0,1257803.0,1394525.0,1503355.0,1608895.0,1713048.0,1816872.0,1919914.0,2022591.0,2127889.0,2226002.0,2353385.0,2454618.0,2555321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,849,30,michael_schumacher,131,9,1,Finished,122353,236876,351106.0,464846.0,578419.0,691290.0,804251.0,916912.0,1037676.0,1173076.0,1282088.0,1389932.0,1495720.0,1600211.0,1703686.0,1802753.0,1930055.0,2031254.0,2132694.0,2234005.0,2334651.0,2434975.0,2534725.0,2634195.0,2733386.0,2832212.0,2932436.0,3031649.0,3130811.0,3230126.0,3325881.0,3442173.0,3539672.0,3636706.0,3734529.0,3831687.0,3928981.0,4026387.0,4123653.0,4220928.0,4318598.0,4415967.0,4513400.0,4611041.0,4708562.0,4806140.0,4904069.0,5002264.0,5100755.0,5200088.0,5299404.0,5399108.0
19,849,813,maldonado,3,14,11,+1 Lap,122902,238969,353500.0,469500.0,584303.0,701125.0,815979.0,930282.0,1044806.0,1158367.0,1266791.0,1399141.0,1507225.0,1612536.0,1716504.0,1819199.0,1921709.0,2024686.0,2128304.0,2231667.0,2332523.0,2433485.0,2534283.0,2630770.0,2749128.0,2849728.0,2948594.0,3048046.0,3147921.0,3247301.0,3347268.0,3446516.0,3545577.0,3644785.0,3741160.0,3858279.0,3957645.0,4055137.0,4152429.0,4249972.0,4347008.0,4444421.0,4541674.0,4638902.0,4737826.0,4835430.0,4932467.0,5029652.0,5126952.0,5224526.0,5323098.0,
