,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,225547.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1,227885.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,6,5,5,4,4,4,4,3,3,3,3,3,3,3
2,230829.0,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,235352.0,4,6,6,6,6,6,6,6,6,6,6,8,6,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,232135.0,5,4,4,4,4,4,4,4,4,4,4,5,2,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
5,233183.0,6,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,3,3,3,3,3,3,3,3,6,6,3,2,2,2,2,2,2,2,2,3,2,6,5,3,3,3,3,3,3,4,4,4,4,4,4,4
6,235909.0,7,7,7,7,7,7,7,7,7,7,8,6,7,7,7,7,7,7,7,7,7,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,0
7,236304.0,8,8,8,8,8,8,8,8,9,9,9,13,12,12,12,12,11,11,13,12,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,236876.0,9,9,9,9,9,9,9,9,10,18,17,12,9,9,9,8,17,17,17,17,16,15,15,15,13,12,12,12,12,12,9,13,12,12,12,12,12,12,11,10,9,9,9,9,9,9,9,9,9,9,9,9
9,238969.0,10,10,10,11,11,13,13,13,13,13,12,15,15,15,15,15,14,14,14,15,14,14,14,13,17,15,15,15,15,15,15,14,14,14,14,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,0
10,239304.0,11,11,11,10,10,10,10,10,8,8,7,11,8,8,8,9,8,8,8,8,8,8,8,8,7,11,11,11,11,11,11,9,9,9,9,9,9,9,9,8,11,11,11,11,11,11,11,11,11,11,11,11
11,239897.0,12,12,12,12,12,11,11,11,11,10,10,7,10,10,10,10,9,9,9,9,9,9,9,9,8,7,7,7,7,7,10,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
12,241668.0,13,13,13,13,13,12,12,12,12,11,11,9,11,11,11,11,10,10,10,10,10,10,10,10,9,8,8,8,8,8,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
13,242408.0,14,14,14,14,14,14,14,14,14,12,18,14,13,13,13,13,12,12,11,11,11,11,11,11,10,9,9,9,9,9,14,11,11,11,11,11,11,11,10,9,8,8,8,8,8,8,8,8,8,8,8,8
14,243790.0,15,15,15,15,15,17,17,17,17,16,15,17,17,17,17,17,16,16,16,16,15,16,16,16,14,13,13,13,13,13,12,10,10,10,10,10,10,10,13,12,12,12,12,12,12,12,12,12,12,12,12,12
15,244000.0,16,16,16,16,17,16,16,15,15,14,14,10,14,14,14,14,13,13,12,13,12,12,12,12,11,10,10,10,10,10,8,12,13,13,13,13,13,13,12,11,10,10,10,10,10,10,10,10,10,10,10,10
16,244857.0,17,17,17,17,16,15,15,16,16,15,13,16,16,16,16,16,15,15,15,14,13,13,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,260182.0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,245931.0,19,18,18,18,18,18,18,18,18,17,16,18,18,18,18,18,18,18,18,18,17,17,17,17,15,14,14,14,14,14,13,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0
19,248777.0,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,0,0
20,250596.0,21,20,21,21,21,21,21,21,21,21,20,21,20,20,20,20,20,20,21,21,21,21,21,20,20,19,19,19,18,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,0,0
21,251035.0,22,21,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,252343.0,23,22,22,22,22,22,22,22,22,22,21,22,21,21,21,21,21,21,20,20,20,20,20,19,19,18,18,18,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,0,0
23,253286.0,24,23,23,23,23,23,23,23,23,23,22,20,22,22,22,22,22,22,22,22,22,22,22,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,0,0,0
