,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hakkinen,1,1,4,4,7,17,17,17,17,15,15,15,14,14,13,13,12,12,11,11,10,10,10,8,8,7,7,7,6,4,4,4,4,4,4,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,coulthard,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,michael_schumacher,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,barrichello,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,wurz,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,8,8,7,6,6,8,8,8,7,6,6,6,6,6,6,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,villeneuve,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,8,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,irvine,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,7,5,5,5,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,frentzen,8,8,8,8,14,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,herbert,9,9,9,10,9,8,8,8,9,9,9,9,9,9,9,9,8,8,8,7,6,6,5,4,4,4,4,5,12,12,12,12,12,12,12,12,11,12,11,11,11,11,11,11,11,11,10,10,0,0,0,0,0,0,0,0
9,button,10,10,10,12,11,10,10,10,10,10,10,11,11,11,11,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,salo,11,11,12,11,10,9,9,9,8,8,8,8,8,8,8,8,13,13,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,8,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,0
11,zonta,12,12,11,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,4,10,10,10,11,11,10,9,9,9,8,8,8,7,7,10,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
12,fisichella,13,13,13,13,12,11,12,12,12,12,12,12,12,12,12,12,11,11,10,10,11,11,11,11,11,11,10,10,9,8,8,8,11,11,11,11,10,9,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,9,0
13,ralf_schumacher,14,14,14,14,15,13,13,13,14,14,14,14,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
14,gene,15,15,15,16,16,14,14,14,13,13,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,trulli,16,18,18,18,18,16,16,15,15,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,15,15,14,14,13,13,13,12,12,11,11,11,11,11,11,11,0
16,mazzacane,17,16,17,17,17,15,15,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,15,15,15,14,14,15,15,14,14,14,13,13,12,12,0,0,0,0,0,0
17,verstappen,18,17,16,15,13,12,11,11,11,11,11,10,10,10,10,10,9,9,9,8,7,7,6,5,5,5,5,4,4,11,11,11,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,0
