,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1,964,3,rosberg,131,1,1,Finished,97951,195282,292394,389655,487050,584545,682452,780803,879524,978530,1077475,1179230,1295195,1392577,1490212,1587650,1684596,1781747,1878500,1975470,2072683,2170241,2267632,2364822,2462391,2560142,2657816,2755571,2855515,2972548,3068597,3165261,3262293,3359514,3456599,3552754,3649699,3747192,3844250,3940650,4037601,4135404,4232266,4329063,4426017,4522966,4619914,4716612,4813069,4910092,5007302,5104820,5203333.0
16,964,830,max_verstappen,9,2,1,Finished,99495,197054,294571,392503,490586,588900,687451,786118,885242,986724,1102712,1200076,1297732,1395206,1492795,1590128,1687672,1785139,1882323,1979488,2076965,2174359,2271897,2369442,2467001,2564665,2662862,2764229,2879886,2976461,3073227,3170077,3266988,3363755,3460634,3558281,3654801,3751403,3848414,3946329,4043980,4141165,4237551,4334666,4431165,4528002,4624745,4721744,4819035,4915937,5013037,5110506,5208311.0
9,964,815,perez,10,7,1,Finished,100643,199316,299052,398043,496923,595828,695110,794598,893986,993950,1093658,1195795,1315859,1415078,1514334,1614827,1713085,1812992,1910816,2008882,2107256,2205809,2304664,2403162,2501947,2600378,2698627,2797357,2898237,3014925,3111681,3208937,3306299,3403666,3500951,3598241,3695880,3793669,3891055,3988436,4086099,4183940,4281662,4378945,4476550,4574140,4671644,4769187,4866758,4964377,5062536,5160854,5260828.0
6,964,20,vettel,6,4,1,Finished,101368,199564,297075,395105,492829,591022,689510,788162,886989,986154,1084867,1186379,1302346,1399128,1496262,1593472,1690851,1788050,1885343,1982462,2079717,2177067,2274425,2371853,2469344,2566918,2664638,2763041,2862111,2960445,3059182,3157723,3256525,3357819,3471684,3566802,3662813,3759479,3855733,3951957,4048526,4145661,4243079,4340577,4437325,4534877,4632584,4729808,4827518,4925887,5024611,5123812,5223602.0
10,964,817,ricciardo,9,6,1,Finished,101724,200544,299617,398649,497467,596747,696274,795457,895061,997130,1115048,1215205,1314138,1413004,1512352,1611213,1708868,1806518,1904147,2001560,2099405,2197038,2294665,2392496,2490341,2588386,2686502,2785106,2883928,2982692,3081824,3183333,3302034,3397630,3493557,3589068,3684828,3780664,3876346,3972065,4068455,4164592,4261006,4358152,4455650,4552304,4649200,4746158,4843335,4941655,5039750,5138507,5237274.0
8,964,807,hulkenberg,10,8,1,Finished,102508,201527,300600,399890,499285,600294,701102,800834,900621,1000558,1102978,1219618,1318202,1416854,1515185,1615234,1716062,1814561,1914432,2014219,2112369,2210803,2309102,2407578,2506088,2604377,2702620,2803214,2918061,3015674,3113282,3211367,3308981,3406532,3504188,3601623,3699266,3796739,3894090,3991610,4089363,4187419,4285091,4382970,4480549,4578273,4675697,4773304,4871305,4968952,5066891,5164589,5262510.0
3,964,8,raikkonen,6,5,1,Finished,102865,202065,301064,400474,499584,597878,697013,796695,895810,995565,1094731,1196638,1315994,1413793,1513786,1611702,1711684,1808558,1905648,2002835,2100468,2198338,2295858,2393436,2491161,2591428,2705710,2801794,2897812,2993972,3090414,3186527,3282517,3378930,3475596,3572228,3668693,3765302,3862307,3959486,4056984,4153549,4250250,4347347,4445203,4543259,4641689,4740399,4838594,4936355,5035024,5132915,5231703.0
0,964,1,hamilton,131,3,1,Finished,103486,202740,301843,401068,500287,600614,699243,797951,896883,996346,1095537,1195193,1295744,1412298,1509872,1607268,1704245,1801416,1898317,1995146,2092226,2189257,2286073,2383080,2480183,2577304,2674527,2772015,2869233,2966445,3064023,3161957,3262538,3375551,3471009,3566161,3661876,3758263,3854215,3950372,4046490,4143130,4239749,4335709,4432142,4528697,4625422,4722458,4820000,4916825,5013669,5112149,5209109.0
7,964,154,grosjean,210,11,1,Finished,104394,203825,303212,402999,502592,602867,703259,803548,904085,1006937,1126037,1224272,1323326,1423431,1523884,1622507,1721929,1820766,1920236,2020387,2120681,2221171,2320369,2420375,2519301,2618439,2717254,2816205,2915389,3017060,3136085,3233105,3330439,3428245,3525837,3623848,3722377,3820690,3919653,4017644,4116578,4215259,4313135,4411226,4509699,4607931,4706322,4804818,4903550,5003040,5102553,5202249,5302587.0
11,964,821,gutierrez,210,20,11,+1 Lap,104967,204530,304186,404020,503727,603760,704322,804570,905457,1006150,1109474,1230993,1330278,1431326,1531370,1631368,1732067,1832814,1939143,2038926,2139084,2239600,2340017,2440129,2541012,2642090,2742024,2844241,2963377,3061152,3160165,3261064,3360880,3459654,3559773,3659290,3759445,3860160,3960892,4060454,4159614,4258753,4359469,4459140,4558743,4658021,4757242,4856492,4956052,5055445,5154819,5254653,
