,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,rosberg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,max_verstappen,2,2,2,2,2,2,2,2,2,3,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,perez,3,3,4,4,4,4,4,4,4,4,3,4,10,9,9,9,8,8,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,vettel,4,4,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,ricciardo,5,5,5,5,5,5,5,5,5,7,13,11,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,hulkenberg,6,6,6,6,6,7,8,8,8,8,7,14,12,10,10,10,10,9,9,8,8,8,8,8,8,8,7,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6,raikkonen,7,7,7,7,7,6,6,6,6,5,4,5,11,8,8,7,7,6,6,6,6,6,6,6,6,6,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,hamilton,8,8,8,8,8,8,7,7,7,6,5,3,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,grosjean,9,9,9,9,9,9,9,9,9,10,18,16,16,14,14,13,13,12,12,12,12,12,11,10,10,9,9,9,8,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
9,gutierrez,10,10,10,10,10,10,10,10,10,9,9,20,19,19,19,19,19,19,19,19,19,19,19,18,17,15,14,14,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
10,kvyat,11,11,11,11,11,11,11,11,11,12,20,17,17,16,16,16,16,16,16,16,16,16,18,20,20,18,17,16,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
11,sainz,12,12,12,12,12,12,12,12,12,11,8,7,6,18,18,18,18,18,18,18,18,18,17,17,15,13,10,10,12,12,12,12,12,12,12,12,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
12,bottas,13,13,13,13,13,13,13,13,13,13,10,8,5,4,5,5,6,7,8,9,9,9,9,9,9,10,13,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
13,massa,14,14,14,14,14,14,14,14,14,14,11,9,7,5,7,8,9,10,10,10,10,10,10,11,18,14,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
14,alonso,15,15,15,15,15,15,15,15,16,21,21,18,18,17,17,17,17,17,17,17,17,17,16,16,14,12,12,19,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
15,jolyon_palmer,16,16,16,16,16,16,16,16,15,15,12,10,9,11,11,11,11,11,11,11,11,11,12,12,11,16,15,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
16,ericsson,17,17,17,17,17,17,17,17,17,16,14,12,13,12,12,12,12,13,13,13,13,13,13,13,12,11,19,18,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
17,kevin_magnussen,18,18,18,18,18,18,18,18,18,17,15,13,14,13,13,14,14,14,14,14,14,14,14,14,13,19,18,17,16,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
18,nasr,19,19,19,19,19,19,19,19,19,18,16,15,15,15,15,15,15,15,15,15,15,15,15,15,16,21,21,20,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
19,ocon,20,20,20,20,20,20,20,20,20,19,17,19,21,20,20,20,20,20,20,20,20,20,20,19,19,17,16,15,15,15,18,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
20,wehrlein,21,21,21,21,21,21,21,21,21,20,19,21,20,21,21,21,21,21,21,21,21,21,21,21,21,20,20,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0
