,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,62,13,massa,6,2,1,Finished,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,2701.0,2437.0,2240.0,2546.0,2935.0,3391.0,3878.0,3960.0,3962.0,4099.0,4493.0,4536.0,4628.0,4901.0,5305.0,5626.0,5873.0,6567.0,6763.0,7135.0,8523.0,29413.0,34195.0,15545.0,10955.0,12431.0,12563.0,12817.0,12924.0,12921.0,12584.0,12993.0,13325.0,13788.0,13834.0,13834.0,14010.0,14184.0,14591.0,14637.0,14097.0,12211.0,7984.0
1,62,30,michael_schumacher,6,1,1,Finished,690,897,1614,563.0,655.0,1553.0,341.0,711.0,916.0,704.0,793.0,721.0,957.0,1171.0,1365.0,1446.0,1408.0,1676.0,1575.0,1360.0,1301.0,1316.0,1039.0,1135.0,1019.0,1065.0,996.0,738.0,21141.0,5829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,62,4,alonso,4,5,1,Finished,3695,3585,4318,2124.0,2631.0,2177.0,2192.0,3191.0,4220.0,4633.0,5180.0,5543.0,6577.0,7300.0,9311.0,10292.0,10995.0,11540.0,12378.0,13129.0,13742.0,14516.0,15340.0,15944.0,16463.0,17059.0,17383.0,17463.0,17988.0,0.0,12645.0,17958.0,18506.0,19342.0,20076.0,20796.0,21504.0,21856.0,22470.0,23096.0,24189.0,24806.0,25357.0,26142.0,27057.0,27928.0,28461.0,29525.0,30384.0,32107.0,33289.0,34351.0,36028.0,18157.0,35717.0,41968.0,41991.0,42133.0,41739.0,41582.0,41206.0,41043.0,41106.0,41275.0,40444.0,40411.0,40123.0,39762.0,39516.0,39519.0,38502.0,34978.0,28410.0
3,62,21,fisichella,4,3,1,Finished,5918,4478,5988,3749.0,3508.0,2333.0,2411.0,3447.0,4448.0,4904.0,5598.0,5850.0,7042.0,7596.0,8639.0,9030.0,9240.0,9293.0,9565.0,9449.0,9210.0,9528.0,9909.0,9872.0,9994.0,10339.0,10528.0,10406.0,28925.0,16243.0,10994.0,10817.0,11256.0,12047.0,12854.0,13229.0,13563.0,13665.0,13998.0,15631.0,15999.0,16048.0,16201.0,16594.0,16798.0,17457.0,17590.0,18419.0,20586.0,21778.0,22712.0,23139.0,41407.0,27933.0,23894.0,25088.0,25370.0,25325.0,24951.0,25100.0,24652.0,24913.0,25199.0,25616.0,25266.0,25231.0,25131.0,25198.0,25800.0,25849.0,25122.0,22589.0,16595.0
4,62,22,barrichello,11,6,1,Finished,6518,4949,7237,4725.0,5350.0,2960.0,3591.0,4484.0,5616.0,5997.0,7037.0,7664.0,8265.0,8921.0,9896.0,10946.0,11784.0,12703.0,13266.0,13849.0,14522.0,15363.0,15838.0,36578.0,41808.0,42980.0,43912.0,44495.0,45428.0,28375.0,24510.0,25320.0,26268.0,27403.0,28249.0,29035.0,29574.0,30105.0,30627.0,31676.0,32418.0,32602.0,32993.0,33583.0,34413.0,34949.0,35314.0,36298.0,56227.0,62082.0,62801.0,63660.0,64443.0,46383.0,42814.0,44538.0,44922.0,45620.0,45773.0,45800.0,45272.0,45523.0,45985.0,46470.0,46121.0,46181.0,46052.0,46084.0,46350.0,46632.0,46071.0,43053.0,36516.0
5,62,35,villeneuve,2,12,5,Engine,8410,6299,8110,6337.0,6834.0,3761.0,5330.0,6844.0,7663.0,7722.0,8060.0,8884.0,9551.0,10098.0,10938.0,12228.0,12978.0,13991.0,14408.0,15430.0,15974.0,17086.0,17859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,62,23,ralf_schumacher,7,10,45,+11 Laps,9342,7311,9294,7404.0,7455.0,3920.0,3916.0,5049.0,6191.0,6584.0,7377.0,8041.0,8816.0,9659.0,10604.0,11622.0,12574.0,13490.0,14025.0,14807.0,15419.0,16350.0,16867.0,17760.0,18293.0,18982.0,19421.0,19806.0,20077.0,21328.0,20532.0,20432.0,20801.0,21463.0,22210.0,23110.0,23726.0,24053.0,24608.0,25210.0,26062.0,26252.0,26992.0,27947.0,28751.0,29667.0,29999.0,31127.0,31862.0,33170.0,34652.0,35915.0,55515.0,40857.0,36479.0,37493.0,37571.0,37162.0,36387.0,36074.0,37599.0,37949.0,,,,,,,,,,,
7,62,3,rosberg,3,9,11,+1 Lap,10217,8085,10205,8160.0,8063.0,4539.0,6094.0,8625.0,10883.0,12343.0,14524.0,16179.0,18315.0,20673.0,22944.0,25401.0,27582.0,29687.0,31360.0,33458.0,35554.0,38376.0,40211.0,42642.0,44596.0,47127.0,49267.0,51428.0,53687.0,37402.0,34116.0,35851.0,37840.0,40240.0,41986.0,43896.0,45819.0,47170.0,48941.0,50662.0,52121.0,53342.0,77626.0,83188.0,84856.0,87245.0,89243.0,93780.0,97045.0,100216.0,103387.0,106098.0,109615.0,94752.0,92697.0,97376.0,98920.0,101424.0,102293.0,104967.0,105949.0,107222.0,108583.0,109774.0,110652.0,111499.0,111921.0,112520.0,115338.0,116526.0,116625.0,114680.0,
8,62,33,monteiro,13,13,3,Accident,12303,10235,12872,9839.0,9793.0,5243.0,18795.0,54837.0,63481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,62,14,coulthard,9,7,11,+1 Lap,13794,10938,13676,10720.0,10880.0,5251.0,7602.0,10252.0,13215.0,14793.0,17445.0,19235.0,21386.0,23363.0,25331.0,27546.0,29559.0,31737.0,33757.0,35904.0,37975.0,40833.0,43188.0,45435.0,47309.0,49732.0,51921.0,54186.0,56461.0,40302.0,36637.0,37974.0,39427.0,41467.0,43609.0,45165.0,46950.0,48250.0,49917.0,51545.0,53379.0,54702.0,56298.0,58608.0,60779.0,62739.0,85327.0,92536.0,94155.0,97621.0,99946.0,102270.0,104458.0,87393.0,84958.0,88309.0,89303.0,90242.0,90610.0,91454.0,92062.0,93427.0,94814.0,95786.0,96577.0,97608.0,99888.0,100971.0,102381.0,103291.0,104368.0,104542.0,
