,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1,858.0,1.0,hamilton,1.0,1.0,Finished,110984.0,218710.0,325844.0,432808.0,539357.0,645868.0,752299.0,858620.0,964609.0,1070626.0,1176701.0,1282708.0,1389037.0,1495273.0,1601789.0,1709860.0,1833130.0,1938051.0,2043217.0,2148750.0,2253950.0,2359853.0,2465313.0,2570645.0,2676274.0,2781483.0,2886292.0,2991051.0,3095703.0,3200214.0,3304683.0,3409643.0,3514427.0,3619746.0,3724603.0,3829326.0,3934464.0,4038934.0,4144230.0,4250848.0,4375404.0,4479702.0,4583627.0,4687609.0,4792060.0,4896127.0,5000403.0,5104765.0,5208446.0,5312385.0,5415846.0,5519784.0,5623421.0,5726933.0,5831886.0
3,858.0,4.0,alonso,2.0,1.0,Finished,113560.0,221421.0,328708.0,435490.0,542115.0,648612.0,755044.0,861103.0,967272.0,1073397.0,1179396.0,1285340.0,1391384.0,1497750.0,1603772.0,1711495.0,1835790.0,1941438.0,2046893.0,2152362.0,2257607.0,2362877.0,2468666.0,2573910.0,2679721.0,2784855.0,2889617.0,2995235.0,3100373.0,3205308.0,3310353.0,3415309.0,3519579.0,3624223.0,3729089.0,3833604.0,3938586.0,4042888.0,4147409.0,4251588.0,4355502.0,4459608.0,4566138.0,4692077.0,4797378.0,4901940.0,5006128.0,5110166.0,5214298.0,5318442.0,5422787.0,5526912.0,5631302.0,5735414.0,5840343.0
10,858.0,18.0,button,3.0,1.0,Finished,114263.0,222968.0,331082.0,438284.0,545156.0,651975.0,758366.0,864840.0,971368.0,1077953.0,1184347.0,1291380.0,1398451.0,1505631.0,1614121.0,1722523.0,1847836.0,1953957.0,2059950.0,2165605.0,2271336.0,2376895.0,2482508.0,2588046.0,2693840.0,2799437.0,2905183.0,3010447.0,3115957.0,3221546.0,3326249.0,3431122.0,3536051.0,3641133.0,3746663.0,3853352.0,3979594.0,4084377.0,4189948.0,4294627.0,4399266.0,4505273.0,4609772.0,4713982.0,4818499.0,4922628.0,5026951.0,5131884.0,5235776.0,5339184.0,5442338.0,5546003.0,5649509.0,5752972.0,5857767.0
9,858.0,17.0,webber,4.0,1.0,Finished,114836.0,223571.0,332008.0,439215.0,546264.0,652980.0,759778.0,866605.0,973155.0,1079951.0,1186376.0,1292797.0,1399406.0,1506432.0,1614901.0,1722003.0,1829923.0,1960895.0,2066401.0,2171913.0,2277053.0,2382218.0,2487299.0,2592464.0,2697759.0,2802734.0,2907606.0,3012610.0,3118017.0,3224966.0,3330642.0,3437577.0,3544313.0,3649282.0,3755587.0,3878602.0,3982931.0,4086602.0,4190591.0,4295252.0,4399869.0,4503968.0,4607301.0,4710484.0,4814549.0,4917590.0,5020497.0,5123579.0,5226409.0,5329483.0,5432095.0,5535011.0,5637814.0,5742512.0,5867670.0
6,858.0,13.0,massa,5.0,1.0,Finished,115291.0,224251.0,332613.0,439959.0,547586.0,654788.0,761842.0,868614.0,975407.0,1082231.0,1189571.0,1296403.0,1403066.0,1509899.0,1618519.0,1743306.0,1849392.0,1955408.0,2061390.0,2167405.0,2273122.0,2378978.0,2484593.0,2590209.0,2695686.0,2801038.0,2906337.0,3011688.0,3117330.0,3224297.0,3329972.0,3437026.0,3542184.0,3647466.0,3752653.0,3858086.0,3963258.0,4068929.0,4174518.0,4282365.0,4407886.0,4513276.0,4618604.0,4723689.0,4828704.0,4933473.0,5037846.0,5142742.0,5254528.0,5359004.0,5463292.0,5568837.0,5673244.0,5777831.0,5882464.0
2,858.0,3.0,rosberg,6.0,1.0,Finished,116239.0,225381.0,333991.0,441981.0,550011.0,657898.0,765500.0,872915.0,980391.0,1087837.0,1195005.0,1302064.0,1409440.0,1516806.0,1624286.0,1731729.0,1840915.0,1966255.0,2072977.0,2179310.0,2285414.0,2391655.0,2497727.0,2603856.0,2709998.0,2815765.0,2921945.0,3027326.0,3132825.0,3238383.0,3343723.0,3449254.0,3554607.0,3659619.0,3764908.0,3870040.0,3975016.0,4079847.0,4184957.0,4290631.0,4395687.0,4500482.0,4605178.0,4709875.0,4816237.0,4921279.0,5025879.0,5132763.0,5257566.0,5362676.0,5467289.0,5571634.0,5676062.0,5780210.0,5884203.0
14,858.0,30.0,michael_schumacher,7.0,1.0,Finished,116950.0,226364.0,335297.0,443583.0,551927.0,660098.0,768173.0,876106.0,984118.0,1091966.0,1199871.0,1307764.0,1415435.0,1523862.0,1632482.0,1744201.0,1871416.0,1977959.0,2085696.0,2192350.0,2298448.0,2404539.0,2510730.0,2616530.0,2722219.0,2828330.0,2934174.0,3040176.0,3145822.0,3251694.0,3357205.0,3462661.0,3567982.0,3673352.0,3778916.0,3885011.0,3990576.0,4095797.0,4201368.0,4306945.0,4412443.0,4519391.0,4646280.0,4752062.0,4857199.0,4962477.0,5067441.0,5172357.0,5277382.0,5382559.0,5487756.0,5592856.0,5697847.0,5802782.0,5907850.0
8,858.0,16.0,sutil,8.0,1.0,Finished,117646.0,227599.0,336337.0,445295.0,553636.0,661629.0,769570.0,877655.0,985277.0,1093074.0,1201000.0,1308722.0,1416915.0,1525174.0,1633329.0,1743079.0,1869333.0,1975898.0,2082804.0,2189162.0,2295553.0,2401462.0,2507474.0,2613348.0,2719009.0,2824608.0,2930286.0,3035920.0,3141796.0,3247277.0,3352767.0,3459074.0,3565192.0,3671482.0,3777560.0,3885927.0,4012655.0,4118686.0,4224638.0,4330325.0,4435863.0,4541205.0,4647605.0,4753532.0,4859035.0,4964255.0,5069483.0,5174287.0,5279143.0,5384264.0,5489233.0,5594447.0,5699156.0,5804217.0,5909008.0
22,858.0,815.0,perez,11.0,11.0,+1 Lap,118422.0,230562.0,363181.0,473214.0,582429.0,691708.0,801307.0,911924.0,1022728.0,1132799.0,1241621.0,1351553.0,1461531.0,1571062.0,1679712.0,1788307.0,1896513.0,2004446.0,2112666.0,2221247.0,2329429.0,2437156.0,2545419.0,2653481.0,2761369.0,2868852.0,2977926.0,3103015.0,3209784.0,3314934.0,3420228.0,3525985.0,3631252.0,3736576.0,3841877.0,3946801.0,4052263.0,4157559.0,4262701.0,4367438.0,4472004.0,4576846.0,4682101.0,4787414.0,4892387.0,4998182.0,5105577.0,5211785.0,5317508.0,5424510.0,5529882.0,5635165.0,5741581.0,5846738.0,
21,858.0,814.0,resta,9.0,1.0,Finished,119226.0,230056.0,339945.0,449055.0,558296.0,667460.0,775996.0,884684.0,994305.0,1102979.0,1211754.0,1320290.0,1429959.0,1541243.0,1649936.0,1758306.0,1866875.0,1975515.0,2085250.0,2194720.0,2303541.0,2412348.0,2520971.0,2629693.0,2738300.0,2847569.0,2958856.0,3085459.0,3191631.0,3297512.0,3404008.0,3511652.0,3617680.0,3723359.0,3830964.0,3936228.0,4041346.0,4148865.0,4253900.0,4358651.0,4463342.0,4568068.0,4672729.0,4777524.0,4882342.0,4986580.0,5090883.0,5195539.0,5299659.0,5404496.0,5510143.0,5615453.0,5721258.0,5826338.0,5932973.0
