,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
17,858.0,155.0,kobayashi,10.0,11.0,+1 Lap,120621.0,231765.0,343507.0,456050.0,570311.0,696318.0,804231.0,913220.0,1022967.0,1134521.0,1242551.0,1350734.0,1458988.0,1567524.0,1675267.0,1782747.0,1890380.0,1998260.0,2105421.0,2212928.0,2320575.0,2427766.0,2535161.0,2642353.0,2749145.0,2856330.0,2963488.0,3070506.0,3177766.0,3285103.0,3392956.0,3500500.0,3610188.0,3738817.0,3844434.0,3949584.0,4054759.0,4160413.0,4265059.0,4369839.0,4474446.0,4578992.0,4683672.0,4788641.0,4893151.0,4997148.0,5100669.0,5204613.0,5308271.0,5412077.0,5516765.0,5621018.0,5725205.0,5833417.0,
15,858.0,67.0,buemi,22.0,9.0,Hydraulics,120901.0,232357.0,341610.0,450127.0,558831.0,668134.0,776780.0,885380.0,994997.0,1103709.0,1212472.0,1320991.0,1430525.0,1540038.0,1647438.0,1755526.0,1862620.0,1972072.0,2118105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,858.0,808.0,petrov,13.0,11.0,+1 Lap,121330.0,233127.0,343902.0,454185.0,562755.0,671445.0,779625.0,887762.0,996499.0,1105053.0,1213852.0,1322265.0,1431185.0,1541874.0,1650921.0,1759868.0,1872172.0,1982803.0,2110740.0,2220734.0,2328422.0,2436208.0,2543909.0,2651540.0,2759205.0,2866462.0,2973602.0,3081002.0,3188266.0,3295558.0,3402686.0,3511251.0,3620679.0,3728149.0,3836154.0,3943912.0,4051891.0,4161084.0,4284778.0,4389733.0,4494469.0,4598934.0,4703384.0,4807764.0,4912071.0,5016391.0,5120262.0,5224093.0,5329103.0,5434968.0,5539266.0,5642939.0,5747211.0,5851300.0,
16,858.0,153.0,alguersuari,15.0,11.0,+1 Lap,121827.0,233616.0,344404.0,454960.0,563752.0,672382.0,781343.0,890130.0,998609.0,1107196.0,1215809.0,1325280.0,1433899.0,1542804.0,1653329.0,1806600.0,1916025.0,2026200.0,2135285.0,2243633.0,2351530.0,2459860.0,2569204.0,2679219.0,2788517.0,2896441.0,3003983.0,3111664.0,3219157.0,3328276.0,3439169.0,3547406.0,3655131.0,3764024.0,3891133.0,3995811.0,4101210.0,4206205.0,4310785.0,4415414.0,4520640.0,4626135.0,4731312.0,4836650.0,4941570.0,5045665.0,5149758.0,5255465.0,5360317.0,5464968.0,5569698.0,5674677.0,5781504.0,5885938.0,
4,858.0,5.0,kovalainen,17.0,11.0,+1 Lap,122351.0,234163.0,344950.0,456389.0,566769.0,676282.0,785627.0,894682.0,1003771.0,1112874.0,1221922.0,1330605.0,1439572.0,1548914.0,1658209.0,1769187.0,1899024.0,2007566.0,2116001.0,2224599.0,2333061.0,2441616.0,2549750.0,2658811.0,2766958.0,2875086.0,2983000.0,3090583.0,3198264.0,3307498.0,3417513.0,3525093.0,3633160.0,3740780.0,3848280.0,3956483.0,4063748.0,4171479.0,4280952.0,4410737.0,4520006.0,4628411.0,4736887.0,4844537.0,4951603.0,5058740.0,5165772.0,5272777.0,5379866.0,5486476.0,5595952.0,5702896.0,5810308.0,5917753.0,
5,858.0,10.0,glock,19.0,12.0,+2 Laps,123333.0,235333.0,347525.0,459202.0,571970.0,683334.0,794528.0,905423.0,1016396.0,1128017.0,1239131.0,1349797.0,1461071.0,1572754.0,1683904.0,1794426.0,1905208.0,2015858.0,2126361.0,2236812.0,2347120.0,2457538.0,2568863.0,2681961.0,2794242.0,2926348.0,3035643.0,3146743.0,3255684.0,3364488.0,3472977.0,3581784.0,3690237.0,3798624.0,3907043.0,4015841.0,4124615.0,4233562.0,4342199.0,4450778.0,4559090.0,4667175.0,4776177.0,4887676.0,5020013.0,5130366.0,5240285.0,5349086.0,5459522.0,5569584.0,5681948.0,5791418.0,5903176.0,,
13,858.0,24.0,liuzzi,20.0,12.0,+2 Laps,123965.0,237417.0,350693.0,462678.0,574325.0,686950.0,798376.0,909868.0,1021793.0,1136116.0,1247464.0,1358770.0,1469897.0,1581418.0,1692683.0,1803682.0,1914852.0,2025887.0,2137501.0,2248778.0,2361196.0,2472746.0,2583474.0,2696364.0,2830159.0,2941559.0,3052831.0,3163816.0,3275071.0,3385649.0,3496338.0,3607047.0,3717382.0,3828339.0,3941378.0,4054335.0,4166479.0,4277146.0,4387679.0,4498826.0,4611044.0,4722002.0,4833292.0,4945499.0,5055069.0,5164492.0,5275018.0,5386342.0,5496309.0,5606031.0,5715596.0,5824838.0,5935177.0,,
19,858.0,811.0,bruno_senna,16.0,11.0,+1 Lap,124355.0,253013.0,361947.0,471064.0,580054.0,689302.0,799239.0,910248.0,1019796.0,1128655.0,1237510.0,1346220.0,1454933.0,1563318.0,1671725.0,1780672.0,1889659.0,1999635.0,2109599.0,2221745.0,2349497.0,2457978.0,2566656.0,2673811.0,2783127.0,2892393.0,2999833.0,3107148.0,3213976.0,3320569.0,3427103.0,3533253.0,3639602.0,3745993.0,3853934.0,3962540.0,4081793.0,4188522.0,4297725.0,4404205.0,4510844.0,4617156.0,4726347.0,4835968.0,4944303.0,5051364.0,5158555.0,5265725.0,5373862.0,5481402.0,5589019.0,5696197.0,5806082.0,5914408.0,
12,858.0,22.0,barrichello,12.0,11.0,+1 Lap,124360.0,236036.0,346537.0,457145.0,568114.0,677887.0,787852.0,897264.0,1006799.0,1116103.0,1225283.0,1335673.0,1444857.0,1553921.0,1662889.0,1772177.0,1881058.0,1991309.0,2122626.0,2229881.0,2336905.0,2443951.0,2550890.0,2657658.0,2764673.0,2871188.0,2977751.0,3083936.0,3190435.0,3296760.0,3403439.0,3509843.0,3615766.0,3723468.0,3849628.0,3954882.0,4060012.0,4165303.0,4270325.0,4376569.0,4482550.0,4587948.0,4693788.0,4799094.0,4904163.0,5008738.0,5113189.0,5218299.0,5322943.0,5427381.0,5532178.0,5636779.0,5742299.0,5847448.0,
7,858.0,15.0,trulli,18.0,12.0,+2 Laps,124833.0,238565.0,351103.0,463164.0,574850.0,685650.0,795888.0,906206.0,1017081.0,1126575.0,1235958.0,1347218.0,1457099.0,1566869.0,1677024.0,1786919.0,1899447.0,2029984.0,2139594.0,2249233.0,2358589.0,2469984.0,2578829.0,2687302.0,2795822.0,2904078.0,3015309.0,3123334.0,3231337.0,3339162.0,3447458.0,3557498.0,3665318.0,3772782.0,3882221.0,3989665.0,4100994.0,4210807.0,4318580.0,4426649.0,4534187.0,4643726.0,4774932.0,4885396.0,4994538.0,5106637.0,5218215.0,5327791.0,5438550.0,5549462.0,5657718.0,5765408.0,5873904.0,,
20,858.0,813.0,maldonado,14.0,11.0,+1 Lap,125392.0,237839.0,349471.0,459955.0,570774.0,680244.0,790269.0,900309.0,1009989.0,1119283.0,1228576.0,1338096.0,1447404.0,1556804.0,1666213.0,1775661.0,1884396.0,1993455.0,2102757.0,2211807.0,2321723.0,2430679.0,2539831.0,2648982.0,2759697.0,2888077.0,2994590.0,3102309.0,3209117.0,3317914.0,3435994.0,3546475.0,3653226.0,3759235.0,3865226.0,3971081.0,4077463.0,4183138.0,4291833.0,4397355.0,4506993.0,4612730.0,4718429.0,4823808.0,4928836.0,5034101.0,5139131.0,5244091.0,5349431.0,5454843.0,5559517.0,5664145.0,5769158.0,5874633.0,
23,858.0,816.0,ambrosio,23.0,23.0,Brakes,126137.0,240178.0,352513.0,464314.0,576816.0,688183.0,800561.0,912835.0,1024947.0,1136993.0,1248697.0,1360165.0,1471424.0,1582675.0,1693976.0,1805172.0,1917532.0,2041981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,858.0,817.0,ricciardo,21.0,26.0,Mechanical,126507.0,240682.0,353216.0,464900.0,576095.0,687538.0,798831.0,911242.0,1022333.0,1136565.0,1248023.0,1359300.0,1470626.0,1581916.0,1693294.0,1804525.0,1915548.0,2028543.0,2159688.0,2269664.0,2380917.0,2491201.0,2600416.0,2709595.0,2819660.0,2928704.0,3038445.0,3148410.0,3257505.0,3366514.0,3475227.0,3583770.0,3692369.0,3800697.0,3908971.0,4017644.0,4126829.0,4236071.0,4345336.0,4454598.0,4565717.0,4699320.0,4810038.0,4920379.0,5032276.0,5141877.0,5251150.0,5364467.0,,,,,,,
11,858.0,20.0,vettel,24.0,29.0,Puncture,174331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
