,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,194,14,coulthard,1,1,1,Finished,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,194,57,hakkinen,1,17,6,Gearbox,885,1155,1551,1535,1615,1729,2019,2565,2379.0,2802.0,3368.0,3702.0,4157.0,4627.0,5181.0,6711.0,33323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,194,30,michael_schumacher,6,2,1,Finished,1968,2407,3194,3997,4760,5547,6630,7620,8185.0,9440.0,11048.0,12343.0,13742.0,14435.0,15424.0,16511.0,15837.0,16199.0,13991.0,14810.0,16751.0,17776.0,19725.0,20027.0,20134.0,21181.0,22875.0,22794.0,23361.0,24085.0,25229.0,26386.0,25607.0,24628.0,24257.0,24593.0,24158.0,23957.0,23419.0,23368.0,24391.0,24500.0,23785.0,22256.0,1429.0,1592.0,20773.0,18446.0,17222.0,16166.0,14949.0,14948.0,15172.0,15111.0,14356.0,13355.0,12398.0,11129.0,9770.0,6325.0,5110.0,4554.0
3,194,35,villeneuve,3,4,1,Finished,3212,4173,5781,7197,9264,11053,12841,14802,16575.0,18818.0,21183.0,23462.0,25528.0,27318.0,29528.0,31755.0,31750.0,32818.0,32135.0,35099.0,37527.0,39453.0,41760.0,42978.0,43607.0,45543.0,50391.0,50961.0,52940.0,54264.0,55511.0,55897.0,55947.0,55423.0,54675.0,55494.0,55385.0,56063.0,55903.0,55783.0,57227.0,57319.0,57007.0,55964.0,60472.0,60554.0,59437.0,58349.0,58341.0,58550.0,58849.0,59595.0,60449.0,61513.0,62126.0,61528.0,60718.0,60753.0,58626.0,55160.0,54454.0,54590.0
4,194,56,irvine,6,3,1,Finished,4212,5826,7794,9995,11891,13738,15221,17439,19009.0,21249.0,23396.0,25753.0,27871.0,29473.0,31967.0,33673.0,32908.0,33869.0,32992.0,35862.0,38733.0,40655.0,42981.0,44033.0,44514.0,46136.0,25501.0,47786.0,48451.0,49149.0,50006.0,50060.0,49483.0,48715.0,47722.0,48450.0,48442.0,49077.0,52581.0,52438.0,54670.0,54820.0,55924.0,54433.0,53460.0,52987.0,52583.0,52377.0,53435.0,53505.0,53664.0,54825.0,56584.0,57433.0,57889.0,57691.0,57690.0,58409.0,56249.0,52731.0,51371.0,51776.0
5,194,49,frentzen,3,5,1,Finished,5598,7941,10112,12091,14502,16902,19170,21728,23425.0,26169.0,29285.0,32279.0,34865.0,37107.0,39564.0,41847.0,41917.0,43251.0,42309.0,43997.0,46191.0,49606.0,51470.0,53296.0,54395.0,56272.0,36655.0,60166.0,62653.0,64484.0,65665.0,66794.0,67186.0,67032.0,66890.0,68003.0,68225.0,69056.0,68786.0,67636.0,68271.0,92812.0,92618.0,92324.0,71763.0,72628.0,73420.0,73456.0,74565.0,75591.0,76255.0,77822.0,79329.0,80348.0,80527.0,81103.0,81248.0,81211.0,80197.0,78094.0,78062.0,77477.0
6,194,21,fisichella,22,18,20,Spun off,6952,9668,11682,13232,15145,17480,19480,22002,23777.0,26412.0,29591.0,32602.0,35194.0,37577.0,39985.0,42181.0,42430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,194,55,alesi,15,6,11,+1 Lap,7033,10714,12972,14800,17614,19976,21796,24073,26196.0,28830.0,31136.0,33916.0,36753.0,39379.0,42044.0,44242.0,44349.0,45649.0,44528.0,45828.0,47750.0,51248.0,74141.0,73889.0,73435.0,74512.0,56689.0,59585.0,61839.0,62988.0,64259.0,66099.0,66429.0,65985.0,65390.0,66396.0,66277.0,66827.0,66529.0,65978.0,92709.0,94042.0,94793.0,95669.0,75860.0,76892.0,77305.0,77965.0,79070.0,80139.0,80990.0,82703.0,84468.0,86158.0,87112.0,88488.0,89821.0,93724.0,94596.0,93445.0,97433.0,
8,194,23,ralf_schumacher,17,7,12,+2 Laps,7883,12088,14577,16693,19730,22219,24488,27205,29048.0,32036.0,34688.0,37160.0,39354.0,41309.0,43937.0,46335.0,46329.0,47988.0,47876.0,49803.0,52954.0,80293.0,83141.0,84994.0,86667.0,89855.0,72639.0,75289.0,78734.0,81537.0,87068.0,89921.0,93482.0,95362.0,98010.0,103738.0,134291.0,137598.0,140638.0,141938.0,144457.0,149214.0,151582.0,154641.0,137162.0,140303.0,142211.0,145138.0,148518.0,153221.0,156372.0,160388.0,164156.0,168261.0,172813.0,178975.0,183163.0,189875.0,192149.0,193251.0,,
9,194,15,trulli,20,14,37,Throttle,8571,12855,15648,18243,21174,24287,27506,30044,31715.0,34747.0,37696.0,40422.0,43465.0,46113.0,49051.0,52619.0,52878.0,55037.0,54752.0,57328.0,60580.0,64388.0,89242.0,92232.0,93645.0,96646.0,78122.0,80842.0,83931.0,86767.0,90181.0,94245.0,96065.0,120417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
