,0,1,2
0,1,131,1:20.827
1,830,9,1:21.282
2,822,131,1:21.478
3,842,213,1:21.640
4,4,214,1:21.670
5,846,1,1:21.731
6,832,6,1:21.840
7,852,213,1:21.881
8,839,214,1:22.012
9,20,117,1:22.146
10,815,9,1:22.346
11,840,117,1:22.460
12,844,6,1:22.463
13,817,1,1:22.597
14,847,3,1:22.756
15,8,51,1:23.156
16,849,3,1:23.213
17,841,51,1:23.262
18,854,210,1:23.407
19,853,210,1:25.859
