,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,barrichello,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,coulthard,3,3,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ralf_schumacher,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,3,3,3,3,3,3,3,0,0,0,0,0
4,raikkonen,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3
5,montoya,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4
6,sato,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5
7,trulli,8,8,8,8,8,8,7,7,7,7,7,7,7,7,8,14,13,13,12,10,8,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,button,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,14,14,13,11,9,8,7,7,7,7,7,7,7,7,7,7,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,0
9,heidfeld,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,7,7,8,12,11,10,9,9,9,9,9,9,9,9,9,9,7,7,7,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,0
10,fisichella,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,8,8,7,7,13,12,11,11,11,11,11,11,11,11,11,11,9,8,8,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,salo,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,9,10,14,13,12,11,10,10,10,10,10,10,10,10,10,10,8,9,12,12,12,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,0
12,massa,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,villeneuve,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,10,9,9,14,14,13,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,irvine,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,12,11,11,10,8,7,7,13,13,13,13,13,12,12,12,12,12,11,11,10,8,8,8,10,10,10,10,10,10,10,10,10,10,9,9,9,9,0
15,rosa,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,13,12,12,11,9,10,14,14,14,14,14,14,13,13,13,13,13,12,12,11,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,panis,17,17,17,16,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,yoong,18,18,18,17,16,16,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
