,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
12,140.0,30.0,michael_schumacher,1.0,1.0,Finished,99123.0,196743.0,294158.0,391264.0,488604.0,585704.0,682682.0,779834.0,876929.0,973638.0,1070993.0,1168079.0,1265060.0,1361537.0,1457662.0,1554004.0,1650456.0,1746616.0,1843057.0,1942653.0,2061809.0,2158875.0,2255338.0,2352089.0,2448843.0,2545723.0,2642456.0,2739421.0,2836727.0,2933411.0,3030655.0,3127231.0,3224047.0,3321478.0,3418737.0,3516051.0,3612263.0,3713144.0,3832257.0,3931742.0,4030011.0,4127770.0,4225230.0,4322763.0,4420666.0,4518860.0,4615995.0,4713724.0,4811437.0,4911422.0,5010796.0,5110267.0,5219698.0
10,140.0,22.0,barrichello,2.0,1.0,Finished,101412.0,199820.0,297477.0,394770.0,492494.0,589755.0,686849.0,784113.0,881698.0,978812.0,1075811.0,1172779.0,1269783.0,1366595.0,1463440.0,1560501.0,1657226.0,1753662.0,1850013.0,1946644.0,2046242.0,2167220.0,2263565.0,2359944.0,2456446.0,2552797.0,2649626.0,2746899.0,2844141.0,2941055.0,3038510.0,3136133.0,3233453.0,3330947.0,3428357.0,3525216.0,3626511.0,3747091.0,3847028.0,3944041.0,4040997.0,4138561.0,4236258.0,4333485.0,4431019.0,4528706.0,4627670.0,4725603.0,4823980.0,4922470.0,5021305.0,5119427.0,5220205.0
5,140.0,14.0,coulthard,18.0,37.0,Throttle,102148.0,201026.0,299475.0,397944.0,496430.0,594681.0,728267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,140.0,23.0,ralf_schumacher,11.0,5.0,Engine,102755.0,201749.0,300744.0,399575.0,498164.0,596924.0,695520.0,793847.0,891908.0,989847.0,1087931.0,1185842.0,1283518.0,1381563.0,1478928.0,1576370.0,1673693.0,1771051.0,1868591.0,1965960.0,2064047.0,2161966.0,2259084.0,2359782.0,2478437.0,2575027.0,2672324.0,2769069.0,2866533.0,2963628.0,3060889.0,3158055.0,3254960.0,3352207.0,3449252.0,3546358.0,3643524.0,3740532.0,3842347.0,3959989.0,4058072.0,4155407.0,4252734.0,4350644.0,4448107.0,4545844.0,4643769.0,4740991.0,,,,,
2,140.0,8.0,raikkonen,3.0,1.0,Finished,103525.0,202780.0,301640.0,400608.0,499441.0,598236.0,696981.0,795414.0,893454.0,991547.0,1089516.0,1187424.0,1285225.0,1382939.0,1480442.0,1577691.0,1675094.0,1772130.0,1869498.0,1966733.0,2064621.0,2165714.0,2286681.0,2383614.0,2481201.0,2579221.0,2677259.0,2775005.0,2872452.0,2969773.0,3067168.0,3164287.0,3263195.0,3360484.0,3458183.0,3555496.0,3652835.0,3750062.0,3847905.0,3945355.0,4046094.0,4163999.0,4261191.0,4358608.0,4455550.0,4552398.0,4649757.0,4752266.0,4851096.0,4948706.0,5046312.0,5144486.0,5242990.0
13,140.0,31.0,montoya,4.0,1.0,Finished,104146.0,203739.0,302853.0,402059.0,500924.0,599986.0,698917.0,797932.0,896812.0,995404.0,1093731.0,1192283.0,1290541.0,1388882.0,1486829.0,1585374.0,1683312.0,1781384.0,1879199.0,1976641.0,2074005.0,2172869.0,2270406.0,2367761.0,2469427.0,2589386.0,2687039.0,2784180.0,2881680.0,2979344.0,3076574.0,3173770.0,3272113.0,3369455.0,3466657.0,3563494.0,3660447.0,3757204.0,3854057.0,3954873.0,4072714.0,4170084.0,4267905.0,4365613.0,4463849.0,4561965.0,4660511.0,4759006.0,4857868.0,4956376.0,5055961.0,5156139.0,5255973.0
3,140.0,11.0,sato,5.0,1.0,Finished,105001.0,205118.0,304728.0,404470.0,504235.0,604223.0,704305.0,804851.0,904552.0,1003927.0,1103240.0,1202644.0,1301855.0,1401329.0,1500443.0,1599856.0,1699006.0,1798170.0,1897332.0,1996015.0,2099090.0,2219720.0,2317972.0,2416230.0,2514393.0,2612827.0,2711327.0,2809757.0,2908167.0,3006578.0,3104760.0,3203760.0,3302171.0,3400167.0,3498007.0,3601141.0,3722337.0,3820344.0,3918762.0,4017192.0,4115615.0,4214077.0,4312370.0,4410744.0,4509516.0,4607892.0,4706496.0,4804819.0,4904755.0,5003859.0,5102880.0,5201850.0,5302392.0
6,140.0,15.0,trulli,14.0,26.0,Mechanical,105561.0,205518.0,305727.0,405240.0,504964.0,604884.0,705092.0,805218.0,905391.0,1004794.0,1104215.0,1203611.0,1302859.0,1401997.0,1504577.0,1624169.0,1722455.0,1821042.0,1919939.0,2018314.0,2116748.0,2215193.0,2313464.0,2411535.0,2510007.0,2608428.0,2706960.0,2805183.0,2903371.0,3001371.0,3099759.0,3197923.0,,,,,,,,,,,,,,,,,,,,,
8,140.0,18.0,button,6.0,11.0,+1 Lap,105963.0,206237.0,306329.0,406212.0,505878.0,605439.0,705636.0,805896.0,906044.0,1005479.0,1105157.0,1204212.0,1303570.0,1402676.0,1502100.0,1604084.0,1724325.0,1822542.0,1921072.0,2019532.0,2118188.0,2216758.0,2315263.0,2413449.0,2511882.0,2610547.0,2708629.0,2806920.0,2905047.0,3003329.0,3101375.0,3203240.0,3326522.0,3425397.0,3524312.0,3625091.0,3724709.0,3823615.0,3922907.0,4022081.0,4121412.0,4220652.0,4319542.0,4418396.0,4519479.0,4618641.0,4717744.0,4817494.0,4917128.0,5016489.0,5115944.0,5220657.0,
1,140.0,2.0,heidfeld,7.0,11.0,+1 Lap,106829.0,207214.0,307416.0,407662.0,507975.0,607829.0,707709.0,808437.0,908400.0,1008337.0,1108269.0,1207876.0,1307099.0,1406077.0,1505277.0,1604524.0,1703444.0,1802034.0,1904599.0,2025471.0,2124005.0,2222736.0,2321553.0,2420170.0,2518974.0,2617683.0,2716612.0,2815448.0,2914177.0,3012880.0,3111479.0,3210077.0,3309188.0,3407751.0,3510359.0,3632291.0,3730906.0,3829669.0,3928986.0,4028083.0,4128767.0,4228168.0,4327921.0,4426981.0,4526546.0,4625707.0,4726745.0,4826075.0,4925680.0,5024810.0,5124045.0,5222825.0,
