,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,hamilton,1,1,1,1,1,1,1,18,21,20,20,18,18,18,17,14,14,14,14,14,14,14,14,13,13,12,12,12,12,11,9,8,8,6,6,6,14,11,11,10,10,9,9,9,9,7,6,6,5,5,4,4
1,vettel,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0
2,rosberg,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
3,sutil,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,7,7,7,6,6,6,6,6,4,3,3,3,3,4,5,6,6,7,7
4,massa,5,5,5,5,5,5,5,4,4,21,21,21,21,21,21,21,21,21,21,21,21,18,18,18,17,15,15,14,13,13,12,12,10,9,10,10,16,13,13,13,13,12,11,11,11,9,8,7,7,7,6,6
5,raikkonen,6,6,6,6,6,6,6,5,5,4,3,9,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,12,10,9,6,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,4,5,5
6,ricciardo,7,7,7,7,7,7,7,6,7,6,5,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,3,11,8,8,8,7,7,7,7,7,5,4,4,4,5,7,8,8,8,8,8
7,grosjean,8,9,9,9,9,9,9,8,6,13,10,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,7,14,13,12,11,11,11,9,10,10,11,11,10,10,10,10,10,9,9,9,11,12,0
8,alonso,9,8,8,8,8,8,8,7,8,5,11,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,11,10,7,4,5,5,5,5,5,5,3,8,8,8,8,6,5,4,4,3,3,3
9,button,10,10,10,10,11,11,12,11,11,9,7,13,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,7,6,13,12,12,12,10,9,9,9,9,7,7,7,7,8,12,12,13,13,13,13
10,perez,11,11,11,11,10,10,10,9,9,8,6,4,3,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,8,6,5,4,10,9,9,8,8,8,8,8,6,6,6,6,18,0,0,0,0,0,0
11,hulkenberg,12,12,13,13,13,13,13,12,12,10,8,5,15,15,13,12,12,12,12,12,12,12,12,12,11,19,18,16,16,16,15,15,15,14,15,15,13,16,15,15,15,14,13,13,13,12,11,11,11,10,10,10
12,gutierrez,13,14,14,14,14,14,14,13,15,11,16,16,14,14,14,13,13,13,13,13,13,13,13,14,14,13,13,19,19,21,21,21,20,20,19,18,18,18,17,16,19,18,18,18,18,16,15,15,15,15,15,14
13,webber,14,13,12,12,12,12,11,10,10,7,14,12,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,6,4,11,9,5,4,4,4,4,4,4,4,2,5,5,5,4,3,2,2,2,2,2
14,maldonado,15,15,15,17,17,17,17,16,16,14,12,11,12,13,12,15,15,15,15,15,15,15,15,15,15,14,14,13,14,14,13,14,14,13,13,14,11,15,14,14,14,13,12,12,14,13,13,13,12,12,11,11
15,vergne,16,16,16,15,15,15,15,14,14,12,9,6,6,11,18,16,16,16,16,16,16,16,16,16,16,21,21,20,20,19,19,19,19,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,bottas,17,18,18,18,18,18,18,17,17,15,13,15,16,16,15,17,17,17,17,17,17,17,17,17,18,16,16,15,15,15,16,16,16,16,16,16,15,14,19,18,17,16,16,16,16,14,14,14,14,14,14,12
17,resta,18,17,17,16,16,16,16,15,13,16,15,14,13,12,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,10,8,7,5,15,14,13,12,12,12,12,12,11,14,14,12,11,10,10,10,9,9,9
18,pic,19,19,19,19,19,19,19,19,18,17,17,17,17,17,16,18,18,18,18,18,18,19,19,19,19,17,17,17,17,17,17,17,17,17,18,17,17,17,16,17,16,15,15,15,15,15,16,16,16,16,16,15
19,chilton,20,21,21,21,21,21,21,21,20,19,19,19,20,20,20,20,20,20,20,20,20,21,21,21,21,20,20,21,21,20,20,20,21,21,21,20,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,17
20,jules_bianchi,21,20,20,20,20,20,20,20,19,18,18,20,19,19,19,19,19,19,19,19,19,20,20,20,20,18,19,18,18,18,18,18,18,19,20,19,19,19,18,19,18,17,17,17,17,17,17,17,17,17,17,16
