,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,926,1,hamilton,131,1,1,Finished,142988,288993,422778,516271,609036,701721,794314,887213,980146,1073057,1165799,1258231,1350722,1443755,1536932,1629390,1721538,1814000,1906347,1998653,2090593,2182998,2275789,2368714,2479918,2578930,2671951,2765192,2858016,2950021,3041697,3133650,3225525.0,3318596.0,3410591.0,3502153.0,3593667.0,3684801.0,3776009.0,3867834.0,3959181.0,4051163.0,4142704.0,4234397.0,4325626.0,4416803.0,4508452.0,4599676.0,4690699.0,4781644.0,4873448.0,4965690.0,5057398.0,5148671.0,5240029.0,5331022.0,5422422.0,5514067.0
1,926,3,rosberg,131,2,1,Finished,144350,289592,424012,518650,611718,704089,796916,889376,981756,1074328,1167512,1260162,1352914,1445844,1539420,1631744,1724044,1816409,1908652,2001078,2093532,2186543,2279491,2372539,2466503,2578071,2676623,2768715,2860823,2952577,3044186,3135923,3227583.0,3320564.0,3412339.0,3503694.0,3595304.0,3686877.0,3778442.0,3870240.0,3961640.0,4053133.0,4144392.0,4236635.0,4327866.0,4419185.0,4510277.0,4601609.0,4692750.0,4784134.0,4875577.0,4967255.0,5058943.0,5150354.0,5241726.0,5333092.0,5424281.0,5515427.0
3,926,13,massa,3,4,1,Finished,146113,290531,424967,520117,614045,707515,800720,894296,987508,1080562,1173733,1267217,1360572,1453926,1547443,1640690,1733849,1827094,1920289,2013430,2124991,2223938,2318493,2410565,2503607,2596187,2689246,2782466,2875584,2968494,3061249,3154062,3246838.0,3339695.0,3432307.0,3524914.0,3617207.0,3709651.0,3802561.0,3895337.0,3988084.0,4080442.0,4172583.0,4264674.0,4356621.0,4448894.0,4540967.0,4632769.0,4724700.0,4816419.0,4908278.0,5000135.0,5092424.0,5184208.0,5276152.0,5367905.0,5459905.0,5552263.0
5,926,20,vettel,6,3,1,Finished,147522,291591,425437,520798,614825,708263,801460,895214,988205,1081279,1174769,1268366,1361879,1455253,1549106,1642279,1735508,1828654,1921822,2014967,2107826,2200133,2292797,2404060,2502603,2594718,2687147,2779817,2872249,2964767,3057465,3149908,3242208.0,3335064.0,3427697.0,3520264.0,3612720.0,3705238.0,3798967.0,3891611.0,3984284.0,4076937.0,4169066.0,4261400.0,4353688.0,4445742.0,4538001.0,4630038.0,4722165.0,4813919.0,4905497.0,4996954.0,5088446.0,5180293.0,5272012.0,5363490.0,5455207.0,5548590.0
12,926,832,sainz,5,9,11,+1 Lap,148880,292464,426048,523710,618905,713462,808879,903271,997875,1092225,1186813,1281374,1376220,1470960,1565668,1659902,1754215,1848737,1942969,2037665,2131965,2226764,2321697,2468671,2569286,2662512,2755593,2849055,2943122,3036688,3130394,3224467,3321253.0,3416757.0,3512397.0,3608225.0,3703944.0,3799725.0,3894011.0,3990282.0,4083826.0,4177254.0,4271225.0,4364754.0,4458213.0,4552082.0,4645652.0,4738881.0,4831753.0,4924777.0,5017851.0,5111497.0,5204946.0,5299923.0,5393289.0,5487363.0,5582691.0,
11,926,831,nasr,15,5,1,Finished,149928,293737,426101,522385,617533,712294,806557,901062,995392,1089556,1183501,1277548,1371759,1465939,1560324,1653920,1747469,1841319,1935064,2029182,2123430,2217152,2311416,2405507,2520322,2621158,2713924,2806855,2900231,2993690,3087156,3180741,3274126.0,3367360.0,3461247.0,3554682.0,3647903.0,3740922.0,3834351.0,3927478.0,4020217.0,4113072.0,4205977.0,4299035.0,4392475.0,4485087.0,4577719.0,4670732.0,4763920.0,4857686.0,4951605.0,5045402.0,5139455.0,5232470.0,5325258.0,5418629.0,5512586.0,5609216.0
8,926,817,ricciardo,9,6,11,+1 Lap,150426,294315,426437,523112,618204,713014,807434,901944,996157,1090393,1184430,1278459,1372450,1466804,1561433,1655515,1749855,1844818,1939274,2033562,2128250,2222899,2336699,2436510,2530346,2624107,2717650,2811224,2904326,2997265,3090472,3183611,3276739.0,3369906.0,3462911.0,3555974.0,3648908.0,3741808.0,3835039.0,3928211.0,4021214.0,4114244.0,4207289.0,4300666.0,4395281.0,4488078.0,4581331.0,4675352.0,4769363.0,4862484.0,4956174.0,5049398.0,5142730.0,5236072.0,5330006.0,5428240.0,5524816.0,
2,926,8,raikkonen,6,12,36,Wheel,151903,295770,427026,524256,619327,714011,808137,902401,996640,1090862,1184923,1278922,1372820,1467402,1561888,1679488,1778703,1870663,1963905,2056017,2148026,2240220,2332555,2426570,2518892,2611773,2703454,2795406,2887459,2979044,3070991,3162514,3254517.0,3347516.0,3439670.0,3531096.0,3622793.0,3714552.0,3806862.0,3917916.0,,,,,,,,,,,,,,,,,,
10,926,830,max_verstappen,5,13,5,Engine,152685,296651,427396,525178,620913,716283,811323,906492,1001213,1096370,1191496,1286525,1381113,1476147,1571129,1665568,1759869,1854404,1949246,2043936,2138482,2233123,2327600,2422082,2516887,2611604,2706700,2801363,2895892,2990187,3085016,3199126,,,,,,,,,,,,,,,,,,,,,,,,,,
6,926,807,hulkenberg,10,7,11,+1 Lap,153291,297884,427855,525846,621790,717104,812268,907695,1002603,1097660,1192687,1287408,1382180,1477000,1572115,1666849,1761614,1856324,1951139,2046126,2158894,2258378,2351899,2445756,2540159,2634767,2729084,2823469,2917884,3012250,3106537,3200752,3294764.0,3389040.0,3482799.0,3576962.0,3670831.0,3764811.0,3858824.0,3952780.0,4047143.0,4141275.0,4238775.0,4350134.0,4450991.0,4543231.0,4635504.0,4727474.0,4819449.0,4911520.0,5003926.0,5097042.0,5189773.0,5282294.0,5375244.0,5467920.0,5561250.0,
7,926,815,perez,10,10,11,+1 Lap,153942,298474,428490,528643,625869,722836,821399,916809,1012905,1109079,1204880,1302285,1398517,1501963,1597592,1692972,1788629,1884024,1979827,2075044,2170729,2266392,2361637,2457420,2552862,2648574,2744923,2841615,2937478,3032568,3127614,3223289,3319955.0,3416378.0,3512142.0,3607959.0,3702830.0,3823239.0,3922634.0,4014629.0,4106654.0,4199206.0,4292407.0,4384766.0,4477040.0,4568999.0,4661124.0,4753459.0,4845671.0,4938367.0,5030927.0,5123875.0,5217267.0,5310527.0,5404251.0,5499996.0,5594993.0,
4,926,18,button,1,11,12,+2 Laps,154851,299364,428965,527536,625348,721809,817836,914510,1010888,1107813,1204231,1301591,1397778,1495323,1591999,1688242,1784570,1880565,1976728,2072866,2169059,2265276,2360919,2456488,2551936,2647781,2763612,2865154,2960118,3055016,3150942,3247889,3343823.0,3440784.0,3536204.0,3631097.0,3726221.0,3821166.0,3916299.0,4011159.0,4106183.0,4202266.0,4297741.0,4396105.0,4491519.0,4586045.0,4680772.0,4775284.0,4870451.0,4968331.0,5064135.0,5159823.0,5255365.0,5350709.0,5444949.0,5538287.0,,
