,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,barrichello,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,frentzen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,6,6,6,6,6,6,5,4,3,3,2,2,2,1,1,1,2,6,6,6,6,5,4,4,4,5,6,6,8,0,0,0,0,0,0
2,coulthard,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,hakkinen,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,8,8,7,7,6,6,6,5,5,5,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,button,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,8,8,8,8,8,8,7,7,6,6,5,5,5,4,4,4,4,3,3,3,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5
5,villeneuve,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,4,4,3,5,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,0,0
6,ralf_schumacher,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,7,7,7,7,7,6,6,5,5,4,4,4,3,3,3,3,2,2,2,2,3,5,5,5,4,4,4,4,4,4,4,4,4,4
7,michael_schumacher,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,5,5,5,5,5,5,4,3,2,2,1,1,1,6,6,6,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3
8,verstappen,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,trulli,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6
10,fisichella,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,19,18,18,18,18,15,14,14,12,11,10,10,10,10,10,10,10,9,9,8,9,13,13,13,13,12,11,11,10,9,9,9,9,9,9,9,8,8,7,7,7,0
11,irvine,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,12,15,14,13,13,13,13,13,13,12,10,10,10,10,9,9,9,9,9,9,9,16,16,16,16,16,15,15,15,14,14,13,13,13,0
12,alesi,13,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,12,11,11,11,15,18,17,17,16,15,15,15,15,15,15,15,15,12,11,11,11,10,10,10,10,11,14,14,13,12,12,12,12,12,12,12,11,11,10,10,10,0
13,salo,14,13,13,13,13,13,13,13,13,13,13,13,13,13,18,20,20,20,20,19,19,19,19,16,15,15,13,12,11,11,11,11,11,11,11,17,16,16,15,15,14,14,14,13,12,12,11,10,10,10,10,10,10,10,9,9,8,8,8,0
14,zonta,15,15,15,15,16,16,16,16,16,16,16,16,16,15,14,14,14,13,13,12,12,12,11,11,11,10,10,10,14,14,14,14,14,14,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,diniz,16,19,19,19,19,19,19,19,19,19,19,19,19,18,17,17,17,17,16,15,15,15,13,13,13,13,17,16,16,16,16,16,16,16,16,13,12,12,12,11,11,11,12,15,15,15,14,13,13,13,13,13,13,13,12,12,11,11,11,0
16,rosa,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,15,14,14,13,13,13,16,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,wurz,18,16,16,16,15,15,15,15,15,15,15,15,15,21,21,21,21,21,21,20,20,20,20,17,16,16,14,13,12,12,12,12,12,12,13,18,17,17,16,16,15,15,15,14,13,13,12,11,11,11,11,11,11,11,10,10,9,9,9,0
18,herbert,19,18,18,18,18,18,18,18,18,18,18,18,18,17,16,16,16,16,15,14,14,14,12,12,12,11,11,17,17,17,17,17,17,17,17,14,13,13,13,12,12,12,11,10,10,10,9,14,14,14,14,14,14,14,13,13,12,12,12,0
19,heidfeld,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,18,17,16,16,16,14,14,19,19,19,19,19,19,19,19,19,19,19,16,15,15,17,17,16,16,16,16,16,16,15,15,15,15,15,0,0,0,0,0,0,0,0,0
20,gene,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,19,19,19,18,17,17,17,17,19,18,18,18,18,18,18,18,18,18,18,18,15,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,14,14,14,0
