,0,1,2
0,1,131,1:32.850
1,3,131,1:33.264
2,830,9,1:33.420
3,817,9,1:33.467
4,20,6,1:33.584
5,8,6,1:33.632
6,815,10,1:34.319
7,807,10,1:34.441
8,18,1,1:34.431
9,13,3,1:34.422
10,822,3,1:34.577
11,154,210,1:35.001
12,821,210,1:35.097
13,825,4,1:35.277
14,826,5,1:35.369
15,832,5,1:35.374
16,828,15,1:35.816
17,831,15,1:35.949
18,835,4,1:35.999
19,839,209,1:36.451
20,836,209,1:36.587
21,4,1,1:37.155
