,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1,963.0,1.0,hamilton,18.0,5.0,Engine,124909.0,259894.0,362228.0,462861.0,562951.0,663297.0,763503.0,863889.0,993207.0,1125126.0,1224769.0,1324469.0,1424053.0,1523851.0,1623872.0,1724487.0,1824627.0,1925244.0,2026112.0,2131004.0,2248645.0,2348118.0,2447528.0,2546714.0,2647038.0,2746581.0,2846446.0,2945810.0,3044945.0,3143886.0,3242481.0,3341388.0,3440083.0,3539265.0,3638132.0,3736800.0,3835422.0,3934051.0,4033191.0,4132572.0,,,,,,,,,,,,,,,,
10,963.0,817.0,ricciardo,1.0,1.0,Finished,127565.0,262320.0,363298.0,463760.0,564240.0,665063.0,765580.0,866253.0,996734.0,1127428.0,1227685.0,1327636.0,1427706.0,1527861.0,1628857.0,1729777.0,1830261.0,1931123.0,2031762.0,2132871.0,2237654.0,2356955.0,2456827.0,2556848.0,2656830.0,2756895.0,2856830.0,2956925.0,3056905.0,3156778.0,3256506.0,3356306.0,3456163.0,3555746.0,3655831.0,3755622.0,3855807.0,3955540.0,4055626.0,4155292.0,4297775.0,4455951.0,4558391.0,4655840.0,4753599.0,4851389.0,4949031.0,5046974.0,5144910.0,5242743.0,5340933.0,5438698.0,5536316.0,5634145.0,5732923.0,5832776.0
9,963.0,815.0,perez,6.0,1.0,Finished,128369.0,263126.0,366127.0,468701.0,570413.0,672043.0,773394.0,874989.0,1011679.0,1153251.0,1255047.0,1357115.0,1458609.0,1560347.0,1663242.0,1765349.0,1867247.0,1969093.0,2070814.0,2172934.0,2275166.0,2376391.0,2477901.0,2579355.0,2681156.0,2782645.0,2883697.0,2984827.0,3086072.0,3187238.0,3288278.0,3393060.0,3512242.0,3612609.0,3712890.0,3812941.0,3913119.0,4013121.0,4112933.0,4233250.0,4372443.0,4502173.0,4601872.0,4701640.0,4801455.0,4901022.0,5000415.0,5100225.0,5199867.0,5299370.0,5398698.0,5498591.0,5598207.0,5697608.0,5796983.0,5896570.0
4,963.0,8.0,raikkonen,4.0,1.0,Finished,129922.0,263730.0,366436.0,467189.0,568305.0,669323.0,769932.0,870772.0,1002201.0,1131172.0,1231588.0,1332219.0,1432684.0,1533236.0,1634111.0,1735110.0,1836280.0,1937646.0,2038952.0,2144560.0,2264610.0,2364889.0,2465088.0,2565476.0,2665686.0,2765573.0,2865660.0,2965895.0,3065937.0,3165808.0,3265730.0,3369127.0,3488048.0,3587336.0,3686376.0,3785379.0,3884786.0,3985975.0,4086068.0,4200175.0,4354419.0,4490164.0,4588176.0,4686140.0,4783673.0,4881385.0,4978851.0,5076658.0,5174213.0,5272513.0,5370548.0,5468980.0,5566927.0,5664924.0,5763386.0,5861561.0
16,963.0,830.0,max_verstappen,2.0,1.0,Finished,131236.0,263613.0,364840.0,465332.0,565831.0,666340.0,766809.0,867477.0,999795.0,1141919.0,1241972.0,1341836.0,1441053.0,1540750.0,1640712.0,1740796.0,1840518.0,1940590.0,2040361.0,2140823.0,2240336.0,2340136.0,2439866.0,2539892.0,2640127.0,2740303.0,2844069.0,2962328.0,3061573.0,3161004.0,3260498.0,3360017.0,3458947.0,3558402.0,3657708.0,3757217.0,3856627.0,3956143.0,4056137.0,4156038.0,4300053.0,4459791.0,4560493.0,4657869.0,4755395.0,4853143.0,4950803.0,5048458.0,5146066.0,5243992.0,5342205.0,5440145.0,5538375.0,5636995.0,5735853.0,5835219.0
6,963.0,18.0,button,9.0,1.0,Finished,134071.0,264490.0,367294.0,469593.0,571647.0,673379.0,775320.0,877293.0,1017777.0,1156862.0,1258848.0,1361348.0,1463888.0,1565899.0,1667915.0,1770003.0,1871779.0,1973699.0,2075544.0,2177384.0,2279152.0,2380913.0,2482655.0,2584461.0,2686102.0,2787718.0,2889374.0,2991145.0,3092957.0,3194576.0,3296195.0,3398178.0,3499995.0,3602011.0,3703937.0,3806196.0,3912555.0,4031737.0,4131692.0,4262830.0,4402774.0,4524334.0,4624517.0,4724127.0,4823408.0,4922676.0,5022434.0,5122137.0,5221533.0,5320408.0,5419148.0,5518325.0,5617267.0,5716582.0,5815663.0,5914592.0
8,963.0,807.0,hulkenberg,8.0,1.0,Finished,134508.0,265143.0,367939.0,470379.0,572224.0,674120.0,776029.0,878612.0,1018680.0,1157465.0,1260863.0,1362710.0,1464458.0,1567284.0,1669036.0,1771174.0,1872901.0,1974913.0,2076551.0,2178330.0,2280348.0,2382066.0,2483748.0,2585441.0,2686922.0,2788566.0,2889908.0,2994901.0,3114531.0,3215189.0,3316089.0,3416799.0,3518006.0,3618675.0,3718951.0,3818902.0,3918877.0,4018781.0,4118418.0,4245689.0,4404367.0,4524592.0,4622385.0,4720920.0,4819245.0,4918119.0,5017159.0,5115963.0,5214732.0,5313504.0,5412457.0,5511439.0,5610106.0,5708707.0,5807366.0,5906838.0
12,963.0,822.0,bottas,5.0,1.0,Finished,135417.0,265429.0,368676.0,471154.0,573664.0,675931.0,778098.0,880690.0,1015938.0,1143158.0,1245525.0,1348016.0,1450188.0,1552339.0,1654685.0,1756828.0,1858961.0,1960990.0,2063070.0,2165017.0,2267708.0,2369524.0,2471077.0,2572782.0,2674426.0,2776150.0,2877860.0,2979670.0,3085014.0,3204634.0,3305220.0,3406401.0,3507571.0,3608678.0,3709276.0,3809566.0,3909949.0,4009848.0,4109765.0,4228876.0,4367390.0,4498397.0,4598668.0,4698999.0,4799121.0,4898787.0,4998447.0,5098242.0,5197603.0,5297385.0,5396717.0,5496419.0,5595618.0,5694833.0,5794379.0,5894358.0
7,963.0,154.0,grosjean,21.0,23.0,Brakes,135771.0,265977.0,369158.0,471892.0,574432.0,677785.0,779927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,963.0,839.0,ocon,16.0,11.0,+1 Lap,136797.0,266830.0,370953.0,474765.0,577814.0,681544.0,784182.0,887381.0,1025450.0,1148783.0,1252414.0,1359452.0,1482752.0,1585872.0,1688896.0,1792143.0,1895017.0,1998274.0,2101898.0,2205063.0,2308100.0,2411533.0,2514678.0,2617910.0,2720826.0,2823750.0,2926795.0,3029887.0,3132937.0,3236073.0,3343200.0,3473652.0,3575631.0,3677710.0,3780379.0,3882642.0,3987054.0,4089141.0,4205995.0,4344020.0,4481542.0,4585177.0,4688193.0,4789793.0,4891260.0,4995455.0,5097207.0,5201915.0,5303911.0,5407252.0,5509425.0,5612491.0,5718719.0,5820832.0,5922525.0,
18,963.0,832.0,sainz,11.0,1.0,Finished,138243.0,267384.0,370530.0,473350.0,575817.0,678541.0,780745.0,883414.0,1020805.0,1143719.0,1245998.0,1348672.0,1450919.0,1553643.0,1656208.0,1759270.0,1861908.0,1964857.0,2067901.0,2175078.0,2295820.0,2397556.0,2499100.0,2600927.0,2702711.0,2804326.0,2906166.0,3007781.0,3109743.0,3211135.0,3313325.0,3415009.0,3516720.0,3618405.0,3720693.0,3821919.0,3926870.0,4046448.0,4146041.0,4281546.0,4422679.0,4536125.0,4635417.0,4734660.0,4834269.0,4933534.0,5033549.0,5132965.0,5232589.0,5332173.0,5431715.0,5531378.0,5631161.0,5730950.0,5831010.0,5931654.0
3,963.0,4.0,alonso,7.0,1.0,Finished,139454.0,267826.0,370582.0,472097.0,574748.0,676903.0,778726.0,881089.0,1024039.0,1158310.0,1261558.0,1363955.0,1465716.0,1568541.0,1671214.0,1773148.0,1874875.0,1976443.0,2078319.0,2180110.0,2281807.0,2383409.0,2484919.0,2586597.0,2688507.0,2789989.0,2894813.0,3013519.0,3113284.0,3213416.0,3314024.0,3414789.0,3514436.0,3614101.0,3713786.0,3814559.0,3915189.0,4014772.0,4114422.0,4238737.0,4395148.0,4518263.0,4616885.0,4715176.0,4813676.0,4912154.0,5010919.0,5109703.0,5208289.0,5306989.0,5405636.0,5504088.0,5602461.0,5700891.0,5799469.0,5897981.0
15,963.0,828.0,ericsson,12.0,11.0,+1 Lap,140636.0,268938.0,371834.0,475097.0,578335.0,681965.0,784570.0,887794.0,1026162.0,1148891.0,1250774.0,1352967.0,1455072.0,1557242.0,1659586.0,1761885.0,1864134.0,1966931.0,2069513.0,2172263.0,2278490.0,2399641.0,2501211.0,2602798.0,2704567.0,2806122.0,2907492.0,3008901.0,3110555.0,3212003.0,3314314.0,3416305.0,3517746.0,3620193.0,3721495.0,3822978.0,3927803.0,4048438.0,4148597.0,4283971.0,4424685.0,4539105.0,4639224.0,4739592.0,4839794.0,4939953.0,5040129.0,5140118.0,5240047.0,5340277.0,5442839.0,5542690.0,5642739.0,5742812.0,5842593.0,
19,963.0,835.0,jolyon_palmer,10.0,1.0,Finished,141358.0,269407.0,373429.0,477162.0,580617.0,684045.0,788233.0,891891.0,1030661.0,1154269.0,1257183.0,1360527.0,1463598.0,1567806.0,1670846.0,1774639.0,1877522.0,1980355.0,2083040.0,2185699.0,2288315.0,2390831.0,2493268.0,2596057.0,2698426.0,2800817.0,2903109.0,3005472.0,3108033.0,3210364.0,3318287.0,3437397.0,3538145.0,3640605.0,3741081.0,3841452.0,3941925.0,4042127.0,4142222.0,4277496.0,4417508.0,4533479.0,4633248.0,4732683.0,4832179.0,4931591.0,5031269.0,5131045.0,5230509.0,5330129.0,5429611.0,5529203.0,5628553.0,5728196.0,5828169.0,5928242.0
20,963.0,836.0,wehrlein,15.0,11.0,+1 Lap,142244.0,270051.0,374000.0,477715.0,581065.0,684373.0,786999.0,890174.0,1032641.0,1169753.0,1273811.0,1376896.0,1479884.0,1583106.0,1685965.0,1789078.0,1891885.0,1995152.0,2098182.0,2201309.0,2304247.0,2407561.0,2510711.0,2614017.0,2717087.0,2820225.0,2923183.0,3026277.0,3129413.0,3236278.0,3360810.0,3462625.0,3564673.0,3667444.0,3769444.0,3871234.0,3972937.0,4074838.0,4185644.0,4325514.0,4468285.0,4590442.0,4690782.0,4791103.0,4891564.0,4994272.0,5094455.0,5194673.0,5295162.0,5395099.0,5497841.0,5599637.0,5699465.0,5801649.0,5901302.0,
