,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,perez,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,leclerc,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,ricciardo,5,5,5,5,5,5,5,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,sainz,6,6,6,6,6,6,6,6,6,6,6,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7
6,norris,7,7,7,7,7,7,7,7,7,7,11,10,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,tsunoda,8,8,8,8,8,8,8,8,8,14,12,12,11,11,11,10,10,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
8,bottas,9,9,10,10,10,10,10,10,10,9,7,5,5,5,5,11,11,9,8,8,8,8,8,8,8,8,8,8,8,7,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
9,gasly,10,10,9,9,9,9,9,9,9,8,13,13,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,giovinazzi,11,11,11,11,11,11,11,11,16,15,15,14,13,12,12,12,12,11,11,12,12,12,11,11,12,12,15,15,15,15,15,14,14,14,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,0
11,raikkonen,12,12,12,12,12,12,12,12,11,10,8,6,15,14,14,13,13,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,13,0
12,ocon,13,13,13,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,russell,14,14,14,13,13,13,13,13,13,17,17,16,16,15,15,15,15,14,13,13,13,13,13,13,14,14,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,0
14,vettel,15,15,15,14,14,14,14,14,12,11,9,9,9,9,9,8,8,15,14,14,14,14,14,14,13,13,12,12,11,11,11,10,9,9,9,9,9,9,13,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,0
15,alonso,16,16,16,15,15,15,15,17,17,16,16,15,14,13,13,14,14,13,12,11,11,11,12,12,11,11,11,11,14,14,14,13,13,13,12,12,12,12,11,14,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0
16,mick_schumacher,17,18,18,17,17,17,17,16,15,13,14,19,19,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,0,0
17,stroll,18,17,17,16,16,16,16,15,14,12,10,11,10,10,10,9,9,10,15,15,15,15,15,15,15,15,14,14,12,12,12,11,10,12,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,0
18,latifi,19,19,19,18,18,18,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,0
