,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,barrichello,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,9,9,7,6,6,6,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,6,6,6,6,5,4,3,3,3,3,3,4,5,8,8,8,8,8,8,8,8
1,webber,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,rosberg,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,kubica,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,8,6,5,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,buemi,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,12,12,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,5,5,5,5,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
5,nakajima,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,3,8,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,kobayashi,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,3,6,12,12,12,12,11,11,11,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,7,7,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
7,grosjean,8,8,8,8,8,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,8,8,8,7,6,6,6,9,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
8,button,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,2,2,2,2,2,10,9,9,9,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,3,3,3,3,4,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
9,alguersuari,10,10,10,10,10,12,13,13,13,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
10,vettel,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,5,4,4,4,4,2,2,2,2,2,2,2,2,7,7,7,7,7,5,5,5,5,5,5,5,5,4,4,4,4,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
11,hamilton,12,15,14,14,14,13,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,10,10,8,7,7,7,7,5,5,5,5,5,5,5,5,4,4,4,4,4,9,7,7,7,7,7,7,7,7,7,7,7,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
12,liuzzi,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,13,13,13,12,11,11,11,11,10,10,10,9,9,9,9,9,8,9,11,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
13,heidfeld,14,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,fisichella,15,14,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,12,12,12,11,10,10,10,10,9,9,9,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10
15,raikkonen,16,16,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,9,9,9,8,7,7,7,6,6,6,6,5,5,5,5,5,6,10,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6
