,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
4,218.0,22.0,barrichello,21.0,38.0,Steering,228665.0,424766.0,622580.0,766105.0,902909.0,1039873.0,1178491.0,1326411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,218.0,81.0,morbidelli,9.0,1.0,Finished,229672.0,425727.0,624241.0,767781.0,905395.0,1041447.0,1180007.0,1320676.0,1453487.0,1585022.0,1718022.0,1862044.0,2007933.0,2132526.0,2256626.0,2378761.0,2500172.0,2631471.0,2759742.0,2887700.0,3011927.0,3134967.0,3257018.0,3377444.0,3496914.0,3616522.0,3736846.0,3854859.0,3971779.0,4087700.0,4203035.0,4318313.0,4433488.0,4555254.0,4688023.0,4803259.0,4921120.0,5036571.0,5151389.0,5266284.0,5381611.0,5496598.0,5611655.0,5729299.0
20,218.0,77.0,berger,6.0,1.0,Finished,231414.0,427066.0,624851.0,769427.0,908278.0,1042759.0,1180185.0,1319692.0,1455505.0,1606692.0,1736685.0,1865632.0,1991951.0,2115727.0,2236758.0,2356208.0,2475514.0,2599324.0,2724450.0,2847597.0,2968129.0,3088665.0,3209987.0,3337346.0,3481118.0,3599302.0,3716371.0,3831979.0,3947130.0,4062123.0,4177144.0,4293413.0,4410913.0,4532524.0,4662709.0,4776676.0,4890807.0,5005148.0,5119511.0,5234087.0,5349206.0,5462885.0,5576534.0,5690458.0
18,218.0,75.0,nakano,22.0,10.0,Electrical,233291.0,427678.0,625599.0,772920.0,912081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,218.0,56.0,irvine,10.0,11.0,+1 Lap,234283.0,428233.0,626035.0,771221.0,911517.0,1052299.0,1193092.0,1337040.0,1488460.0,1620091.0,1747325.0,1875074.0,2003036.0,2127257.0,2254792.0,2375584.0,2494902.0,2620426.0,2746020.0,2868920.0,2990279.0,3111325.0,3231808.0,3352385.0,3472224.0,3590211.0,3707569.0,3823846.0,3939136.0,4058973.0,4192619.0,4309326.0,4425446.0,4541308.0,4657213.0,4773688.0,4890308.0,5006928.0,5123283.0,5239746.0,5355856.0,5471631.0,5587860.0,
19,218.0,76.0,magnussen,12.0,11.0,+1 Lap,234777.0,428670.0,626556.0,769670.0,906486.0,1042000.0,1178865.0,1318046.0,1450602.0,1582827.0,1715834.0,1847414.0,1983948.0,2137869.0,2259928.0,2383167.0,2504165.0,2631998.0,2759888.0,2886310.0,3010604.0,3134101.0,3255751.0,3376297.0,3496104.0,3616025.0,3736419.0,3856841.0,3974951.0,4097482.0,4232308.0,4351014.0,4468928.0,4586289.0,4703890.0,4822257.0,4939827.0,5057233.0,5174354.0,5290848.0,5406574.0,5522810.0,5638760.0,
14,218.0,63.0,salo,11.0,11.0,+1 Lap,235169.0,428785.0,627371.0,773879.0,914683.0,1056041.0,1198400.0,1337039.0,1477126.0,1631047.0,1760015.0,1884104.0,2008077.0,2129926.0,2254435.0,2376588.0,2497376.0,2625022.0,2750082.0,2873636.0,2996038.0,3118193.0,3239540.0,3360003.0,3481916.0,3601209.0,3719558.0,3837629.0,3959081.0,4096359.0,4214558.0,4332426.0,4450039.0,4567817.0,4685407.0,4802719.0,4920712.0,5039768.0,5157393.0,5274612.0,5393441.0,5510621.0,5627540.0,
21,218.0,79.0,katayama,14.0,12.0,+2 Laps,237003.0,430019.0,628818.0,775136.0,916091.0,1055673.0,1193223.0,1331432.0,1467110.0,1601021.0,1738273.0,1904721.0,2034157.0,2159069.0,2281810.0,2403135.0,2530239.0,2663637.0,2794669.0,2922243.0,3048710.0,3174081.0,3298259.0,3420806.0,3542021.0,3663102.0,3781388.0,3898969.0,4022979.0,4163590.0,4281672.0,4400615.0,4518087.0,4636361.0,4753404.0,4870266.0,4987142.0,5103946.0,5220219.0,5336433.0,5451846.0,5590021.0,,
13,218.0,58.0,marques,20.0,20.0,Spun off,238649.0,432049.0,631713.0,776519.0,915608.0,1054270.0,1192402.0,1330343.0,1464037.0,1597426.0,1732025.0,1871097.0,2020476.0,2147314.0,2271897.0,2394650.0,2520701.0,2653828.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,218.0,50.0,verstappen,17.0,20.0,Spun off,238680.0,432067.0,631117.0,777403.0,916716.0,1056467.0,1193500.0,1327347.0,1458305.0,1588136.0,1721609.0,1869789.0,1994784.0,2122743.0,2244526.0,2363935.0,2483763.0,2610698.0,2737493.0,2863697.0,2987178.0,3109832.0,3231127.0,3351947.0,3471625.0,,,,,,,,,,,,,,,,,,,
5,218.0,23.0,ralf_schumacher,18.0,20.0,Spun off,241198.0,434451.0,633535.0,779332.0,926866.0,1067838.0,1208141.0,1349659.0,1487709.0,1628442.0,1773459.0,1921885.0,2045857.0,2166558.0,2285866.0,2403650.0,2524781.0,2652316.0,2776424.0,2898679.0,3020238.0,,,,,,,,,,,,,,,,,,,,,,,
2,218.0,15.0,trulli,15.0,12.0,+2 Laps,437359.0,637782.0,780815.0,919933.0,1058348.0,1198164.0,1336214.0,1471087.0,1605480.0,1747094.0,1909061.0,2044501.0,2173600.0,2299915.0,2424439.0,2553540.0,2687539.0,2816385.0,2945230.0,3071865.0,3196671.0,3319869.0,3443427.0,3563625.0,3683525.0,3805889.0,3923906.0,4042151.0,4159181.0,4289257.0,4423799.0,4539615.0,4655575.0,4771244.0,4886996.0,5002667.0,5117819.0,5233044.0,5353440.0,5469489.0,5584669.0,5702667.0,,
