,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,michael_schumacher,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
1,irvine,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1
2,coulthard,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,hakkinen,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3
4,barrichello,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,8,7,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,herbert,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4
6,wurz,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,6,10,10,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,ralf_schumacher,8,8,8,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,villeneuve,9,9,9,9,9,10,10,9,9,9,9,9,9,9,8,8,8,8,8,7,6,5,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,9,10,10,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0
9,alesi,10,10,10,10,10,8,8,8,8,8,8,8,8,8,7,7,7,6,6,5,5,9,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,frentzen,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,8,7,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,gene,12,12,12,12,12,12,12,11,11,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,9,9,0
12,zanardi,13,13,16,19,19,17,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,11,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,0
13,badoer,14,14,14,14,18,18,16,15,15,15,15,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,takagi,15,15,13,13,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,panis,16,16,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,rosa,17,17,18,17,17,16,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,diniz,18,18,17,16,14,14,13,12,12,11,11,11,11,11,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,7,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
18,zonta,19,19,19,18,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
