,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
5,189,30,michael_schumacher,6,2,1,Finished,108384,212406,319108,426047,531676,636223.0,740111.0,843863.0,947404.0,1050698.0,1153710.0,1257366.0,1360315.0,1462996.0,1565884.0,1669969.0,1773448.0,1876852.0,1980339.0,2083487.0,2187537.0,2288480.0,2389220.0,2490106.0,2590373.0,2690898.0,2791590.0,2895523.0,3022395.0,3126240.0,3230133.0,3333967.0,3437907.0,3541586.0,3644858.0,3747590.0,3851487.0,3954715.0,4057255.0,4159255.0,4261104.0,4362826.0,4464476.0,4566119.0,4668030.0,4769645.0,4871163.0,4973268.0,5074928.0,5176564.0,5278331.0,5383230.0,5491577.0,5593779.0,5696210.0,5799534.0
13,189,56,irvine,6,1,1,Finished,110182,215573,320128,424991,528963,632573.0,736561.0,840583.0,944033.0,1047330.0,1150491.0,1254166.0,1357326.0,1460347.0,1562870.0,1665392.0,1768102.0,1870199.0,1971824.0,2073940.0,2175843.0,2278122.0,2379913.0,2482033.0,2587439.0,2709269.0,2812033.0,2914834.0,3017289.0,3119601.0,3221996.0,3325029.0,3427913.0,3530471.0,3632363.0,3734432.0,3836215.0,3937469.0,4038934.0,4140540.0,4245333.0,4366476.0,4468902.0,4570953.0,4672641.0,4774827.0,4876488.0,4978155.0,5080027.0,5183101.0,5285041.0,5387211.0,5490196.0,5592782.0,5695427.0,5798494.0
0,189,14,coulthard,1,16,32,Fuel pressure,110509,216024,320846,426560,530889,634116.0,737733.0,841249.0,944719.0,1048069.0,1151009.0,1254551.0,1357745.0,1460803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,189,57,hakkinen,1,3,1,Finished,111520,216746,321876,427017,532660,637010.0,741042.0,844947.0,949085.0,1052563.0,1155354.0,1258507.0,1361418.0,1464810.0,1567266.0,1670693.0,1774121.0,1877518.0,1981056.0,2084407.0,2188160.0,2290285.0,2392024.0,2493742.0,2595083.0,2697125.0,2801611.0,2922667.0,3024242.0,3126666.0,3230599.0,3334379.0,3438225.0,3541939.0,3645349.0,3748093.0,3851937.0,3955269.0,4057973.0,4159882.0,4261776.0,4363720.0,4465398.0,4566818.0,4668511.0,4770281.0,4875066.0,4994559.0,5095662.0,5197489.0,5299107.0,5400857.0,5502481.0,5605455.0,5706629.0,5808237.0
2,189,22,barrichello,24,5,1,Finished,111996,217388,323031,428434,533502,637988.0,742614.0,846575.0,950621.0,1053879.0,1157330.0,1260973.0,1364042.0,1466958.0,1569349.0,1671753.0,1774829.0,1877997.0,1984900.0,2108544.0,2211809.0,2315187.0,2418811.0,2521638.0,2624615.0,2726992.0,2829517.0,2931732.0,3033864.0,3136007.0,3238288.0,3340678.0,3443081.0,3545430.0,3648015.0,3751369.0,3854827.0,3958471.0,4065191.0,4188551.0,4291135.0,4393693.0,4497137.0,4600155.0,4703616.0,4807458.0,4910862.0,5013680.0,5116211.0,5218986.0,5321514.0,5423274.0,5524358.0,5625435.0,5726245.0,5830790.0
16,189,65,herbert,24,4,1,Finished,113640,219124,325006,430453,535806,640958.0,745678.0,850195.0,954477.0,1058217.0,1161841.0,1265364.0,1368712.0,1471787.0,1574748.0,1677320.0,1779957.0,1882520.0,1985131.0,2087566.0,2189881.0,2292456.0,2394828.0,2496803.0,2598686.0,2700684.0,2802422.0,2907274.0,3035617.0,3139054.0,3243222.0,3348028.0,3452531.0,3556307.0,3660302.0,3764002.0,3867433.0,3970302.0,4073038.0,4175631.0,4277809.0,4379875.0,4483403.0,4585166.0,4687149.0,4789457.0,4891357.0,4993317.0,5095305.0,5196688.0,5298328.0,5400286.0,5501841.0,5605814.0,5710543.0,5816032.0
4,189,25,wurz,22,8,1,Finished,114566,220678,326965,433022,538729,643848.0,748666.0,853772.0,958125.0,1061841.0,1165634.0,1269222.0,1373017.0,1476800.0,1580223.0,1683167.0,1786412.0,1891534.0,1995177.0,2100971.0,2225558.0,2329983.0,2434155.0,2538492.0,2642753.0,2746215.0,2849775.0,2952785.0,3055676.0,3158361.0,3261149.0,3364004.0,3467182.0,3569551.0,3671732.0,3773682.0,3876041.0,3986550.0,4109079.0,4211826.0,4314720.0,4418393.0,4521250.0,4623950.0,4726490.0,4829716.0,4932564.0,5035223.0,5137433.0,5239851.0,5342646.0,5445486.0,5549330.0,5652249.0,5755558.0,5859428.0
3,189,23,ralf_schumacher,3,17,20,Spun off,115531,222287,329230,435835,542253,649213.0,755780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,189,35,villeneuve,16,12,9,Hydraulics,116105,222879,329780,436284,542640,650226.0,756000.0,862411.0,966940.0,1071105.0,1174887.0,1278541.0,1381887.0,1485095.0,1588498.0,1691493.0,1794658.0,1897160.0,2000133.0,2102774.0,2205144.0,2311614.0,2435828.0,2540084.0,2643977.0,2748269.0,2852203.0,2956172.0,3059116.0,3161949.0,3264676.0,3367195.0,3469803.0,3572080.0,3673849.0,3775897.0,3877792.0,3989735.0,4114119.0,4217771.0,4321288.0,4425368.0,4529103.0,4632993.0,4738598.0,4842623.0,4946532.0,5050789.0,,,,,,,,
12,189,55,alesi,15,7,1,Finished,116630,223293,330326,436724,542917,648798.0,753244.0,857183.0,960878.0,1064386.0,1167847.0,1271068.0,1374026.0,1477429.0,1581089.0,1683837.0,1786743.0,1890219.0,1993034.0,2095149.0,2200161.0,2324875.0,2429076.0,2532384.0,2635980.0,2739097.0,2842774.0,2945784.0,3049239.0,3152685.0,3256432.0,3359780.0,3462673.0,3564658.0,3666909.0,3769500.0,3872199.0,3974964.0,4077117.0,4182384.0,4287488.0,4410518.0,4513827.0,4617249.0,4720299.0,4824009.0,4927379.0,5031465.0,5134617.0,5238993.0,5341998.0,5444259.0,5546847.0,5649678.0,5751574.0,5852902.0
11,189,49,frentzen,17,6,1,Finished,118027,224769,331458,438085,544460,651102.0,757375.0,863623.0,969073.0,1073876.0,1178387.0,1283158.0,1387168.0,1491343.0,1594670.0,1698057.0,1800902.0,1903720.0,2006912.0,2109765.0,2212949.0,2315892.0,2419319.0,2522398.0,2625360.0,2728793.0,2831771.0,2934672.0,3037891.0,3145875.0,3270783.0,3374447.0,3477516.0,3580993.0,3684561.0,3787809.0,3891227.0,3994893.0,4098218.0,4201035.0,4303857.0,4406498.0,4509227.0,4612205.0,4714128.0,4816300.0,4918018.0,5019616.0,5121519.0,5223187.0,5324869.0,5425590.0,5526221.0,5627179.0,5730359.0,5833378.0
10,189,48,gene,18,9,11,+1 Lap,119016,225823,332462,439269,546245,653116.0,759383.0,865989.0,971810.0,1078748.0,1184527.0,1289983.0,1395506.0,1500799.0,1605671.0,1711058.0,1815960.0,1920760.0,2025657.0,2131464.0,2236832.0,2341969.0,2448610.0,2554824.0,2660123.0,2765906.0,2874088.0,3003200.0,3109357.0,3215378.0,3320820.0,3427392.0,3533936.0,3639709.0,3745526.0,3850952.0,3957833.0,4063874.0,4168062.0,4272056.0,4375683.0,4479519.0,4583236.0,4686765.0,4792252.0,4895773.0,4998679.0,5102376.0,5206507.0,5310431.0,5412992.0,5515853.0,5618654.0,5721144.0,5830056.0,
19,189,70,zanardi,3,10,11,+1 Lap,119731,227667,339290,464950,570457,676589.0,783661.0,890065.0,996581.0,1104833.0,1211355.0,1317676.0,1423363.0,1528516.0,1633354.0,1738329.0,1843167.0,1947541.0,2051858.0,2156140.0,2260430.0,2364153.0,2467991.0,2571446.0,2674129.0,2776929.0,2878985.0,2986634.0,3114184.0,3219277.0,3325675.0,3431421.0,3536605.0,3641568.0,3746145.0,3852366.0,3959471.0,4064566.0,4169390.0,4274171.0,4377581.0,4492738.0,4596386.0,4699785.0,4803462.0,4906587.0,5009367.0,5116154.0,5237470.0,5339601.0,5442351.0,5545538.0,5648822.0,5753857.0,5856473.0,
18,189,69,badoer,18,15,20,Spun off,120308,228596,336747,444047,567710,687434.0,795816.0,903158.0,1009525.0,1116179.0,1226557.0,1341095.0,1476108.0,1585115.0,1733229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,189,68,takagi,21,18,7,Transmission,121253,228742,335670,442111,548690,655544.0,922101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,189,44,panis,20,20,5,Engine,121352,229103,337862,444736,554074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,189,37,rosa,21,14,5,Engine,122211,230425,340171,447789,556311,665270.0,772955.0,879555.0,985681.0,1092081.0,1198219.0,1303864.0,1409399.0,1514813.0,1619822.0,1724316.0,1830809.0,1935106.0,2039264.0,2143645.0,2248067.0,2351952.0,2456065.0,2562887.0,2689727.0,2796112.0,2901099.0,3006292.0,3111457.0,3216763.0,,,,,,,,,,,,,,,,,,,,,,,,,,
