,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
2,82,8,raikkonen,1,20,9,Hydraulics,82282,159077,235423,311338,387261,463180,538818,614727,690711,766533,842170,917362,992801,1068344,1143874,1219426,1294970,1370237,1445233,1520942,1596771,1673087,1749036,1823909,1903398,1999634,2076651,2153283,2230518,2307269,2383734,2460234,2537026,2613469,2691381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,82,4,alonso,4,1,1,Finished,83582,160867,237443,313901,389932,466889,542974,618823,694507,770402,846325,922624,998969,1074678,1150181,1225979,1302206,1378217,1453918,1529401,1604636,1683016,1780086,1857534,1934783,2011448,2087840,2164295,2241116,2317850,2395317,2472077,2548543,2624824,2701002,2777511.0,2853758.0,2930285.0,3006697.0,3082772.0,3159664.0,3236566.0,3312611.0,3388372.0,3464168.0,3540191.0,3619423.0,3715063.0,3792387.0,3869221.0,3946336.0,4023328.0,4100104.0,4176894.0,4254158.0,4331425.0,4409779.0,4487195.0,4564297.0,4641349.0,4718749.0,4796242.0,4873758.0,4950757.0,5028486.0,5106576.0,5188599.0
13,82,30,michael_schumacher,6,5,1,Finished,84330,161963,239347,316330,393348,470425,547287,623867,700300,776845,853332,929750,1006174,1082668,1158790,1235512,1311686,1387785,1464033,1540370,1616792,1695379,1793247,1871139,1949120,2027154,2104673,2182576,2260271,2338064,2415706,2493508,2571045,2648379,2725860,2803251.0,2880628.0,2957864.0,3035246.0,3112726.0,3190114.0,3267636.0,3344987.0,3422043.0,3500482.0,3577633.0,3654197.0,3731283.0,3811625.0,3907752.0,3986358.0,4064735.0,4143232.0,4221740.0,4300227.0,4378714.0,4457220.0,4535755.0,4614195.0,4692379.0,4770676.0,4848949.0,4926625.0,5004357.0,5082594.0,5161548.0,5240289.0
8,82,18,button,16,3,1,Finished,86052,163811,241147,318329,395517,472899,550220,627105,703551,779832,856144,932562,1008906,1085428,1161636,1238112,1314571,1390848,1466691,1545785,1643049,1720286,1797560,1874868,1952034,2029511,2107372,2185124,2262338,2339773,2417005,2494522,2571877,2649344,2726570,2803833.0,2881211.0,2958548.0,3035929.0,3113168.0,3190670.0,3268107.0,3345551.0,3422533.0,3498995.0,3577574.0,3672974.0,3750000.0,3826915.0,3904147.0,3981266.0,4058377.0,4136079.0,4213861.0,4290873.0,4367639.0,4444650.0,4521536.0,4598287.0,4675168.0,4752045.0,4829050.0,4905686.0,4982478.0,5059055.0,5135825.0,5213021.0
0,82,2,heidfeld,3,11,11,+1 Lap,87215,165339,242810,320092,397341,474638,551742,629615,706621,783228,860023,936786,1013475,1090314,1169758,1265797,1343651,1421550,1499247,1576796,1654399,1732226,1810011,1888022,1966186,2045746,2124373,2202916,2280649,2358256,2435613,2513241,2590980,2668968,2748577,2843651.0,2923750.0,3002087.0,3080325.0,3159344.0,3239989.0,3319319.0,3397756.0,3475192.0,3553580.0,3631128.0,3708233.0,3785215.0,3862824.0,3943512.0,4038129.0,4118559.0,4199033.0,4277413.0,4355951.0,4433973.0,4511952.0,4590099.0,4668113.0,4746395.0,4826038.0,4904785.0,4984895.0,5063287.0,5141871.0,5220680.0,
5,82,14,coulthard,9,7,1,Finished,88464,167137,244745,322357,399762,477085,554610,631900,709322,786169,863057,939628,1016102,1092543,1168886,1245416,1321773,1398006,1474874,1554684,1653008,1731056,1809095,1887334,1965429,2043965,2121662,2199918,2277424,2354871,2432413,2509951,2587696,2664981,2741911,2818886.0,2896247.0,2973316.0,3050234.0,3126984.0,3203694.0,3280457.0,3357160.0,3433498.0,3509895.0,3586313.0,3665767.0,3761553.0,3839415.0,3917646.0,3995593.0,4075765.0,4154461.0,4232787.0,4310984.0,4388646.0,4466198.0,4543969.0,4621455.0,4699298.0,4776917.0,4853969.0,4930743.0,5007559.0,5084590.0,5162591.0,5241299.0
4,82,13,massa,15,8,1,Finished,89067,167878,245522,323150,400828,478264,555584,632874,710505,787606,864803,941863,1018831,1095806,1172452,1249014,1325520,1401992,1481401,1580351,1658427,1736811,1814797,1892660,1970334,2048163,2126170,2205827,2283565,2361035,2438457,2515782,2593222,2671222,2749072,2825930.0,2902908.0,2979901.0,3057116.0,3133962.0,3210831.0,3287651.0,3364357.0,3440847.0,3517135.0,3596242.0,3693078.0,3770528.0,3847929.0,3925371.0,4002968.0,4080617.0,4158042.0,4235707.0,4313351.0,4391446.0,4468946.0,4547149.0,4624745.0,4702267.0,4780316.0,4857664.0,4935110.0,5012307.0,5089441.0,5166205.0,5245169.0
9,82,21,fisichella,4,4,1,Finished,90339,168992,247011,324005,401669,479257,556615,633967,711404,788433,865683,942993,1020231,1097011,1173884,1250812,1327470,1404111,1480508,1556596,1632486,1708556,1787765,1886099,1964116,2042161,2119507,2198002,2275362,2352627,2429990,2507252,2584671,2661768,2738835,2815700.0,2892734.0,2969471.0,3046233.0,3122660.0,3199262.0,3276086.0,3353078.0,3429920.0,3506687.0,3583494.0,3660279.0,3736747.0,3813154.0,3894038.0,3991344.0,4069363.0,4147028.0,4224826.0,4302223.0,4379954.0,4457906.0,4536267.0,4614643.0,4692924.0,4771116.0,4849462.0,4927233.0,5004801.0,5083011.0,5160117.0,5239186.0
15,82,32,klien,9,9,1,Finished,90891,169682,248696,326334,403606,480912,558377,635713,713178,790127,867271,944455,1021567,1098414,1175695,1252693,1329380,1406269,1485408,1584327,1662255,1743764,1822065,1900200,1978034,2055681,2133603,2211963,2289617,2367543,2445458,2523062,2600680,2678498,2756038,2833370.0,2911585.0,2989217.0,3066940.0,3143761.0,3220519.0,3297218.0,3374271.0,3450856.0,3527092.0,3605795.0,3705129.0,3783239.0,3860934.0,3939254.0,4017296.0,4094845.0,4172111.0,4249968.0,4327630.0,4405320.0,4482591.0,4559630.0,4636946.0,4714811.0,4792329.0,4869703.0,4946950.0,5024351.0,5102122.0,5180125.0,5258417.0
11,82,23,ralf_schumacher,7,6,1,Finished,91401,171317,249705,327506,405193,482581,559928,637228,715315,793283,870409,947292,1024179,1101263,1178239,1255180,1332007,1408394,1484978,1561337,1637413,1713509,1789582,1865946,1945350,2045322,2123670,2201854,2279535,2357261,2434571,2511942,2589973,2667748,2744946,2821851.0,2899146.0,2976330.0,3053519.0,3131231.0,3208078.0,3284773.0,3361180.0,3437655.0,3514219.0,3590502.0,3666640.0,3742850.0,3818924.0,3898217.0,3992807.0,4070664.0,4148147.0,4225869.0,4303504.0,4381044.0,4458647.0,4537062.0,4615426.0,4693681.0,4772010.0,4850337.0,4927994.0,5005779.0,5083660.0,5162125.0,5240841.0
