,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,82,8,raikkonen,1,20,9,Hydraulics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,82,4,alonso,4,1,1,Finished,1300,1790,2020,2563,2671,3709,4156,4096,3796,3869,4155,5262,6168,6334,6307,6553,7236,7980,8685,8459,7865,9929,31050,33625,31385,11814,11189,11012,10598,10581,11583,11843,11517,11355,9621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,82,30,michael_schumacher,6,5,1,Finished,2048,2886,3924,4992,6087,7245,8469,9140,9589,10312,11162,12388,13373,14324,14916,16086,16716,17548,18800,19428,20021,22292,44211,47230,45722,27520,28022,29293,29753,30795,31972,33274,34019,34910,34479,25740.0,26870.0,27579.0,28549.0,29954.0,30450.0,31070.0,32376.0,33671.0,36314.0,37442.0,34774.0,16220.0,19238.0,38531.0,40022.0,41407.0,43128.0,44846.0,46069.0,47289.0,47441.0,48560.0,49898.0,51030.0,51927.0,52707.0,52867.0,53600.0,54108.0,54972.0,51690.0
3,82,18,button,16,3,1,Finished,3770,4734,5724,6991,8256,9719,11402,12378,12840,13299,13974,15200,16105,17084,17762,18686,19601,20611,21458,24843,46278,47199,48524,50959,48636,29877,30721,31841,31820,32504,33271,34288,34851,35875,35189,26322.0,27453.0,28263.0,29232.0,30396.0,31006.0,31541.0,32940.0,34161.0,34827.0,37383.0,53551.0,34937.0,34528.0,34926.0,34930.0,35049.0,35975.0,36967.0,36715.0,36214.0,34871.0,34341.0,33990.0,33819.0,33296.0,32808.0,31928.0,31721.0,30569.0,29249.0,24422.0
4,82,2,heidfeld,3,11,11,+1 Lap,4933,6262,7387,8754,10080,11458,12924,14888,15910,16695,17853,19424,20674,21970,25884,46371,48681,51313,54014,55854,57628,59139,60975,64113,62788,46112,47722,49633,50131,50987,51879,53007,53954,55499,57196,66140.0,69992.0,71802.0,73628.0,76572.0,80325.0,82753.0,85145.0,86820.0,89412.0,90937.0,88810.0,70152.0,70437.0,74291.0,91793.0,95231.0,98929.0,100519.0,101793.0,102548.0,102173.0,102904.0,103816.0,105046.0,107289.0,108543.0,111137.0,112530.0,113385.0,114104.0,
5,82,14,coulthard,9,7,1,Finished,6182,8060,9322,11019,12501,13905,15792,17173,18611,19636,20887,22266,23301,24199,25012,25990,26803,27769,29641,33742,56237,57969,60059,63425,62031,44331,45011,46635,46906,47602,48679,49717,50670,51512,50530,41375.0,42489.0,43031.0,43537.0,44212.0,44030.0,43891.0,44549.0,45126.0,45727.0,46122.0,46344.0,46490.0,47028.0,48425.0,49257.0,52437.0,54357.0,55893.0,56826.0,57221.0,56419.0,56774.0,57158.0,57949.0,58168.0,57727.0,56985.0,56802.0,56104.0,56015.0,52700.0
6,82,13,massa,15,8,1,Finished,6785,8801,10099,11812,13567,15084,16766,18147,19794,21073,22633,24501,26030,27462,28578,29588,30550,31755,36168,59409,61656,63724,65761,68751,66936,48529,49519,52544,53047,53766,54723,55548,56196,57753,57691,48419.0,49150.0,49616.0,50419.0,51190.0,51167.0,51085.0,51746.0,52475.0,52967.0,56051.0,73655.0,55465.0,55542.0,56150.0,56632.0,57289.0,57938.0,58813.0,59193.0,60021.0,59167.0,59954.0,60448.0,60918.0,61567.0,61422.0,61352.0,61550.0,60955.0,59629.0,56570.0
7,82,21,fisichella,4,4,1,Finished,8057,9915,11588,12667,14408,16077,17797,19240,20693,21900,23513,25631,27430,28667,30010,31386,32500,33874,35275,35654,35715,35469,38729,62190,60718,42527,42856,44719,44844,45358,46256,47018,47645,48299,47454,38189.0,38976.0,39186.0,39536.0,39888.0,39598.0,39520.0,40467.0,41548.0,42519.0,43303.0,40856.0,21684.0,20767.0,24817.0,45008.0,46035.0,46924.0,47932.0,48065.0,48529.0,48127.0,49072.0,50346.0,51575.0,52367.0,53220.0,53475.0,54044.0,54525.0,53541.0,50587.0
8,82,32,klien,9,9,1,Finished,8609,10605,13273,14996,16345,17732,19559,20986,22467,23594,25101,27093,28766,30070,31821,33267,34410,36032,40175,63385,65484,70677,73029,76291,74636,56047,56952,58680,59099,60274,61724,62828,63654,65029,64657,55859.0,57827.0,58932.0,60243.0,60989.0,60855.0,60652.0,61660.0,62484.0,62924.0,65604.0,85706.0,68176.0,68547.0,70033.0,70960.0,71517.0,72007.0,73074.0,73472.0,73895.0,72812.0,72435.0,72649.0,73462.0,73580.0,73461.0,73192.0,73594.0,73636.0,73549.0,69818.0
9,82,23,ralf_schumacher,7,6,1,Finished,9119,12240,14282,16168,17932,19401,21110,22501,24604,26750,28239,29930,31378,32919,34365,35754,37037,38157,39745,40395,40642,40422,40546,42037,41952,45688,47019,48571,49017,49992,50837,51708,52947,54279,53565,44340.0,45388.0,46045.0,46822.0,48459.0,48414.0,48207.0,48569.0,49283.0,50051.0,50311.0,47217.0,27787.0,26537.0,28996.0,46471.0,47336.0,48043.0,48975.0,49346.0,49619.0,48868.0,49867.0,51129.0,52332.0,53261.0,54095.0,54236.0,55022.0,55174.0,55549.0,52242.0
10,82,31,montoya,1,2,1,Finished,9383,11255,12434,13669,15096,16971,18847,20029,21438,22755,24434,26522,28226,29666,31449,32655,33605,34823,36557,37014,37152,37064,37428,38823,35322,15245,16469,38960,39381,39898,40267,41457,41346,42240,43155,33229.0,33408.0,33216.0,33299.0,33941.0,34162.0,34508.0,36026.0,37567.0,39104.0,40067.0,37901.0,19127.0,19882.0,19325.0,18257.0,17623.0,18199.0,17287.0,15978.0,17756.0,32797.0,32406.0,32146.0,31747.0,31157.0,30840.0,30020.0,29966.0,28997.0,27719.0,22569.0
11,82,27,albers,18,13,12,+2 Laps,12277,16892,20081,23087,26047,29326,32600,35283,38280,41332,44120,47936,51130,54634,57870,61276,65348,69533,78050,105047,109529,115263,119663,124453,125629,109978,113385,116159,119196,121847,125559,129457,133928,137914,139025,131786.0,134254.0,138917.0,141506.0,144070.0,146401.0,151256.0,176334.0,181798.0,186199.0,189947.0,191949.0,177490.0,183008.0,186398.0,189530.0,193077.0,196230.0,199291.0,201702.0,208314.0,210259.0,214094.0,218322.0,221694.0,223954.0,226078.0,228017.0,231624.0,233595.0,,
