,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,bottas,3,3,3,3,3,3,3,3,3,3,4,7,6,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,rosberg,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,raikkonen,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,grosjean,6,6,6,6,6,6,6,6,6,6,7,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,6,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6,maldonado,7,7,7,7,7,7,7,7,7,7,6,5,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,hulkenberg,8,8,8,8,8,8,8,8,8,8,10,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,alonso,9,9,9,9,10,11,11,11,11,14,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,11,11,10,14,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
9,sainz,10,10,10,10,9,9,9,9,9,9,8,6,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,12,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,0
10,ericsson,11,11,11,11,11,10,10,10,10,10,9,8,10,16,15,15,15,15,14,14,13,13,13,13,13,14,16,15,15,15,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14,14,0
11,button,12,12,12,14,14,14,14,14,13,12,15,15,15,14,14,14,14,14,13,13,12,12,12,12,12,12,13,16,16,16,15,15,15,15,14,14,13,14,15,15,15,15,16,16,16,16,16,16,16,16,16,16,0
12,nasr,13,13,13,12,12,12,12,12,12,11,16,16,16,15,16,16,16,16,15,15,14,14,14,15,15,15,15,14,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0
13,max_verstappen,14,14,14,13,13,13,13,13,14,17,14,14,14,13,13,13,13,13,12,11,11,11,11,11,11,10,10,9,9,9,12,12,12,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9
14,stevens,15,16,16,16,16,16,16,17,16,16,17,17,17,17,17,17,17,18,18,18,18,19,18,18,18,18,18,18,18,18,18,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,18,0,0,0
15,kvyat,16,15,15,15,15,15,15,15,18,15,13,13,13,12,12,12,12,11,11,12,16,16,16,16,16,16,14,13,12,12,11,11,11,12,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,0
16,rossi,17,17,17,17,17,17,18,18,17,18,18,18,18,18,18,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,0,0
17,perez,18,18,18,18,18,18,17,16,15,13,11,11,11,10,10,10,10,12,16,16,15,15,15,14,14,13,12,11,10,10,9,9,9,9,9,10,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,0
18,ricciardo,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,0
