,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
18,170.0,57.0,hakkinen,1.0,1.0,Finished,209931.0,335989.0,461414.0,586466.0,711854.0,837837.0,967976.0,1103916.0,1223227.0,1341528.0,1457828.0,1573454.0,1698811.0,1814543.0,1930073.0,2046116.0,2161862.0,2277250.0,2392429.0,2507697.0,2623232.0,2738804.0,2854967.0,2970149.0,3085641.0,3200915.0,3323246.0,3455043.0,3569979.0,3684494.0,3798982.0,3913451.0,4028434.0,4143048.0,4257565.0,4372153.0,4487150.0,4602193.0,4717878.0,4833641.0,4948348.0,5063295.0,5178366.0,5294494.0
3,170.0,15.0,trulli,22.0,4.0,Collision,210752.0,338119.0,465273.0,595573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,170.0,18.0,button,5.0,1.0,Finished,211546.0,338820.0,465608.0,596095.0,726713.0,855738.0,990244.0,1127639.0,1248209.0,1366605.0,1484209.0,1601403.0,1718163.0,1835222.0,1952390.0,2069412.0,2186007.0,2302367.0,2418678.0,2534558.0,2650419.0,2766332.0,2882157.0,2998289.0,3114055.0,3236502.0,3370678.0,3486615.0,3602418.0,3718479.0,3834584.0,3950180.0,4065605.0,4181235.0,4297176.0,4413681.0,4530977.0,4647066.0,4763115.0,4879163.0,4995566.0,5111458.0,5227470.0,5344408.0
9,170.0,30.0,michael_schumacher,2.0,1.0,Finished,212177.0,339868.0,467252.0,595934.0,722722.0,854736.0,990800.0,1110982.0,1229455.0,1346707.0,1462824.0,1578078.0,1693175.0,1808402.0,1923487.0,2038503.0,2153006.0,2267258.0,2382095.0,2497326.0,2611681.0,2733332.0,2868725.0,2984391.0,3100033.0,3215600.0,3331949.0,3449189.0,3564952.0,3680639.0,3795787.0,3911045.0,4026211.0,4141411.0,4256254.0,4371083.0,4486309.0,4601483.0,4717292.0,4833108.0,4949783.0,5065093.0,5180547.0,5295598.0
2,170.0,14.0,coulthard,4.0,1.0,Finished,212856.0,340559.0,467833.0,596704.0,725839.0,855320.0,983989.0,1116199.0,1252302.0,1371349.0,1489320.0,1606763.0,1723857.0,1841398.0,1958329.0,2075493.0,2192305.0,2309457.0,2426523.0,2543220.0,2659629.0,2776314.0,2892710.0,3009934.0,3126278.0,3242442.0,3358962.0,3481511.0,3610377.0,3725247.0,3839550.0,3953681.0,4067911.0,4182177.0,4297632.0,4413930.0,4529150.0,4645305.0,4760390.0,4875881.0,4991593.0,5106829.0,5222023.0,5337775.0
7,170.0,23.0,ralf_schumacher,3.0,1.0,Finished,213396.0,341497.0,468798.0,596855.0,726341.0,860927.0,997783.0,1118127.0,1236695.0,1354693.0,1471675.0,1589120.0,1705390.0,1821736.0,1939057.0,2055289.0,2170904.0,2286560.0,2402329.0,2518097.0,2633583.0,2749243.0,2864976.0,2980449.0,3103390.0,3237342.0,3353160.0,3469375.0,3585393.0,3701166.0,3817168.0,3932847.0,4048675.0,4164991.0,4282083.0,4398682.0,4514769.0,4631077.0,4747385.0,4867660.0,4983573.0,5099108.0,5215061.0,5332590.0
10,170.0,35.0,villeneuve,7.0,1.0,Finished,214308.0,344081.0,472147.0,600325.0,730208.0,867129.0,1006753.0,1129403.0,1249876.0,1368633.0,1486469.0,1603864.0,1721454.0,1838855.0,1955968.0,2072770.0,2189638.0,2306419.0,2422789.0,2539389.0,2655724.0,2772386.0,2888755.0,3012444.0,3148230.0,3264870.0,3381897.0,3498596.0,3615727.0,3732806.0,3849959.0,3967223.0,4083728.0,4200357.0,4317848.0,4434809.0,4551253.0,4667176.0,4783113.0,4898952.0,5014463.0,5130071.0,5245796.0,5366874.0
14,170.0,49.0,frentzen,6.0,1.0,Finished,214757.0,345011.0,473369.0,601355.0,731895.0,867888.0,1007515.0,1130317.0,1251271.0,1370471.0,1488519.0,1606149.0,1723380.0,1840716.0,1957879.0,2075042.0,2191842.0,2308786.0,2425825.0,2542707.0,2659105.0,2775573.0,2891946.0,3009523.0,3125686.0,3242103.0,3358284.0,3480948.0,3614393.0,3729811.0,3845258.0,3961268.0,4076234.0,4191633.0,4307268.0,4422783.0,4538492.0,4653904.0,4769217.0,4884951.0,5000777.0,5116739.0,5233348.0,5350478.0
22,170.0,65.0,herbert,8.0,1.0,Finished,215529.0,346741.0,475707.0,603862.0,733520.0,869165.0,1010417.0,1132628.0,1254382.0,1374789.0,1493696.0,1612538.0,1732088.0,1850664.0,1968760.0,2086959.0,2204976.0,2322879.0,2440655.0,2558220.0,2675994.0,2793532.0,2911430.0,3028412.0,3145504.0,3262102.0,3379249.0,3496335.0,3620337.0,3756329.0,3871932.0,3988054.0,4104497.0,4220793.0,4337263.0,4453615.0,4569905.0,4686024.0,4801991.0,4918148.0,5033919.0,5150102.0,5266431.0,5382302.0
6,170.0,22.0,barrichello,18.0,32.0,Fuel pressure,215849.0,345504.0,474054.0,602375.0,733385.0,868404.0,1008366.0,1130664.0,1250359.0,1369231.0,1487120.0,1604538.0,1721945.0,1839334.0,1956490.0,2073383.0,2190240.0,2306981.0,2423247.0,2546835.0,2676476.0,2793873.0,2908524.0,3022865.0,3137186.0,3251656.0,3366749.0,3482379.0,3596450.0,3710253.0,3824188.0,3938520.0,,,,,,,,,,,,
