,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,170.0,21.0,fisichella,21.0,10.0,Electrical,216537.0,347860.0,476551.0,605231.0,734261.0,869524.0,1024123.0,1146271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,170.0,56.0,irvine,10.0,1.0,Finished,217379.0,348542.0,477722.0,606096.0,735025.0,864357.0,995506.0,1135569.0,1257591.0,1377217.0,1495833.0,1614169.0,1733418.0,1852154.0,1970767.0,2089088.0,2207241.0,2325300.0,2445701.0,2564074.0,2682513.0,2800206.0,2917360.0,3034736.0,3152166.0,3269560.0,3386985.0,3504282.0,3621535.0,3745020.0,3877530.0,3993333.0,4109240.0,4225396.0,4341459.0,4457492.0,4573737.0,4690094.0,4806287.0,4922501.0,5038401.0,5154004.0,5269961.0,5386049.0
12,170.0,41.0,zonta,12.0,11.0,+1 Lap,217940.0,349455.0,478821.0,608156.0,739162.0,876068.0,1018457.0,1140977.0,1261737.0,1381423.0,1500460.0,1618769.0,1738417.0,1856891.0,1976367.0,2094687.0,2212544.0,2329863.0,2447307.0,2565262.0,2683190.0,2808375.0,2944427.0,3065380.0,3183487.0,3301141.0,3419550.0,3537278.0,3654974.0,3772431.0,3889853.0,4007461.0,4125088.0,4242737.0,4360791.0,4478831.0,4596547.0,4714045.0,4831708.0,4952432.0,5070032.0,5187301.0,5305988.0,
1,170.0,2.0,heidfeld,20.0,5.0,Engine,218816.0,350247.0,479205.0,608762.0,745208.0,902515.0,1026691.0,1148907.0,1270936.0,1393245.0,1512770.0,1631601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,170.0,37.0,rosa,16.0,12.0,+2 Laps,221998.0,352673.0,485837.0,618042.0,749948.0,885143.0,1025769.0,1148326.0,1270655.0,1392878.0,1512086.0,1630720.0,1756007.0,1896387.0,2014996.0,2132889.0,2250901.0,2368966.0,2486675.0,2604824.0,2722823.0,2840965.0,2959015.0,3077946.0,3195666.0,3320812.0,3465223.0,3642962.0,3759732.0,3878854.0,3996692.0,4114529.0,4232783.0,4350571.0,4469086.0,4586821.0,4707474.0,4825068.0,4942250.0,5060006.0,5177322.0,5298271.0,,
21,170.0,64.0,diniz,11.0,1.0,Finished,222133.0,366544.0,501843.0,631449.0,760790.0,885556.0,1009901.0,1131581.0,1253420.0,1372549.0,1492225.0,1610910.0,1728604.0,1846458.0,1964216.0,2081780.0,2198608.0,2315530.0,2432752.0,2549764.0,2673322.0,2810161.0,2926155.0,3041818.0,3157535.0,3274169.0,3391312.0,3507193.0,3623139.0,3739817.0,3855772.0,3979119.0,4111521.0,4227298.0,4343145.0,4458821.0,4575141.0,4691252.0,4807265.0,4923636.0,5039414.0,5154567.0,5271047.0,5388617.0
16,170.0,55.0,alesi,19.0,32.0,Fuel pressure,222399.0,353021.0,480736.0,615242.0,759744.0,881975.0,1002864.0,1123056.0,1241838.0,1359962.0,1477625.0,1594294.0,1710645.0,1826811.0,1942765.0,2059294.0,2175273.0,2297805.0,2433356.0,2550220.0,2667304.0,2783594.0,2899625.0,3015791.0,3132274.0,3249126.0,3365718.0,3483462.0,3599939.0,3716104.0,3838342.0,3970842.0,,,,,,,,,,,,
20,170.0,63.0,salo,9.0,1.0,Finished,222454.0,353872.0,484258.0,612207.0,739722.0,868637.0,1001341.0,1143440.0,1264657.0,1383924.0,1501971.0,1619452.0,1736816.0,1853901.0,1971537.0,2089905.0,2207783.0,2325760.0,2444205.0,2560783.0,2678087.0,2801785.0,2935293.0,3051008.0,3166598.0,3281788.0,3397259.0,3512449.0,3627900.0,3743010.0,3858316.0,3973583.0,4094778.0,4223974.0,4339457.0,4454861.0,4570544.0,4686581.0,4802712.0,4918900.0,5034988.0,5150649.0,5267263.0,5383164.0
8,170.0,25.0,wurz,13.0,11.0,+1 Lap,223160.0,357004.0,487336.0,620823.0,752517.0,886703.0,1042988.0,1165481.0,1287825.0,1408336.0,1528178.0,1647269.0,1766130.0,1884146.0,2002738.0,2121530.0,2239515.0,2357773.0,2475571.0,2593814.0,2712044.0,2832127.0,2950793.0,3070450.0,3194821.0,3330183.0,3450350.0,3568543.0,3687486.0,3805349.0,3922633.0,4040143.0,4157626.0,4274754.0,4391853.0,4508971.0,4626443.0,4743670.0,4860707.0,4978080.0,5095473.0,5212199.0,5329187.0,
15,170.0,50.0,verstappen,15.0,11.0,+1 Lap,223233.0,354831.0,486240.0,620699.0,760982.0,900343.0,1024342.0,1147186.0,1270234.0,1404223.0,1542000.0,1660630.0,1779092.0,1897638.0,2016017.0,2134260.0,2252466.0,2371232.0,2489379.0,2607424.0,2725865.0,2844285.0,2962536.0,3086890.0,3225050.0,3342482.0,3460456.0,3587689.0,3725071.0,3843516.0,3962887.0,4080881.0,4199274.0,4319044.0,4437359.0,4555946.0,4674415.0,4792732.0,4910858.0,5029358.0,5147781.0,5268690.0,5391118.0,
13,170.0,48.0,gene,14.0,11.0,+1 Lap,223979.0,358564.0,488299.0,621261.0,761700.0,899693.0,1023695.0,1145549.0,1266084.0,1386191.0,1505701.0,1624494.0,1742837.0,1861204.0,1978887.0,2096256.0,2214221.0,2332390.0,2449651.0,2567259.0,2690806.0,2830961.0,2949624.0,3074044.0,3207666.0,3325948.0,3444543.0,3562565.0,3682372.0,3802372.0,3921106.0,4039690.0,4159911.0,4278446.0,4397598.0,4518712.0,4637936.0,4756470.0,4874863.0,4994686.0,5115318.0,5235492.0,5354181.0,
19,170.0,60.0,mazzacane,17.0,12.0,+2 Laps,224570.0,363137.0,493459.0,625269.0,763251.0,897534.0,1040444.0,1180311.0,1303527.0,1425332.0,1545580.0,1665095.0,1784599.0,1903275.0,2023556.0,2142321.0,2260842.0,2379331.0,2498807.0,2617427.0,2736117.0,2855957.0,2974039.0,3092279.0,3211486.0,3329556.0,3450237.0,3579444.0,3774343.0,3891985.0,4009777.0,4127378.0,4244950.0,4362213.0,4480176.0,4597886.0,4715930.0,4853007.0,4989179.0,5120047.0,5246108.0,5371821.0,,
