,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,6,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1,fisichella,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,button,4,4,4,4,4,4,4,4,4,4,4,4,5,5,7,9,9,10,9,10,10,9,9,9,9,9,9,9,9,7,7,7,7,7,8,8,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,4
4,barrichello,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,4,7,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
5,michael_schumacher,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,rosa,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,8,7,8,8,7,8,8,7,7,7,7,7,6,6,6,6,6,6,5,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,5
7,speed,8,8,8,8,8,8,8,9,9,9,9,9,10,10,11,11,11,12,11,11,11,10,10,12,14,13,13,13,13,13,14,14,15,17,17,18,17,17,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,15,0
8,heidfeld,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,5,4,4,4,4,4,4,4,6,6,6,6,5,5,5,5,5,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7
9,liuzzi,10,10,10,10,10,10,10,10,11,11,11,12,12,13,13,13,13,13,13,17,16,16,16,16,13,12,12,12,11,9,10,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,0
10,coulthard,11,11,11,11,11,11,12,13,13,13,13,14,14,14,14,14,14,14,12,12,12,11,11,10,8,8,8,8,8,11,11,10,10,10,7,7,6,6,6,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
11,webber,12,12,12,12,12,12,11,11,10,10,10,10,9,9,9,8,8,6,5,5,5,12,12,11,10,10,10,10,10,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8
12,rosberg,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,14,15,18,19,18,18,16,14,14,14,14,14,13,13,16,15,15,15,15,14,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,0
13,trulli,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,12,15,16,17,19,19,19,19,19,19,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,ralf_schumacher,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,16,14,14,14,14,15,18,17,18,18,17,17,17,17,17,16,16,16,16,16,15,15,14,14,14,14,13,13,13,12,14,0,0,0,0,0,0,0
15,massa,16,17,17,17,17,17,17,17,16,15,14,13,13,12,12,12,12,11,10,9,9,8,7,7,6,5,5,5,5,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
16,kubica,17,15,14,13,13,13,13,12,12,12,12,11,11,11,10,10,10,9,8,7,7,5,5,5,17,18,17,16,16,16,16,16,14,13,13,13,13,12,12,12,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,0
17,yamamoto,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,18,18,18,18,18,17,17,17,17,17,16,16,16,0,0,0,0
18,sato,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,19,18,18,17,17,17,17,15,16,15,15,15,15,15,15,13,14,14,14,14,13,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,0
19,doornbos,20,21,21,21,21,21,21,21,21,20,20,19,18,18,18,18,18,18,17,16,15,15,15,14,11,11,11,11,12,12,12,11,11,11,11,11,11,15,14,14,13,13,13,13,12,12,12,13,12,12,12,12,12,12,12,0
20,monteiro,21,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,20,19,19,19,18,19,19,19,19,19,19,18,18,18,18,18,18,18,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
