,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
16,190.0,57.0,hakkinen,1.0,1.0,Finished,104317.0,206269.0,307962.0,409633.0,511281.0,613315.0,714940.0,817044.0,919074.0,1021674.0,1123939.0,1226319.0,1328781.0,1431329.0,1533923.0,1636252.0,1738300.0,1841395.0,1946624.0,2067168.0,2169332.0,2272131.0,2374162.0,2476859.0,2579146.0,2681338.0,2783917.0,2885605.0,2987401.0,3089349.0,3190926.0,3292518.0,3394476.0,3496462.0,3598320.0,3700077.0,3802653.0,3906232.0,4024947.0,4128474.0,4232644.0,4335291.0,4436881.0,4539395.0,4642767.0,4745123.0,4848647.0,4951867.0,5055517.0,5160869.0,5264622.0,5369865.0,5478785.0
7,190.0,30.0,michael_schumacher,2.0,1.0,Finished,105253.0,207591.0,309708.0,412321.0,514665.0,617346.0,719569.0,821998.0,924602.0,1027659.0,1130325.0,1232992.0,1335434.0,1438141.0,1540781.0,1643718.0,1746618.0,1849683.0,1953462.0,2056298.0,2159821.0,2264064.0,2381740.0,2484116.0,2585724.0,2687825.0,2790450.0,2892443.0,2994012.0,3095631.0,3196950.0,3298376.0,3400001.0,3501838.0,3604612.0,3710064.0,3813553.0,3933809.0,4036694.0,4139776.0,4242307.0,4345186.0,4447257.0,4550090.0,4653709.0,4757490.0,4860793.0,4964189.0,5066706.0,5171110.0,5273913.0,5376900.0,5483800.0
11,190.0,44.0,panis,20.0,91.0,Alternator,107626.0,211096.0,314386.0,417574.0,521022.0,624633.0,728201.0,831983.0,935574.0,1039991.0,1143877.0,1247798.0,1352121.0,1456410.0,1560400.0,1666250.0,1788596.0,1892912.0,2028473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,190.0,56.0,irvine,3.0,1.0,Finished,108561.0,212363.0,315707.0,419490.0,523231.0,627091.0,730842.0,834636.0,938613.0,1042758.0,1146770.0,1250787.0,1354888.0,1459362.0,1563273.0,1667276.0,1771085.0,1875149.0,1978870.0,2083069.0,2187324.0,2291116.0,2396335.0,2517377.0,2620729.0,2724026.0,2828144.0,2932931.0,3037771.0,3142858.0,3247945.0,3353587.0,3475044.0,3580033.0,3684054.0,3788210.0,3892308.0,3996564.0,4101164.0,4205515.0,4309944.0,4414856.0,4519600.0,4624155.0,4728894.0,4834313.0,4939568.0,5045083.0,5150868.0,5256627.0,5362039.0,5468377.0,5574473.0
1,190.0,14.0,coulthard,17.0,9.0,Hydraulics,108892.0,212915.0,316479.0,420181.0,523865.0,627680.0,731545.0,835382.0,939358.0,1043596.0,1147319.0,1251438.0,1355767.0,1459915.0,1564089.0,1668069.0,1771960.0,1876134.0,1979926.0,2083790.0,2187928.0,2294089.0,2412958.0,2515070.0,2617288.0,2721937.0,2827272.0,2932323.0,3037137.0,3142276.0,3247344.0,3352430.0,3454536.0,3576894.0,3713249.0,3821682.0,3928285.0,4036052.0,4155879.0,,,,,,,,,,,,,,
13,190.0,49.0,frentzen,4.0,1.0,Finished,109820.0,214038.0,318003.0,422005.0,525547.0,629282.0,732975.0,836797.0,940636.0,1044953.0,1149236.0,1253682.0,1357735.0,1461719.0,1565854.0,1669926.0,1773501.0,1877348.0,1982513.0,2103818.0,2207318.0,2310290.0,2415090.0,2519323.0,2622957.0,2726434.0,2830499.0,2934248.0,3038869.0,3143785.0,3249445.0,3371356.0,3476791.0,3582187.0,3687395.0,3792382.0,3897062.0,4001982.0,4106810.0,4211768.0,4316547.0,4421720.0,4526427.0,4630963.0,4735814.0,4840667.0,4945239.0,5050141.0,5156707.0,5261737.0,5366720.0,5471969.0,5577420.0
5,190.0,23.0,ralf_schumacher,5.0,1.0,Finished,110703.0,214874.0,318883.0,423092.0,527097.0,631143.0,735486.0,839630.0,943648.0,1048143.0,1152195.0,1256379.0,1360625.0,1464654.0,1568619.0,1672384.0,1776330.0,1880410.0,1984854.0,2090072.0,2210593.0,2313160.0,2416449.0,2520091.0,2623761.0,2727689.0,2831420.0,2935216.0,3039525.0,3144310.0,3249320.0,3354272.0,3477308.0,3582769.0,3688604.0,3793498.0,3898253.0,4002751.0,4107545.0,4212784.0,4317520.0,4422382.0,4527607.0,4631944.0,4736443.0,4841660.0,4946292.0,5051264.0,5157490.0,5262506.0,5367478.0,5472586.0,5578279.0
14,190.0,55.0,alesi,6.0,11.0,+1 Lap,112139.0,216591.0,320260.0,424293.0,528319.0,632895.0,737122.0,841222.0,945478.0,1050342.0,1154649.0,1258649.0,1363045.0,1467846.0,1572353.0,1676994.0,1781660.0,1886172.0,1993149.0,2118063.0,2222612.0,2326693.0,2430866.0,2535324.0,2639754.0,2743897.0,2848414.0,2952694.0,3056720.0,3161004.0,3265450.0,3369985.0,3475858.0,3580978.0,3685528.0,3792204.0,3916319.0,4021860.0,4126664.0,4233243.0,4338167.0,4442682.0,4546882.0,4650834.0,4755395.0,4859662.0,4966293.0,5070555.0,5175586.0,5281281.0,5386394.0,5491101.0,
2,190.0,15.0,trulli,21.0,5.0,Engine,113095.0,218405.0,322709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,190.0,65.0,herbert,7.0,11.0,+1 Lap,113463.0,218732.0,323203.0,427180.0,530886.0,634870.0,738756.0,842885.0,946835.0,1051271.0,1155554.0,1259923.0,1364107.0,1468487.0,1573451.0,1678001.0,1783620.0,1908011.0,2012000.0,2116459.0,2220574.0,2324486.0,2428695.0,2533071.0,2637427.0,2741990.0,2846342.0,2950917.0,3055307.0,3159212.0,3263537.0,3367858.0,3472871.0,3577417.0,3681935.0,3788220.0,3917081.0,4022552.0,4127547.0,4234240.0,4339241.0,4443500.0,4548235.0,4652700.0,4758880.0,4863553.0,4968111.0,5072836.0,5177947.0,5283584.0,5388513.0,5493352.0,
