,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hakkinen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,panis,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,irvine,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,coulthard,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,9,10,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,frentzen,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,8,7,7,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,ralf_schumacher,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,5,8,8,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,alesi,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,10,8,8,8,8,8,8,8,8,8,8,8,7,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
8,trulli,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,herbert,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,11,10,8,7,7,7,7,7,7,7,7,7,7,7,6,4,4,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10,villeneuve,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,12,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
11,wurz,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
12,barrichello,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,9,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
13,damon_hill,14,14,14,13,13,13,13,13,13,13,13,13,13,13,18,19,19,19,19,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,diniz,15,15,15,14,14,14,14,14,14,14,14,14,14,14,13,12,12,10,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,0
15,fisichella,16,16,16,19,19,19,19,19,19,19,19,18,18,18,17,17,18,17,17,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15,14,14,14,14,14,13,13,13,13,13,13,13,13,0,0,0,0,0,0
16,zonta,17,17,17,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,0
17,gene,18,18,18,16,16,16,16,16,16,16,16,16,16,16,15,15,17,16,15,14,14,14,14,14,14,14,14,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,rosa,19,19,19,17,17,17,17,17,17,17,17,17,17,17,16,16,15,18,18,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,0,0
19,takagi,20,20,20,18,18,18,18,18,18,18,18,19,19,19,19,18,16,15,16,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,0,0,0,0,0,0,0,0,0,0
