,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
2,max_verstappen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,6,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,bottas,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,grosjean,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,sainz,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6,ocon,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,6,6,6,5,5,6,5,5,5,5,5,5,5,5,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,stroll,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,9,9,9,11,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,0
8,sirotkin,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,12,12,10,10,10,10,10,10,9,10,10,10,10,9,10,10,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0
9,alonso,10,10,10,10,10,10,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,gasly,11,11,11,11,11,12,12,13,11,12,12,13,13,13,13,13,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,14,14,14,14,14,14,14,15,15,15,15,0
11,kevin_magnussen,12,12,12,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
12,perez,13,13,13,12,12,11,11,10,10,10,10,10,9,9,8,8,8,9,9,9,9,9,9,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
13,leclerc,14,14,14,13,13,13,13,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,0
14,vandoorne,15,15,15,14,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,13,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,0
15,hulkenberg,16,16,16,15,14,16,16,16,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,12,15,15,15,15,15,15,15,14,14,14,14,0
16,ricciardo,17,17,17,16,15,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,vettel,18,18,18,17,16,15,15,15,12,11,11,11,11,10,10,9,9,8,8,7,7,7,6,5,5,5,4,4,5,10,9,8,8,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
