,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
2,1002,8,raikkonen,6,2,1,Finished,107025,244592,373855,459294,544165,629024,713562,798193,882693,967379.0,1052161.0,1137139.0,1221787.0,1306299.0,1390881.0,1475837.0,1560579.0,1645418.0,1729934.0,1819039.0,1921579.0,2005532.0,2089067.0,2172907.0,2256493.0,2340163.0,2423896.0,2507411.0,2591413.0,2675510.0,2759287.0,2843147.0,2927984.0,3012521.0,3096778.0,3181014.0,3265253.0,3349107.0,3433043.0,3517013.0,3600910.0,3685562.0,3769811.0,3854394.0,3940413.0,4025398.0,4110120.0,4194977.0,4280275.0,4365626.0,4450701.0,4536356.0,4623189.0
0,1002,1,hamilton,131,1,1,Finished,110478,246229,374133,460142,545169,629996,714747,799304,883653,968571.0,1053394.0,1138233.0,1222942.0,1307608.0,1392355.0,1477029.0,1561574.0,1646399.0,1730959.0,1815407.0,1899018.0,1983014.0,2066988.0,2151835.0,2236469.0,2321361.0,2405633.0,2493809.0,2596629.0,2679126.0,2761844.0,2844683.0,2928490.0,3013245.0,3097701.0,3182023.0,3266263.0,3350157.0,3433914.0,3518030.0,3601798.0,3686221.0,3770531.0,3854923.0,3938634.0,4022146.0,4105905.0,4189681.0,4273932.0,4358466.0,4442991.0,4528359.0,4614484.0
11,1002,830,max_verstappen,9,5,1,Finished,111041,247245,374775,461330,546945,632420,717536,802512,887657,972697.0,1057992.0,1143181.0,1228391.0,1313526.0,1398606.0,1483572.0,1568476.0,1653456.0,1738615.0,1823971.0,1908998.0,1994308.0,2079329.0,2164347.0,2250065.0,2339904.0,2443615.0,2527545.0,2611227.0,2695641.0,2779815.0,2863873.0,2948139.0,3032242.0,3116484.0,3200372.0,3284456.0,3368237.0,3451870.0,3535561.0,3619170.0,3703341.0,3787424.0,3871186.0,3955960.0,4040257.0,4124184.0,4208166.0,4292503.0,4376208.0,4459975.0,4543811.0,4627692.0
8,1002,822,bottas,131,3,1,Finished,112240,249284,375451,462227,547990,633528,718509,803579,888742,973918.0,1059121.0,1144186.0,1229410.0,1314434.0,1399718.0,1484732.0,1569647.0,1654229.0,1739520.0,1824600.0,1909769.0,1995040.0,2080365.0,2165441.0,2251622.0,2337095.0,2421294.0,2505653.0,2590204.0,2674574.0,2758421.0,2842578.0,2927340.0,3011900.0,3095990.0,3184725.0,3287706.0,3370768.0,3453675.0,3536757.0,3619795.0,3703911.0,3791804.0,3875064.0,3958238.0,4041280.0,4124805.0,4208713.0,4293258.0,4376923.0,4460657.0,4544294.0,4628550.0
4,1002,154,grosjean,210,20,2,Disqualified,113393,250674,376276,463561,549724,635975,721956,807938,893893,980142.0,1066127.0,1152047.0,1238075.0,1324024.0,1410000.0,1495919.0,1581840.0,1667796.0,1753599.0,1839362.0,1925459.0,2011063.0,2101339.0,2207468.0,2293200.0,2378198.0,2463224.0,2548356.0,2633466.0,2718872.0,2803975.0,2888811.0,2974416.0,3060654.0,3146433.0,3231380.0,3316584.0,3401458.0,3486356.0,3571403.0,3656329.0,3741231.0,3825887.0,3910510.0,3995078.0,4079499.0,4164058.0,4248301.0,4333046.0,4417482.0,4502247.0,4586491.0,4670804.0
12,1002,832,sainz,4,8,1,Finished,114630,251879,376331,464079,550458,636746,723021,809040,895305,981577.0,1067931.0,1154059.0,1240724.0,1327609.0,1413938.0,1499847.0,1586110.0,1672515.0,1758753.0,1845607.0,1931588.0,2017526.0,2104192.0,2191523.0,2277876.0,2363859.0,2449986.0,2535921.0,2621863.0,2707819.0,2793782.0,2879394.0,2965573.0,3052062.0,3137705.0,3223499.0,3309326.0,3395468.0,3486004.0,3592337.0,3677062.0,3761983.0,3846741.0,3931272.0,4015837.0,4100400.0,4184953.0,4269565.0,4354067.0,4438741.0,4523545.0,4607601.0,4692624.0
14,1002,839,ocon,10,6,1,Finished,115726,253026,376954,464830,551797,637995,724146,810217,896263,982339.0,1068649.0,1154745.0,1241193.0,1326791.0,1412404.0,1497791.0,1583568.0,1669368.0,1755298.0,1840947.0,1926833.0,2012541.0,2098046.0,2185010.0,2270901.0,2356505.0,2441817.0,2527134.0,2613507.0,2698945.0,2784246.0,2869383.0,2954975.0,3040100.0,3125370.0,3210570.0,3295843.0,3385251.0,3490195.0,3574633.0,3659102.0,3743518.0,3827856.0,3912035.0,3996348.0,4080759.0,4165231.0,4249536.0,4333997.0,4418255.0,4503125.0,4587569.0,4672245.0
15,1002,840,stroll,3,9,11,+1 Lap,116515,254536,377254,465523,552535,638965,725311,811995,898432,984742.0,1071255.0,1156968.0,1243625.0,1329898.0,1417506.0,1504411.0,1590524.0,1676930.0,1762949.0,1849050.0,1935619.0,2021948.0,2108492.0,2194992.0,2281526.0,2368015.0,2454542.0,2541012.0,2627406.0,2713684.0,2799489.0,2885879.0,2971964.0,3057871.0,3148278.0,3255100.0,3339708.0,3424815.0,3509395.0,3594620.0,3679651.0,3764639.0,3849382.0,3934052.0,4018708.0,4103394.0,4188010.0,4272992.0,4359711.0,4444621.0,4529769.0,4615225.0,
18,1002,845,sirotkin,3,10,11,+1 Lap,117454,254933,377833,465932,553166,639966,726505,813014,899551,985812.0,1072074.0,1158152.0,1245579.0,1332975.0,1419481.0,1505485.0,1591729.0,1678071.0,1764343.0,1850505.0,1936870.0,2024114.0,2110629.0,2197295.0,2284278.0,2370490.0,2456612.0,2542734.0,2628882.0,2715165.0,2802138.0,2887941.0,2973807.0,3059939.0,3146073.0,3233139.0,3323617.0,3429535.0,3514323.0,3599016.0,3684808.0,3771916.0,3856650.0,3941559.0,4026349.0,4111057.0,4195736.0,4280789.0,4366227.0,4451126.0,4536888.0,4620656.0,
1,1002,4,alonso,1,18,5,Engine,119468,256975,378706,467523,554618,641627,729918,817452,922829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
