,0,1,2
0,21,22,1:29.598
1,55,15,1:30.317
2,57,1,1:30.517
3,30,6,1:30.551
4,22,24,1:31.005
5,63,21,1:31.028
6,49,3,1:31.515
7,56,6,1:31.651
8,23,17,1:31.917
9,44,20,1:32.081
10,35,3,1:32.083
11,50,24,1:32.099
12,64,21,1:32.206
13,14,1,1:32.399
14,71,17,1:32.718
15,15,20,1:32.906
16,25,22,1:33.185
17,65,15,1:33.205
18,74,18,1:33.399
19,68,25,1:34.090
20,75,18,1:34.536
21,73,25,1:34.910
