,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ralf_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,4,4,3,4,13,13,13,13,13,13,13,13,13,12,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,0,0
2,montoya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,raikkonen,4,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,button,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,8,6,5,5,3,3,3,3,4,4,5,5,5,5,5,5,5,10,9,7,6,6,6,6,6,6,6,6,6,6,8,8,9,9,9,0,0,0,0,0
5,coulthard,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,trulli,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,11,9,9,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,7,8,8,0,0
7,heidfeld,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,4,3,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,9,8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
8,massa,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,5,6,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,5,4,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5
9,frentzen,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,6,7,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,6,5,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6
10,panis,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,11,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,fisichella,12,12,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,sato,13,13,13,12,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,bernoldi,14,14,14,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,12,12,11,11,11,10,10,10,10,10,10,10,11,11,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,villeneuve,15,15,15,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,8,7,6,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,0
15,salo,16,16,18,18,17,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,9,0
16,mcnish,17,17,16,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,0
17,irvine,18,18,17,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,12,10,11,14,14,14,14,14,14,14,14,14,14,14,14,13,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
