,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
10,128.0,30.0,michael_schumacher,1.0,1.0,Finished,85460.0,167794.0,250760.0,333928.0,416462.0,498993.0,581749.0,665196.0,747538.0,829837.0,912124.0,995603.0,1078039.0,1160235.0,1242564.0,1325083.0,1407128.0,1489274.0,1571983.0,1653738.0,1735470.0,1817500.0,1899161.0,1980537.0,2061893.0,2147513.0,2255854.0,2339661.0,2422756.0,2505254.0,2587538.0,2669288.0,2751414.0,2832829.0,2915014.0,2997111.0,3078565.0,3160213.0,3242075.0,3323653.0,3405482.0,3487863.0,3570110.0,3652898.0,3734954.0,3816760.0,3903627.0,4010147.0,4090502.0,4173930.0,4258386.0,4342312.0,4425366.0,4509328.0,4593182.0,4677446.0,4762183.0,4846698.0,4929487.0,5011513.0,5094200.0,5177642.0,5260839.0,5344329.0,5429981.0
9,128.0,23.0,ralf_schumacher,11.0,5.0,Engine,87019.0,170067.0,253426.0,336859.0,420531.0,504102.0,587887.0,671862.0,755685.0,839218.0,922566.0,1006092.0,1089454.0,1172744.0,1256460.0,1339539.0,1422380.0,1505492.0,1588766.0,1671683.0,1754863.0,1837762.0,1920680.0,2007327.0,2112180.0,2195938.0,2278635.0,2361369.0,2452199.0,2577860.0,2661263.0,2745975.0,2830578.0,2916382.0,3001972.0,3088408.0,3173572.0,3258670.0,3343681.0,3432837.0,3543258.0,3629220.0,3713589.0,3798380.0,3883427.0,3968650.0,4055970.0,4142852.0,4228243.0,4313689.0,4398629.0,4483748.0,4569038.0,4653919.0,4738747.0,4823910.0,4909226.0,4993911.0,5080009.0,5164677.0,5249082.0,5333638.0,5418052.0,,
11,128.0,31.0,montoya,2.0,1.0,Finished,87987.0,171460.0,254630.0,338366.0,422000.0,506635.0,590639.0,674543.0,758341.0,841872.0,925443.0,1008756.0,1092002.0,1175839.0,1258904.0,1342074.0,1424993.0,1508107.0,1590976.0,1673921.0,1756998.0,1839647.0,1922355.0,2004806.0,2091063.0,2197120.0,2279472.0,2362285.0,2445709.0,2528704.0,2611754.0,2695021.0,2778193.0,2861556.0,2944954.0,3028293.0,3111235.0,3194570.0,3277493.0,3360241.0,3443007.0,3526185.0,3608560.0,3691076.0,3777342.0,3888400.0,3970140.0,4052446.0,4135174.0,4218327.0,4301325.0,4384178.0,4467343.0,4550326.0,4633223.0,4716208.0,4799578.0,4882989.0,4965728.0,5048537.0,5131144.0,5214367.0,5297634.0,5381152.0,5465610.0
2,128.0,8.0,raikkonen,18.0,65.0,Rear wing,88602.0,172278.0,255802.0,363469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,128.0,18.0,button,12.0,9.0,Hydraulics,89178.0,172761.0,256558.0,340093.0,424465.0,508462.0,592703.0,676978.0,761223.0,845031.0,928944.0,1012793.0,1096842.0,1180723.0,1264622.0,1348470.0,1431986.0,1515592.0,1599533.0,1683083.0,1766405.0,1849952.0,1933317.0,2020764.0,2124870.0,2207477.0,2290186.0,2373328.0,2456947.0,2540766.0,2624606.0,2708483.0,2792586.0,2878113.0,2961966.0,3047530.0,3131667.0,3215505.0,3299118.0,3382681.0,3466074.0,3553629.0,3661224.0,3744992.0,3829415.0,3913756.0,3998227.0,4083541.0,4167745.0,4251771.0,4336124.0,4420421.0,4505074.0,4589134.0,4673140.0,4760546.0,4849060.0,4936976.0,5028764.0,5122928.0,,,,,
5,128.0,14.0,coulthard,3.0,1.0,Finished,89765.0,173483.0,257436.0,341356.0,425525.0,509829.0,593831.0,678002.0,762150.0,846253.0,930027.0,1014173.0,1097983.0,1181956.0,1266001.0,1349879.0,1433366.0,1517215.0,1601393.0,1685108.0,1768708.0,1852385.0,1935693.0,2018913.0,2101872.0,2184412.0,2266874.0,2349216.0,2435782.0,2541694.0,2625164.0,2708942.0,2792915.0,2875766.0,2958538.0,3041428.0,3124159.0,3206676.0,3289262.0,3371849.0,3454269.0,3536839.0,3619573.0,3701872.0,3783803.0,3870873.0,3975342.0,4058317.0,4141546.0,4224540.0,4307821.0,4390718.0,4473578.0,4556410.0,4639339.0,4722202.0,4805234.0,4888243.0,4970954.0,5053826.0,5137147.0,5220457.0,5303736.0,5387007.0,5472604.0
6,128.0,15.0,trulli,10.0,5.0,Engine,90376.0,174241.0,258172.0,342244.0,426325.0,510667.0,594882.0,679237.0,763595.0,847651.0,931511.0,1015459.0,1099136.0,1183081.0,1267274.0,1351000.0,1434921.0,1518384.0,1602286.0,1686313.0,1770002.0,1853443.0,1940288.0,2047860.0,2130015.0,2212570.0,2295331.0,2378124.0,2460757.0,2544101.0,2627224.0,2710389.0,2794151.0,2878623.0,2962676.0,3046093.0,3129269.0,3212399.0,3295125.0,3377821.0,3460575.0,3543857.0,3631018.0,3736775.0,3819526.0,3902460.0,3985952.0,4069258.0,4152439.0,4236146.0,4319791.0,4403719.0,4487800.0,4572045.0,4656901.0,4741903.0,4828782.0,4914968.0,5001163.0,5087993.0,5177466.0,5269316.0,5372299.0,,
1,128.0,2.0,heidfeld,4.0,1.0,Finished,91005.0,175178.0,259214.0,343326.0,427477.0,511672.0,596124.0,680450.0,764645.0,848802.0,932839.0,1016813.0,1100576.0,1184231.0,1268485.0,1352324.0,1436331.0,1520113.0,1603779.0,1687525.0,1771411.0,1855566.0,1939351.0,2022730.0,2105973.0,2189708.0,2276726.0,2382259.0,2465119.0,2548279.0,2631204.0,2714161.0,2797270.0,2880895.0,2964604.0,3048514.0,3132460.0,3216177.0,3299599.0,3383470.0,3466863.0,3554239.0,3660166.0,3743207.0,3826389.0,3909715.0,3992844.0,4076463.0,4159694.0,4243077.0,4326504.0,4409829.0,4493170.0,4576525.0,4659676.0,4743257.0,4827760.0,4911157.0,4995040.0,5079085.0,5162085.0,5245617.0,5329156.0,5412314.0,5496677.0
4,128.0,13.0,massa,5.0,1.0,Finished,91430.0,175938.0,259992.0,344192.0,428742.0,513193.0,597839.0,682282.0,766774.0,850911.0,934728.0,1018820.0,1102957.0,1187241.0,1271272.0,1355084.0,1439078.0,1523241.0,1607146.0,1690894.0,1775306.0,1859082.0,1942805.0,2026660.0,2110637.0,2198445.0,2304883.0,2387069.0,2469768.0,2552542.0,2635642.0,2719288.0,2802761.0,2886550.0,2970031.0,3053616.0,3136879.0,3220265.0,3303608.0,3386938.0,3470445.0,3553953.0,3637338.0,3724416.0,3831057.0,3914514.0,3998582.0,4083893.0,4168389.0,4252464.0,4336792.0,4421253.0,4505797.0,4590160.0,4674480.0,4758305.0,4841832.0,4925138.0,5008274.0,5091485.0,5175214.0,5258492.0,5341485.0,5424716.0,5508954.0
15,128.0,49.0,frentzen,6.0,1.0,Finished,92570.0,177437.0,262087.0,347177.0,431902.0,516254.0,600588.0,685525.0,769982.0,854111.0,938183.0,1022334.0,1106280.0,1190083.0,1274086.0,1358086.0,1441882.0,1525880.0,1609741.0,1693304.0,1777104.0,1860966.0,1944496.0,2028174.0,2111649.0,2199681.0,2307013.0,2390793.0,2474811.0,2558454.0,2641993.0,2725382.0,2808993.0,2892602.0,2976161.0,3059892.0,3143353.0,3226713.0,3310103.0,3393839.0,3477489.0,3560664.0,3642984.0,3729140.0,3836674.0,3919372.0,4002178.0,4085593.0,4169343.0,4253348.0,4337371.0,4421745.0,4506210.0,4590607.0,4674955.0,4759307.0,4842358.0,4925691.0,5008785.0,5091997.0,5175991.0,5259406.0,5342474.0,5425816.0,5510410.0
