,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
4,934,13,massa,3,4,1,Finished,114061,269853,417127,518268.0,618540.0,718055.0,817833.0,917534.0,1016942.0,1116588.0,1216022.0,1315481.0,1415095.0,1514566.0,1613864.0,1713472.0,1813109.0,1912666.0,2012018.0,2109919.0,2228364.0,2326055.0,2423718.0,2521417.0,2618965.0,2716431.0,2814007.0,2911753.0,3009333.0,3106986.0,3204471.0,3301979.0,3399689.0,3532044.0,3650279.0,3749544.0,3848479.0,3955930.0,4064142.0,4169826.0,4274071.0,4376651.0,4482201.0,4603076.0,4739041.0,4851664.0,4963551.0,5074962.0,5186369.0,5298331.0,5410980.0,5524568.0
0,934,1,hamilton,131,1,1,Finished,117101,271175,418044,519921.0,620395.0,720160.0,819453.0,918772.0,1018339.0,1117630.0,1217111.0,1316982.0,1416331.0,1515897.0,1615254.0,1714652.0,1814122.0,1913960.0,2011806.0,2128155.0,2225429.0,2322656.0,2420157.0,2517344.0,2614702.0,2712046.0,2809741.0,2907157.0,3004250.0,3101606.0,3198755.0,3295880.0,3393345.0,3526104.0,3644143.0,3742211.0,3839811.0,3949149.0,4058740.0,4162488.0,4266352.0,4367536.0,4468696.0,4598417.0,4711076.0,4822549.0,4933225.0,5043569.0,5154194.0,5264704.0,5375701.0,5487729.0
9,934,822,bottas,3,5,1,Finished,118560,271995,417838,519046.0,619442.0,719093.0,818538.0,918018.0,1017690.0,1117120.0,1216692.0,1316161.0,1415718.0,1515157.0,1614561.0,1713959.0,1813711.0,1913271.0,2012658.0,2111842.0,2208452.0,2326868.0,2424643.0,2522270.0,2619900.0,2717598.0,2815158.0,2913014.0,3010653.0,3108214.0,3205812.0,3303325.0,3401480.0,3534088.0,3651986.0,3751287.0,3850411.0,3959095.0,4068444.0,4174082.0,4277053.0,4379946.0,4487291.0,4611431.0,4754537.0,4869755.0,4984229.0,5097231.0,5210093.0,5323781.0,5437841.0,5550923.0
1,934,3,rosberg,131,2,1,Finished,119219,272905,418180,520555.0,621420.0,721269.0,820600.0,919798.0,1019210.0,1118716.0,1217913.0,1317672.0,1417218.0,1516759.0,1615995.0,1715697.0,1814951.0,1914549.0,2013996.0,2110971.0,2229025.0,2327328.0,2425421.0,2522824.0,2620592.0,2718139.0,2815840.0,2913576.0,3011281.0,3108930.0,3206405.0,3303954.0,3404017.0,3535667.0,3652661.0,3751774.0,3851096.0,3959805.0,4067434.0,4170203.0,4272098.0,4371281.0,4473119.0,4586798.0,4720207.0,4831488.0,4942903.0,5053792.0,5164940.0,5276023.0,5387462.0,5498685.0
6,934,807,hulkenberg,10,7,1,Finished,120017,273525,418552,522039.0,623696.0,724185.0,824379.0,924805.0,1025261.0,1125248.0,1225263.0,1325500.0,1425961.0,1526241.0,1626513.0,1726771.0,1826857.0,1926880.0,2025113.0,2143538.0,2242971.0,2342099.0,2441204.0,2540093.0,2639075.0,2737901.0,2836478.0,2934833.0,3033327.0,3131769.0,3230501.0,3328797.0,3439164.0,3567187.0,3677399.0,3776024.0,3880581.0,3989007.0,4092685.0,4193896.0,4294015.0,4396627.0,4506802.0,4645415.0,4785327.0,4898932.0,5010886.0,5121966.0,5232800.0,5343826.0,5455035.0,5566473.0
3,934,8,raikkonen,6,8,11,+1 Lap,121009,274571,418934,522538.0,624394.0,725119.0,825073.0,925322.0,1026098.0,1126049.0,1226076.0,1326161.0,1425109.0,1543943.0,1642897.0,1741900.0,1841108.0,1940577.0,2040113.0,2139085.0,2238069.0,2336702.0,2435470.0,2533916.0,2631967.0,2730142.0,2828002.0,2926142.0,3024162.0,3121864.0,3219357.0,3317076.0,3423067.0,3551939.0,3665292.0,3764572.0,3867802.0,3977455.0,4103816.0,4212585.0,4323018.0,4431792.0,4543797.0,4661888.0,4789913.0,4909319.0,5024979.0,5158646.0,5268931.0,5379730.0,5491486.0,
10,934,826,kvyat,9,6,1,Finished,121964,275944,419394,523383.0,625249.0,725930.0,826169.0,926108.0,1026670.0,1126782.0,1226766.0,1326930.0,1427289.0,1527217.0,1627228.0,1727548.0,1827713.0,1925885.0,2043652.0,2142976.0,2241548.0,2339754.0,2438261.0,2536946.0,2635321.0,2733559.0,2832198.0,2930108.0,3028031.0,3126185.0,3224371.0,3322297.0,3430501.0,3559155.0,3670133.0,3769185.0,3872516.0,3979447.0,4083720.0,4184904.0,4286189.0,4389258.0,4503090.0,4637995.0,4776189.0,4888207.0,4998508.0,5109300.0,5220155.0,5330834.0,5441867.0,5551684.0
5,934,20,vettel,6,3,1,Finished,122876,276522,419815,524612.0,626363.0,727232.0,827755.0,928004.0,1027828.0,1127657.0,1227547.0,1327610.0,1428162.0,1526947.0,1645619.0,1744139.0,1842731.0,1941704.0,2041437.0,2140466.0,2239457.0,2338205.0,2436980.0,2535341.0,2633652.0,2732108.0,2830143.0,2928227.0,3026207.0,3124158.0,3221865.0,3319778.0,3427116.0,3555119.0,3668246.0,3767061.0,3870162.0,3977860.0,4082287.0,4183917.0,4285569.0,4387883.0,4490381.0,4621594.0,4735475.0,4848027.0,4959911.0,5070553.0,5181112.0,5291403.0,5402017.0,5513172.0
2,934,4,alonso,1,10,11,+1 Lap,123113,310909,423320,528303.0,632358.0,734599.0,836319.0,938070.0,1039979.0,1141607.0,1243241.0,1345069.0,1447231.0,1549239.0,1651459.0,1754793.0,1855207.0,1975199.0,2075359.0,2175898.0,2275949.0,2376069.0,2476464.0,2576406.0,2675935.0,2775455.0,2874933.0,2974092.0,3073307.0,3172190.0,3271461.0,3371484.0,3495207.0,3623604.0,3724510.0,3824069.0,3933559.0,4065572.0,4175372.0,4287681.0,4398558.0,4511634.0,4630152.0,4749909.0,4869446.0,4987976.0,5104132.0,5221378.0,5337393.0,5452970.0,5569185.0,
7,934,815,perez,10,9,11,+1 Lap,124438,277449,420266,524124.0,625974.0,726716.0,827168.0,927459.0,1029077.0,1129623.0,1229748.0,1329987.0,1430336.0,1530717.0,1630872.0,1731146.0,1831358.0,1931328.0,2031280.0,2130151.0,2249555.0,2349196.0,2448575.0,2547884.0,2646350.0,2745288.0,2843955.0,2943079.0,3042359.0,3141125.0,3240670.0,3340802.0,3458031.0,3584718.0,3694701.0,3793999.0,3901694.0,4011290.0,4116361.0,4219273.0,4321985.0,4425025.0,4538167.0,4685505.0,4825181.0,4938694.0,5051480.0,5166783.0,5280136.0,5393223.0,5505731.0,
