,0,1,2
0,1,131,1:07.934
1,830,9,1:08.372
2,822,131,1:08.426
3,815,9,1:08.483
4,842,213,1:08.777
5,832,6,1:08.826
6,844,6,1:08.859
7,846,1,1:08.980
8,817,1,1:09.039
9,4,214,1:09.113
10,839,214,1:09.189
11,20,117,1:09.399
12,852,213,1:09.350
13,8,51,1:09.503
14,841,51,1:09.342
15,840,117,1:09.663
16,849,3,1:09.897
17,847,3,1:09.953
18,854,210,1:10.329
19,853,210,1:10.589
