,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
7,1071,830,max_verstappen,9,2,1,Finished,78399,153079,227550,302263,376923,464411,584261,717871,867504,942309,1016886,1110590,1210630,1295596,1369960,1444274,1518598,1593114,1667582,1741965,1816709,1891289,1966063,2040905,2115966,2190877,2269573,2359986,2433487,2518062,2597470,2670625,2743765,2817156,2890590,2964168,3038006,3111481,3185174,3262529,3352508,3425467,3498728,3571691,3644668,3717382,3789868,3863910.0,3936743.0,4009582.0,4082250.0,4155024.0,4227710.0,4300212.0,4372703.0,4445255.0,4518002.0,4591416.0,4665484.0,4738818.0,4812183.0,4885979.0,4959461.0,5033298.0,5106957.0,5181242.0,5255200.0,5329625.0,5404014.0,5478421.0,5553347.0
4,1071,815,perez,9,4,1,Finished,79651,154377,229003,303692,378287,466957,586064,719517,867842,943634,1018255,1113233,1213191,1297189,1371668,1446118,1521055,1596908,1672932,1748180,1823152,1898048,1972842,2047878,2123175,2198310,2273582,2352770,2444759,2533039,2606737,2680303,2753839,2827546,2901218,2974735,3048336,3121821,3195403,3268902,3342788,3420198,3509698,3582074,3654912,3728581,3801673,3875068.0,3948727.0,4021874.0,4094915.0,4167849.0,4240809.0,4313707.0,4386622.0,4459811.0,4533147.0,4606615.0,4679865.0,4752917.0,4825957.0,4899150.0,4972062.0,5045356.0,5119328.0,5192752.0,5266071.0,5339557.0,5417573.0,5511781.0,5582791.0
6,1071,822,bottas,131,3,1,Finished,80541,155838,230792,305629,383117,471392,590011,722311,868236,945155,1020155,1114605,1214631,1298855,1373344,1447666,1522763,1597994,1673398,1749068,1824135,1899544,1974683,2049704,2124723,2199869,2275111,2350445,2425117,2512153,2603791,2676793,2750376,2823461,2896819,2970372,3043883,3117413,3190997,3264658,3342221,3432818,3505680,3578646,3651847,3724910,3798087,3871528.0,3944054.0,4017464.0,4090678.0,4163752.0,4236719.0,4309870.0,4382825.0,4456246.0,4529218.0,4602149.0,4675434.0,4748264.0,4821152.0,4894737.0,4968120.0,5042167.0,5115513.0,5189135.0,5262562.0,5336439.0,5409602.0,5482973.0,5556427.0
13,1071,844,leclerc,6,5,1,Finished,81519,157425,233176,309602,385366,473262,591779,724210,868396,946046,1021787,1117464,1216906,1300750,1375922,1451081,1526245,1601684,1677040,1752719,1828167,1903614,1978903,2054495,2130190,2205655,2285025,2376521,2451209,2541573,2616530,2691027,2765647,2839975,2914037,2988043,3062086,3136075,3210241,3284397,3358663,3432874,3507721,3581986,3657079,3731675,3806441,3881063.0,3955534.0,4030602.0,4105417.0,4183707.0,4275058.0,4348544.0,4421468.0,4494470.0,4567507.0,4640587.0,4713662.0,4786733.0,4859555.0,4932528.0,5005524.0,5078405.0,5151458.0,5224677.0,5298318.0,5371467.0,5444797.0,5517988.0,5592368.0
8,1071,832,sainz,6,6,1,Finished,82506,158646,234967,310714,386391,475002,593671,725576,868574,946606,1022680,1119351,1220638,1301630,1376707,1451827,1527175,1602859,1678363,1754076,1829765,1905417,1980840,2056690,2132251,2211837,2303661,2378946,2454540,2545881,2620421,2694745,2769635,2843952,2918237,2992699,3066948,3141111,3215143,3289178,3363680,3438231,3512791,3586999,3661754,3735902,3810170,3884241.0,3958662.0,4033524.0,4108164.0,4183405.0,4261915.0,4352563.0,4425843.0,4498918.0,4572012.0,4644823.0,4717794.0,4790784.0,4863744.0,4936972.0,5009682.0,5082583.0,5155804.0,5228761.0,5301766.0,5375298.0,5448675.0,5521524.0,5594671.0
0,1071,1,hamilton,131,1,1,Finished,83099,158774,233028,307335,381507,469108,588725,720462,868089,944069,1018676,1113659,1213397,1297754,1372091,1446625,1521372,1597088,1671388,1745812,1820345,1894876,1969651,2044775,2119751,2198427,2288229,2361593,2434755,2519067,2598464,2671689,2744980,2818471,2891941,2965456,3039423,3112818,3186284,3259868,3333445,3406839,3484252,3573850,3645985,3717967,3790351,3864928.0,3937647.0,4010206.0,4083177.0,4155663.0,4228313.0,4301145.0,4373708.0,4446132.0,4518519.0,4591919.0,4664298.0,4736879.0,4809748.0,4883038.0,4956228.0,5029062.0,5102009.0,5175183.0,5248416.0,5321832.0,5395389.0,5468991.0,5542851.0
3,1071,20,vettel,117,11,11,+1 Lap,83106,159900,235570,311549,387557,477516,595298,728422,868921,947291,1023679,1120736,1221634,1302409,1378144,1453940,1529800,1606601,1682634,1759218,1835726,1911872,1988006,2064415,2140666,2217112,2293655,2373917,2467863,2559201,2634284,2709044,2785233,2860359,2935707,3010524,3085531,3162533,3237994,3313769,3389336,3464730,3539881,3615122,3690294,3765355,3840234,3914891.0,3989793.0,4064731.0,4139604.0,4214658.0,4289475.0,4364033.0,4442314.0,4534169.0,4608266.0,4682290.0,4756032.0,4829822.0,4903581.0,4977330.0,5051178.0,5124932.0,5198774.0,5272734.0,5346653.0,5420486.0,5494120.0,5568145.0,
12,1071,842,gasly,213,7,11,+1 Lap,84052,160486,236475,312233,388306,478951,597568,730152,869307,947907,1024186,1121527,1222852,1303124,1378882,1454439,1530183,1605352,1680753,1756150,1831930,1907754,1983413,2059479,2138949,2230821,2305118,2380467,2456072,2546214,2621459,2696554,2771162,2845725,2920074,2994401,3069032,3143442,3217936,3292385,3367244,3442083,3516792,3591650,3666494,3741224,3815937,3890631.0,3965475.0,4040307.0,4118747.0,4209384.0,4282611.0,4356459.0,4430920.0,4506438.0,4581407.0,4657517.0,4732321.0,4807362.0,4881466.0,4956135.0,5031061.0,5104737.0,5178404.0,5252122.0,5325821.0,5399405.0,5472974.0,5547043.0,
5,1071,817,ricciardo,1,19,75,Power loss,84595,161994,237967,313954,390099,481844,599307,732803,869900,948507,1025262,1122904,1224496,1304541,1380197,1455780,1531585,1607264,1682935,1759207,1834426,1909937,1985562,2061030,2136637,2211937,2287768,2364419,2440237,2530297,2621763,2697134,2771815,2846952,2922088,2996960,3071814,3146403,3220998,3295441,3370137,3444860,3519647,3594526,3669167,3743891,3819361,3895507.0,3987514.0,,,,,,,,,,,,,,,,,,,,,,
9,1071,839,ocon,214,8,11,+1 Lap,84757,161393,237483,313359,389582,480428,598919,732051,869594,948509,1026051,1124174,1225107,1305717,1381557,1457468,1533279,1609202,1685065,1761411,1837454,1913598,1989702,2065869,2142039,2218179,2294676,2371057,2447341,2539361,2631515,2706340,2781371,2856506,2931599,3007524,3082834,3157805,3232934,3307969,3382943,3457897,3532508,3607060,3681630,3756167,3830807,3905237.0,3980030.0,4054516.0,4128966.0,4205778.0,4280544.0,4355554.0,4430785.0,4505980.0,4581245.0,4657166.0,4732204.0,4809132.0,4886262.0,4961222.0,5035682.0,5110596.0,5185806.0,5260703.0,5336604.0,5412781.0,5488092.0,5563369.0,
