,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
18,158.0,57.0,hakkinen,17.0,5.0,Engine,100366.0,194547.0,288652.0,382538.0,476739.0,570498.0,664081.0,791566.0,939418.0,1103688.0,1198858.0,1292198.0,1385633.0,1478303.0,1571076.0,1663799.0,1756343.0,1848776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,158.0,14.0,coulthard,19.0,5.0,Engine,100944.0,195644.0,290054.0,384328.0,478394.0,572344.0,665997.0,792524.0,940960.0,1104355.0,1264549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,158.0,30.0,michael_schumacher,1.0,1.0,Finished,101838.0,196792.0,291065.0,385408.0,479563.0,573286.0,667382.0,794962.0,943111.0,1105161.0,1201519.0,1294483.0,1388549.0,1481776.0,1574539.0,1667010.0,1759339.0,1851460.0,1944662.0,2038601.0,2132508.0,2226107.0,2318929.0,2411248.0,2504472.0,2596318.0,2688329.0,2780081.0,2871876.0,2991896.0,3091389.0,3185612.0,3279314.0,3373352.0,3467197.0,3561018.0,3655159.0,3749593.0,3843764.0,3938070.0,4033466.0,4127607.0,4222159.0,4316058.0,4410113.0,4504344.0,4598295.0,4693182.0,4786637.0,4879822.0,4972680.0,5065318.0,5159562.0,5253494.0,5347737.0,5443109.0,5539367.0,5641987.0
14,158.0,49.0,frentzen,14.0,9.0,Hydraulics,103598.0,200247.0,296450.0,392302.0,488364.0,584211.0,680348.0,797177.0,943723.0,1105972.0,1202615.0,1297996.0,1393388.0,1488088.0,1582609.0,1677055.0,1771328.0,1865712.0,1961186.0,2055607.0,2149725.0,2243907.0,2337726.0,2431363.0,2524876.0,2617875.0,2710608.0,2803272.0,2896438.0,2989588.0,3082550.0,3175252.0,3268676.0,3360786.0,3453044.0,3584037.0,3682969.0,3793165.0,3891269.0,,,,,,,,,,,,,,,,,,,
6,158.0,22.0,barrichello,2.0,1.0,Finished,104620.0,201047.0,296976.0,392721.0,488718.0,584470.0,680745.0,797719.0,945898.0,1106300.0,1202865.0,1298819.0,1393974.0,1488511.0,1583059.0,1677583.0,1771775.0,1866083.0,1961637.0,2056219.0,2150370.0,2244463.0,2338425.0,2432462.0,2525790.0,2619056.0,2711803.0,2804593.0,2897376.0,2990340.0,3083333.0,3175969.0,3294554.0,3392572.0,3486235.0,3579863.0,3673096.0,3764907.0,3856770.0,3948887.0,4040368.0,4132501.0,4224652.0,4317082.0,4409882.0,4524643.0,4623974.0,4718289.0,4810980.0,4903639.0,4996384.0,5089135.0,5182555.0,5276161.0,5369863.0,5463863.0,5558046.0,5653402.0
3,158.0,15.0,trulli,15.0,5.0,Engine,105579.0,202598.0,298850.0,394581.0,490167.0,585715.0,681480.0,799418.0,947573.0,1106962.0,1203747.0,1299888.0,1395225.0,1489975.0,1584694.0,1679232.0,1773812.0,1868243.0,1963047.0,2057575.0,2151863.0,2246165.0,2340438.0,2434666.0,2528490.0,2622134.0,2715864.0,2809087.0,2902897.0,2996464.0,3092419.0,3186980.0,3281164.0,3375576.0,3469944.0,,,,,,,,,,,,,,,,,,,,,,,
10,158.0,35.0,villeneuve,4.0,1.0,Finished,106488.0,204051.0,301164.0,397728.0,494037.0,590146.0,686288.0,801531.0,949180.0,1107906.0,1205407.0,1301883.0,1398135.0,1493949.0,1589292.0,1684595.0,1779749.0,1874514.0,1969973.0,2064824.0,2159862.0,2254441.0,2349049.0,2443381.0,2537457.0,2631725.0,2726006.0,2820512.0,2914535.0,3009106.0,3103226.0,3197021.0,3290830.0,3384144.0,3477329.0,3571272.0,3693112.0,3794002.0,3890488.0,3985745.0,4080426.0,4175926.0,4271204.0,4365889.0,4460443.0,4554929.0,4650079.0,4745015.0,4839811.0,4934300.0,5028708.0,5122779.0,5216855.0,5310990.0,5405111.0,5498774.0,5592083.0,5686434.0
20,158.0,63.0,salo,10.0,2.0,Disqualified,107177.0,204682.0,301999.0,398836.0,494893.0,590850.0,687504.0,802956.0,950350.0,1108387.0,1206202.0,1302409.0,1398731.0,1494544.0,1589984.0,1685213.0,1780270.0,1875326.0,1970556.0,2065539.0,2160396.0,2254960.0,2349696.0,2444064.0,2538186.0,2632250.0,2726660.0,2820998.0,2915182.0,3035814.0,3135993.0,3230341.0,3324757.0,3419096.0,3513373.0,3608811.0,3704623.0,3801233.0,3896351.0,3990872.0,4085457.0,4180498.0,4274564.0,4368470.0,4462950.0,4557316.0,4652252.0,4746880.0,4841308.0,4936395.0,5029866.0,5123956.0,5217963.0,5311988.0,5406300.0,5499956.0,5593654.0,5687611.0
17,158.0,56.0,irvine,21.0,20.0,Spun off,108028.0,206327.0,304201.0,400610.0,497011.0,592800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,158.0,50.0,verstappen,18.0,22.0,Suspension,108410.0,205573.0,302282.0,399126.0,495253.0,591213.0,973182.0,1114956.0,1212882.0,1309443.0,1406026.0,1503396.0,1600691.0,1697611.0,1793072.0,1887906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
