,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,184,57,hakkinen,1,13,27,Tyre,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5713.0,,,,,,,,,,,,,,,,,,,,
1,184,63,salo,6,2,1,Finished,1033,1182,1535,1681,1996,2577,2797.0,3355.0,4256.0,5641.0,5438.0,5782.0,5368.0,4876.0,4944.0,6032.0,6246.0,6404.0,6190.0,6456.0,7558.0,8387.0,11293.0,26614.0,0.0,1225.0,574.0,1500.0,1129.0,1602.0,2051.0,1874.0,1276.0,1284.0,1812.0,2020.0,1905.0,1633.0,1521.0,1188.0,970.0,1004.0,1126.0,1030.0,1007.0
2,184,14,coulthard,1,5,1,Finished,1442,1715,2143,2202,2485,3188,3408.0,3845.0,4816.0,10048.0,31076.0,31090.0,31669.0,31845.0,32336.0,34119.0,35047.0,36619.0,37732.0,37868.0,39113.0,39949.0,40078.0,36683.0,9551.0,11572.0,28551.0,26430.0,24170.0,23330.0,22355.0,21465.0,20129.0,19416.0,18917.0,18908.0,17892.0,17226.0,19120.0,34358.0,32213.0,28690.0,24791.0,21063.0,16823.0
3,184,49,frentzen,17,3,1,Finished,2151,2579,4081,4581,4884,6362,6840.0,7546.0,8185.0,9500.0,9046.0,9306.0,8903.0,9635.0,9552.0,9830.0,9211.0,9555.0,9313.0,9403.0,13728.0,33379.0,33433.0,31141.0,5403.0,6798.0,6290.0,5404.0,4039.0,4714.0,4630.0,4231.0,3736.0,3752.0,4409.0,5177.0,5124.0,4660.0,4246.0,4036.0,3683.0,3668.0,4276.0,4215.0,5195.0
4,184,22,barrichello,24,20,9,Hydraulics,2813,2966,3210,3200,3230,48283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,184,56,irvine,6,1,1,Finished,3343,4012,4909,5822,6174,7078,7612.0,8374.0,8806.0,10096.0,9903.0,9722.0,9556.0,10140.0,10372.0,10641.0,10090.0,10248.0,9840.0,9922.0,11578.0,13822.0,31417.0,28084.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,184,23,ralf_schumacher,3,4,1,Finished,3993,4776,5994,7719,8874,11160,12045.0,13133.0,14444.0,16216.0,16534.0,17142.0,17090.0,17295.0,17634.0,18711.0,18876.0,19916.0,19761.0,20907.0,22341.0,23176.0,23765.0,24520.0,17131.0,16793.0,16669.0,15123.0,13271.0,13375.0,13052.0,12829.0,12128.0,11683.0,11959.0,12330.0,12340.0,12368.0,11762.0,11229.0,11251.0,10932.0,11089.0,12326.0,12809.0
7,184,25,wurz,22,7,1,Finished,5908,7579,9882,12144,13831,16660,18023.0,20510.0,22748.0,25583.0,26736.0,28004.0,28924.0,29488.0,30628.0,32636.0,33520.0,34702.0,37454.0,39416.0,41458.0,42917.0,46688.0,62851.0,36915.0,36325.0,35090.0,33949.0,32627.0,33018.0,32856.0,32819.0,32448.0,32178.0,34149.0,34923.0,34829.0,35135.0,34595.0,35832.0,35900.0,35274.0,34755.0,33965.0,33333.0
8,184,21,fisichella,22,19,22,Suspension,6606,8073,20735,48728,48755,49377,49119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,184,71,damon_hill,17,17,23,Brakes,7478,8889,10734,12675,15042,17257,18749.0,22000.0,23440.0,26429.0,27428.0,29423.0,40149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,184,15,trulli,20,18,5,Engine,7982,9505,11479,13351,16667,18519,20294.0,23794.0,26022.0,28675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,184,65,herbert,24,11,6,Gearbox,8308,10193,11700,13686,15782,17861,19423.0,22577.0,24535.0,27248.0,28338.0,30142.0,30729.0,30924.0,31536.0,33636.0,34594.0,36294.0,36587.0,37370.0,38594.0,39407.0,42174.0,59892.0,34135.0,33949.0,33001.0,31862.0,30335.0,30689.0,30531.0,30564.0,30465.0,30365.0,31070.0,32271.0,32656.0,33205.0,32971.0,32789.0,,,,,
12,184,44,panis,20,6,1,Finished,8694,10348,12190,14136,16862,18773,20519.0,23039.0,24983.0,27595.0,28817.0,30775.0,31309.0,31506.0,31973.0,35184.0,35914.0,39717.0,55491.0,54184.0,54048.0,53778.0,52962.0,49640.0,22715.0,21844.0,20184.0,18098.0,15655.0,18111.0,34468.0,33538.0,32886.0,32477.0,33027.0,32855.0,33226.0,33643.0,33521.0,33411.0,33485.0,32450.0,31606.0,30940.0,29879.0
13,184,70,zanardi,3,14,24,Differential,9556,12330,15938,18035,20112,23042,25226.0,28090.0,33974.0,40210.0,42096.0,44316.0,46095.0,47441.0,49810.0,53751.0,56490.0,60829.0,64239.0,70332.0,80202.0,,,,,,,,,,,,,,,,,,,,,,,,
14,184,48,gene,18,9,1,Finished,10499,12753,19951,23676,26407,30179,32519.0,35574.0,38747.0,42153.0,45444.0,48142.0,50688.0,52683.0,55238.0,58056.0,60752.0,63331.0,66063.0,73224.0,95796.0,97885.0,99815.0,98998.0,74318.0,77385.0,78047.0,78226.0,78569.0,80483.0,82331.0,84539.0,85873.0,87040.0,90039.0,92185.0,94054.0,96469.0,98335.0,99316.0,100307.0,101840.0,103278.0,105091.0,108318.0
15,184,41,zonta,16,15,5,Engine,10819,13481,17201,18981,20916,23967,25830.0,28630.0,31921.0,34038.0,35018.0,36372.0,37581.0,38083.0,44020.0,78418.0,80198.0,82100.0,83699.0,85575.0,,,,,,,,,,,,,,,,,,,,,,,,,
