,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,rosberg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,bottas,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,raikkonen,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,max_verstappen,6,6,6,7,7,7,7,8,8,8,8,8,10,14,13,12,12,12,11,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,15,15,14,14,14,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,0
6,sainz,7,7,8,8,9,10,11,11,11,11,11,11,11,10,14,13,13,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,0
7,massa,8,8,7,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,grosjean,9,9,9,11,11,11,10,10,10,10,10,10,8,8,6,11,11,11,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
9,ricciardo,10,11,11,10,10,9,9,9,9,9,9,9,9,13,11,10,10,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10,maldonado,11,10,10,9,8,8,8,7,7,7,7,7,7,7,12,18,18,18,18,18,18,18,18,18,18,17,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,12,14,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,alonso,12,12,12,12,12,12,12,12,12,12,12,12,12,9,8,7,7,7,7,7,7,14,14,14,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kvyat,13,13,13,13,13,13,13,13,13,13,16,16,15,15,15,14,14,13,12,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,0
13,nasr,14,14,14,14,14,14,14,14,14,14,13,15,17,17,17,16,16,16,15,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,15,15,15,15,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
14,ericsson,15,15,15,15,15,15,15,15,15,15,14,13,13,11,9,8,8,10,16,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,12,10,10,9,9,8,8,10,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
15,perez,16,16,16,16,16,16,16,16,16,16,15,14,14,12,10,9,9,8,10,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,16,17,16,16,16,16,16,16,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
16,button,17,18,18,18,18,18,18,18,18,17,17,19,18,18,18,17,17,17,17,17,17,17,17,17,17,18,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
17,hulkenberg,18,17,17,17,17,17,17,17,17,18,19,17,16,16,16,15,15,15,14,14,14,13,13,13,13,14,17,16,16,16,16,16,16,16,16,15,15,14,14,13,13,13,12,12,12,12,12,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
18,merhi,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0
