,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
1,930,3,rosberg,131,1,1,Finished,95658,187971,279726,371753,463661,555200,646785,738352,829755,921834,1014034,1106163,1198364,1290811,1386551,1497157,1589003,1680518,1772007,1863449,1954773,2046173,2137735,2229765,2321558,2413234,2505763.0,2597029.0,2688307.0,2779847.0,2871587.0,2963264.0,3055454.0,3147760.0,3240145.0,3331837.0,3423920.0,3515800.0,3607385.0,3698984.0,3790596.0,3881818.0,3973611.0,4065610.0,4161595.0,4270956.0,4361051.0,4451280.0,4541342.0,4632015.0,4722489.0,4812562.0,4901671.0,4990964.0,5080464.0,5170046.0,5259789.0,5349934.0,5439996.0,5530282.0,5620708.0,5710695.0,5801016.0,5891279.0,5981597.0,6072555.0
6,930,20,vettel,6,3,1,Finished,96832,189653,281970,374485,466810,559528,651538,743869,836431,928929,1021329,1113841,1206133,1302061,1411220,1502956,1594502,1686399,1778163,1869781,1961427,2052936,2144582,2236216,2327870,2419940,2511874.0,2604245.0,2696374.0,2788642.0,2881170.0,2973567.0,3065980.0,3158346.0,3251506.0,3344003.0,3436736.0,3529496.0,3622417.0,3719131.0,3828754.0,3919939.0,4011176.0,4102789.0,4194462.0,4286956.0,4378472.0,4470017.0,4561844.0,4653499.0,4745204.0,4836942.0,4929016.0,5020751.0,5112550.0,5204749.0,5296874.0,5388515.0,5480091.0,5571166.0,5661903.0,5752826.0,5843986.0,5935361.0,6026838.0,6117897.0
0,930,1,hamilton,131,2,1,Finished,98042,190808,283150,375453,467945,560454,652795,745316,837744,929755,1022077,1114569,1210217,1322282,1413315,1504464,1595622,1687620,1778899,1870407,1962226,2053765,2145520,2237232,2329192,2421330,2513126.0,2605244.0,2697409.0,2790111.0,2882822.0,2978591.0,3088869.0,3178779.0,3268980.0,3359271.0,3449771.0,3541008.0,3632746.0,3724202.0,3815222.0,3906234.0,3996647.0,4087905.0,4178374.0,4268314.0,4358338.0,4448303.0,4539098.0,4630213.0,4724250.0,4833210.0,4921611.0,5009881.0,5098606.0,5187322.0,5276096.0,5364995.0,5453635.0,5543332.0,5633581.0,5724052.0,5815200.0,5906218.0,5997597.0,6090106.0
12,930,822,bottas,3,4,1,Finished,99104,192179,284887,377744,470657,563646,656404,749198,841968,934839,1027716,1120708,1213589,1306529,1402448,1512635,1604233,1695641,1787750,1879805,1971371,2063244,2155118,2246912,2338693,2430874,2522799.0,2614760.0,2707016.0,2799114.0,2891274.0,2983726.0,3076281.0,3168888.0,3261760.0,3354893.0,3447612.0,3540629.0,3634878.0,3728197.0,3821532.0,3917898.0,4027107.0,4117818.0,4208565.0,4299521.0,4390681.0,4481658.0,4573133.0,4664436.0,4755523.0,4846689.0,4937992.0,5029102.0,5120725.0,5212891.0,5304698.0,5396746.0,5488610.0,5580761.0,5672507.0,5764336.0,5856437.0,5948441.0,6040071.0,6131772.0
3,930,8,raikkonen,6,5,1,Finished,99950,193703,286661,379880,472964,566113,659042,751923,844677,937433,1030183,1122915,1215893,1308814,1401318,1493872,1590050,1701194,1793734,1886593,1979020,2071403,2163838,2256082,2348502,2441013,2533549.0,2625949.0,2718263.0,2810339.0,2902664.0,2995270.0,3088552.0,3181871.0,3275149.0,3367704.0,3460173.0,3552896.0,3646099.0,3739574.0,3836045.0,3944350.0,4035260.0,4125602.0,4215963.0,4307961.0,4397892.0,4488131.0,4578938.0,4669978.0,4761352.0,4851656.0,4942189.0,5032591.0,5123432.0,5214338.0,5305568.0,5397327.0,5489293.0,5581409.0,5673156.0,5764963.0,5857096.0,5949191.0,6040830.0,6132557.0
16,930,830,max_verstappen,5,11,11,+1 Lap,100837,195429,289833,385407,479646,573915,668337,763411,857619,952114,1046979,1141286,1240024,1354981,1449181,1543485,1637294,1731295,1825182,1919111,2012894,2107161,2202244,2296430,2390231,2484116,2578168.0,2671667.0,2765072.0,2859152.0,2952717.0,3046517.0,3140644.0,3234605.0,3328446.0,3422369.0,3520189.0,3631979.0,3725951.0,3819184.0,3912427.0,4005873.0,4098877.0,4191546.0,4283800.0,4375696.0,4468033.0,4560209.0,4652478.0,4746586.0,4839438.0,4932438.0,5025407.0,5117763.0,5210065.0,5302033.0,5394452.0,5487034.0,5579327.0,5671611.0,5767422.0,5860716.0,5953121.0,6045736.0,6138843.0,
18,930,832,sainz,5,9,11,+1 Lap,101484,196789,292124,387212,482665,578509,673847,768201,862727,957327,1051953,1146681,1241366,1338810,1451647,1545611,1639536,1734764,1828928,1923338,2017070,2110629,2204164,2297948,2391444,2485091,2578869.0,2672987.0,2766938.0,2860842.0,2954756.0,3048858.0,3142679.0,3236822.0,3330379.0,3425281.0,3519117.0,3612529.0,3705677.0,3799083.0,3892555.0,3988893.0,4100657.0,4193494.0,4287485.0,4379683.0,4471581.0,4563890.0,4656450.0,4749136.0,4841457.0,4933800.0,5026491.0,5119153.0,5212136.0,5306566.0,5398660.0,5490752.0,5582601.0,5674243.0,5767656.0,5858812.0,5950873.0,6043040.0,6136264.0,
4,930,13,massa,3,6,1,Finished,101963,197235,290540,383803,477360,570237,663335,756240,849331,942412,1035494,1128625,1221614,1318298,1429072,1520775,1612489,1704648,1796679,1889079,1981397,2073740,2166000,2258266,2350699,2443095,2535530.0,2627836.0,2720768.0,2813294.0,2905875.0,3002124.0,3112627.0,3203736.0,3295253.0,3386748.0,3478082.0,3569983.0,3662236.0,3754159.0,3845975.0,3938004.0,4030497.0,4122301.0,4215118.0,4307696.0,4404728.0,4514339.0,4604979.0,4695722.0,4786096.0,4876779.0,4967519.0,5058194.0,5149099.0,5240474.0,5331529.0,5422520.0,5513137.0,5603910.0,5694944.0,5786762.0,5878789.0,5970839.0,6061949.0,6153869.0
7,930,154,grosjean,208,8,11,+1 Lap,102440,197664,292661,389476,484195,578967,672684,766539,860616,954399,1049383,1143872,1238032,1331682,1428925,1541128,1633649,1726553,1819665,1913465,2006311,2099298,2191992,2284947,2378171,2471777,2565294.0,2658428.0,2751801.0,2845155.0,2938539.0,3032113.0,3125681.0,3218935.0,3312421.0,3405939.0,3499364.0,3592968.0,3686719.0,3784183.0,3907849.0,3999919.0,4091960.0,4184044.0,4277295.0,4369240.0,4461309.0,4553667.0,4646629.0,4739345.0,4833017.0,4925913.0,5018427.0,5110974.0,5203660.0,5297843.0,5390602.0,5483286.0,5575885.0,5668534.0,5760972.0,5853682.0,5945899.0,6037885.0,6130553.0,
11,930,817,ricciardo,9,7,11,+1 Lap,103028,198948,294025,388746,483286,577134,670865,764729,858851,952742,1047973,1141965,1238707,1350470,1443809,1536565,1629639,1722672,1816743,1909699,2002839,2095782,2188505,2281353,2374314,2467653,2560884.0,2654132.0,2747423.0,2840513.0,2933530.0,3026663.0,3119891.0,3213101.0,3306293.0,3399503.0,3492691.0,3586267.0,3679644.0,3773238.0,3866458.0,3962805.0,4076586.0,4168539.0,4260791.0,4352972.0,4444918.0,4537131.0,4631423.0,4725266.0,4817371.0,4909053.0,5000455.0,5091689.0,5182965.0,5274089.0,5368069.0,5459556.0,5551091.0,5642462.0,5734036.0,5825754.0,5917704.0,6009335.0,6100894.0,
